歌曲之九第一段,#genre#
张信哲-叙述,http://em.21dtv.com/songs/60150868.mkv
廖昌永+徐晶晶-记住乡愁,http://em.21dtv.com/songs/60150867.mkv
庾澄庆-告白气球,http://em.21dtv.com/songs/60150866.mkv
小木-悄悄话,http://em.21dtv.com/songs/60150865.mkv
孙艳-不要肆意挥霍我的爱,http://em.21dtv.com/songs/60150864.mkv
姚志坚-你别恁们说,http://em.21dtv.com/songs/60150863.mkv
夏婉安-斗地主,http://em.21dtv.com/songs/60150862.mkv
周蕙+张祖诚-好想好好爱你,http://em.21dtv.com/songs/60150861.mkv
周笔畅+岑宁儿-追光者,http://em.21dtv.com/songs/60150860.mkv
周笔畅-大家一起喜洋洋,http://em.21dtv.com/songs/60150859.mkv
吴佩锦+杨宝华-人情薄如纸,http://em.21dtv.com/songs/60150858.mkv
叶秉桓+莫文蔚-美女与野兽,http://em.21dtv.com/songs/60150857.mkv
叶明果-分手,http://em.21dtv.com/songs/60150856.mkv
叶传虎-真正的朋友,http://em.21dtv.com/songs/60150855.mkv
原子霏-鸳鸯,http://em.21dtv.com/songs/60150854.mkv
华峰-平常心态向前迈,http://em.21dtv.com/songs/60150853.mkv
关晓彤+王嘉-你好,http://em.21dtv.com/songs/60150852.mkv
余倩+邰康-铭章情梦起航,http://em.21dtv.com/songs/60150851.mkv
任宝利-我的老爸老妈,http://em.21dtv.com/songs/60150850.mkv
云菲菲-听雨,http://em.21dtv.com/songs/60150849.mkv
JC-说散就散,http://em.21dtv.com/songs/60150848.mkv
BEBE REXHA-THE WAY I ARE,http://em.21dtv.com/songs/60150847.mkv
AGA-无期,http://em.21dtv.com/songs/60150846.mkv
A LIN-不要不要的,http://em.21dtv.com/songs/60150845.mkv
黄少谷-未来,http://em.21dtv.com/songs/60150844.mkv
鸿飞-说好不分离,http://em.21dtv.com/songs/60150843.mkv
鬼卞-刺痛,http://em.21dtv.com/songs/60150842.mkv
马飞-长安县,http://em.21dtv.com/songs/60150841.mkv
马常宝-阿里巴巴,http://em.21dtv.com/songs/60150840.mkv
雷婷-难忍的悲,http://em.21dtv.com/songs/60150839.mkv
陶建阿成-人民和党心连心,http://em.21dtv.com/songs/60150838.mkv
郑康淳-听不见的挽留,http://em.21dtv.com/songs/60150837.mkv
赵雷-鼓楼,http://em.21dtv.com/songs/60150836.mkv
薇妙-洪湖浪花,http://em.21dtv.com/songs/60150835.mkv
蒋婴+王觉-山水情歌,http://em.21dtv.com/songs/60150834.mkv
花粥+四四-静静的看着你装逼,http://em.21dtv.com/songs/60150833.mkv
耿婕妤-绿色黑龙江,http://em.21dtv.com/songs/60150832.mkv
群星-铁道兵战士志在四方,http://em.21dtv.com/songs/60150831.mkv
罗志祥-ONLY YOU+爱投落网+够了,http://em.21dtv.com/songs/60150829.mkv
田康哉-敢于归来啊哩哩,http://em.21dtv.com/songs/60150828.mkv
玺晨-我们还能不能在一起,http://em.21dtv.com/songs/60150827.mkv
王源-十七,http://em.21dtv.com/songs/60150826.mkv
王海龙-我的心上人,http://em.21dtv.com/songs/60150825.mkv
王晰-好好说再见,http://em.21dtv.com/songs/60150824.mkv
王勇-遇见王朝,http://em.21dtv.com/songs/60150823.mkv
王勇-不如遇见,http://em.21dtv.com/songs/60150822.mkv
王丽坤+朱亚文-漂洋过海来看你,http://em.21dtv.com/songs/60150821.mkv
王一多-奇迹的相遇,http://em.21dtv.com/songs/60150820.mkv
熊梓淇-说爱你,http://em.21dtv.com/songs/60150819.mkv
泳儿-天若有情,http://em.21dtv.com/songs/60150818.mkv
沙溢+胡可+安吉+小鱼儿-胡巴胡吧,http://em.21dtv.com/songs/60150817.mkv
汪峰-时代的标记+一起摇摆+河流+春天里+存在,http://em.21dtv.com/songs/60150816.mkv
毛泽少+汪聪-甜蜜的味道,http://em.21dtv.com/songs/60150815.mkv
梓冰-爱要有个度,http://em.21dtv.com/songs/60150814.mkv
梁晓珺-I AM LEAVING,http://em.21dtv.com/songs/60150813.mkv
格格-人在旅途,http://em.21dtv.com/songs/60150812.mkv
林忆莲-蓝莲花+不必在乎我是谁+多得他+无心睡眠,http://em.21dtv.com/songs/60150810.mkv
杨洋-爱的力量,http://em.21dtv.com/songs/60150809.mkv
杨洋-就像是IDOL,http://em.21dtv.com/songs/60150808.mkv
杨东伟+上官依一-你是我不尽的思念,http://em.21dtv.com/songs/60150807.mkv

歌曲之九第十段,#genre#
李若嫣-太爱出色的你,http://em.21dtv.com/songs/60150806.mkv
李溪芮-抱着都痛,http://em.21dtv.com/songs/60150805.mkv
李晓杰-沂蒙山小调,http://em.21dtv.com/songs/60150804.mkv
李晓杰-情人啊,http://em.21dtv.com/songs/60150803.mkv
李晓杰-可惜,http://em.21dtv.com/songs/60150802.mkv
李慈英-雪之恋,http://em.21dtv.com/songs/60150801.mkv
李岩-斑马,http://em.21dtv.com/songs/60150800.mkv
李子恒-跪羊图,http://em.21dtv.com/songs/60150799.mkv
李佩彤-因为孤单所以狂欢,http://em.21dtv.com/songs/60150798.mkv
朱峰+蔡忻如-仙才叹,http://em.21dtv.com/songs/60150797.mkv
望海高歌-谁解心中不了情,http://em.21dtv.com/songs/60150796.mkv
望海高歌-我把眼泪串成了歌,http://em.21dtv.com/songs/60150795.mkv
施文彬-亲爱的姑娘,http://em.21dtv.com/songs/60150794.mkv
志王-最美的情缘,http://em.21dtv.com/songs/60150793.mkv
徐子崴+三丫兄弟-一城连三国,http://em.21dtv.com/songs/60150792.mkv
彭辉+邓伊芮-您的深情,http://em.21dtv.com/songs/60150791.mkv
彭佳慧+熊仔-关你屁事啊,http://em.21dtv.com/songs/60150790.mkv
张静-谢谢你走进我的世界,http://em.21dtv.com/songs/60150789.mkv
张雨晨-陌上花开等你来,http://em.21dtv.com/songs/60150787.mkv
帅霖-爱我就嫁给我,http://em.21dtv.com/songs/60150786.mkv
帅霖-大美妞,http://em.21dtv.com/songs/60150785.mkv
尚雯婕-奇迹MU觉醒,http://em.21dtv.com/songs/60150784.mkv
寒冬辣月-美丽的家乡,http://em.21dtv.com/songs/60150783.mkv
宋林桐-挑战,http://em.21dtv.com/songs/60150782.mkv
宇宙人-我们的探险计划,http://em.21dtv.com/songs/60150781.mkv
季彦霖-就是说不出口,http://em.21dtv.com/songs/60150780.mkv
天边-你是我的草原月光,http://em.21dtv.com/songs/60150779.mkv
唐艺-我把我灌醉,http://em.21dtv.com/songs/60150778.mkv
呼斯楞-浪漫在大草原,http://em.21dtv.com/songs/60150777.mkv
周笔畅+JC-说散就散,http://em.21dtv.com/songs/60150776.mkv
周恬熙-爱上草原爱上你,http://em.21dtv.com/songs/60150774.mkv
吴碧霞-潇湘花月谣,http://em.21dtv.com/songs/60150773.mkv
吴佩锦+钟静洁-夫妻总有团圆日,http://em.21dtv.com/songs/60150772.mkv
吴佩锦+邱燕红-夫妻乐开怀,http://em.21dtv.com/songs/60150771.mkv
吴佩锦-盛世民俗风,http://em.21dtv.com/songs/60150770.mkv
吴佩锦-当官难,http://em.21dtv.com/songs/60150769.mkv
吴佩锦-归田大胜风波亭,http://em.21dtv.com/songs/60150768.mkv
叶炫清-从前慢,http://em.21dtv.com/songs/60150767.mkv
华晨宇-齐天,http://em.21dtv.com/songs/60150766.mkv
华晨宇-寻,http://em.21dtv.com/songs/60150765.mkv
刘馨月+王建荣-恨晚,http://em.21dtv.com/songs/60150764.mkv
刘维-肉多,http://em.21dtv.com/songs/60150763.mkv
刘崇健-习惯一个人,http://em.21dtv.com/songs/60150762.mkv
冷漠-多一些少一点,http://em.21dtv.com/songs/60150761.mkv
于兰-天津我可爱的家乡,http://em.21dtv.com/songs/60150758.mkv
上官依一-中国梦,http://em.21dtv.com/songs/60150757.mkv
七朵组合-归来,http://em.21dtv.com/songs/60150756.mkv
高薇娜同学-小河马,http://em.21dtv.com/songs/60150755.mkv
陈香水-新时代之光,http://em.21dtv.com/songs/60150754.mkv
陈雅森-天梦,http://em.21dtv.com/songs/60150753.mkv
陈翔+纪凌尘-亲爱的你,http://em.21dtv.com/songs/60150752.mkv
陈瑞-如梦初醒,http://em.21dtv.com/songs/60150751.mkv
陈娟儿-两难,http://em.21dtv.com/songs/60150750.mkv
阿兰-燃烧吧三金,http://em.21dtv.com/songs/60150749.mkv
迪玛希-一个忧伤者的求救,http://em.21dtv.com/songs/60150748.mkv
董真-枕上书,http://em.21dtv.com/songs/60150747.mkv
艾怡良-无数个我,http://em.21dtv.com/songs/60150746.mkv
程小刚-爱的好累,http://em.21dtv.com/songs/60150745.mkv
白小白+球球-宠爱吖,http://em.21dtv.com/songs/60150744.mkv
澈波卓玛-美人谷姑娘,http://em.21dtv.com/songs/60150742.mkv
澈波卓玛-母亲河,http://em.21dtv.com/songs/60150741.mkv
澈波卓玛-无尽的思念,http://em.21dtv.com/songs/60150740.mkv
澈波卓玛-敬酒歌,http://em.21dtv.com/songs/60150739.mkv
澈波卓玛-我的心愿,http://em.21dtv.com/songs/60150738.mkv
澈波卓玛-思念,http://em.21dtv.com/songs/60150737.mkv
澈波卓玛-姑娘十八,http://em.21dtv.com/songs/60150736.mkv
澈波卓玛-卡瓦坚,http://em.21dtv.com/songs/60150735.mkv
澈波卓玛-卓玛,http://em.21dtv.com/songs/60150734.mkv
枫舞-雪莲情思,http://em.21dtv.com/songs/60150733.mkv
杜玫-好像我在哪里见过你,http://em.21dtv.com/songs/60150732.mkv
春生-屌丝驾到,http://em.21dtv.com/songs/60150731.mkv
峰少-爱没有如果,http://em.21dtv.com/songs/60150730.mkv
国平-与你风雨同舟,http://em.21dtv.com/songs/60150729.mkv
嘉林-珍惜那一个秋,http://em.21dtv.com/songs/60150728.mkv
北方狼-老街口,http://em.21dtv.com/songs/60150727.mkv
SING女团-最亮的光,http://em.21dtv.com/songs/60150726.mkv
MC谢小宇-内蒙古黑怕,http://em.21dtv.com/songs/60150725.mkv
音频怪物-英雄泪,http://em.21dtv.com/songs/60150724.mkv
音频怪物-天空之城,http://em.21dtv.com/songs/60150723.mkv
音频怪物-墨迹,http://em.21dtv.com/songs/60150722.mkv
雨柔-醉卧红尘,http://em.21dtv.com/songs/60150721.mkv
郑颖杰-逆向时空,http://em.21dtv.com/songs/60150720.mkv
郑嘉嘉-情迷,http://em.21dtv.com/songs/60150719.mkv
章子怡-天女散花,http://em.21dtv.com/songs/60150718.mkv
秦博+寂悸-白色双人床,http://em.21dtv.com/songs/60150717.mkv
秦博-白色双人床语,http://em.21dtv.com/songs/60150716.mkv
李杬城-掼蛋人生,http://em.21dtv.com/songs/60150715.mkv
朱主爱-IT'S A LONG DAY,http://em.21dtv.com/songs/60150714.mkv
朱主爱+黄明志-好想你,http://em.21dtv.com/songs/60150713.mkv
朱主爱+何念慈-小清新,http://em.21dtv.com/songs/60150712.mkv
吆拐-我勒家,http://em.21dtv.com/songs/60150710.mkv
韦礼安-沉船,http://em.21dtv.com/songs/60150708.mkv
谢容儿-小草与树的对话,http://em.21dtv.com/songs/60150707.mkv
王筝-归去来,http://em.21dtv.com/songs/60150706.mkv
王心凌-哭泣宝贝,http://em.21dtv.com/songs/60150705.mkv
王俊凯-红玫瑰,http://em.21dtv.com/songs/60150704.mkv
王俊凯+王源-人质,http://em.21dtv.com/songs/60150702.mkv
望海高歌-思念一年又一年,http://em.21dtv.com/songs/60150701.mkv
望海高歌+歌一生-一生为你守候,http://em.21dtv.com/songs/60150700.mkv
夏天ALEX-忙音,http://em.21dtv.com/songs/60150698.mkv
夏天ALEX-你身上的味道,http://em.21dtv.com/songs/60150697.mkv
鸟叔-爸爸,http://em.21dtv.com/songs/60150695.mkv
陈绮贞-西风的话,http://em.21dtv.com/songs/60150693.mkv
陈绮贞-蜉蝣,http://em.21dtv.com/songs/60150692.mkv
陈绮贞-微凉的你,http://em.21dtv.com/songs/60150691.mkv
陈绮贞-小小校歌,http://em.21dtv.com/songs/60150690.mkv
陈粒-贪得,http://em.21dtv.com/songs/60150689.mkv
陈粒-祝星,http://em.21dtv.com/songs/60150687.mkv
陈粒-正趣果上果,http://em.21dtv.com/songs/60150686.mkv
陈粒-如也,http://em.21dtv.com/songs/60150685.mkv
陈粒-五言,http://em.21dtv.com/songs/60150684.mkv

歌曲之九第十一段,#genre#
陈粒-不灭,http://em.21dtv.com/songs/60150683.mkv
陈粒-七楼,http://em.21dtv.com/songs/60150682.mkv
陈粒-20 TIMES YOU,http://em.21dtv.com/songs/60150681.mkv
陈忆文-一缕相思情,http://em.21dtv.com/songs/60150680.mkv
蒙克-家在北方,http://em.21dtv.com/songs/60150679.mkv
董贞-幽狐,http://em.21dtv.com/songs/60150677.mkv
董贞-天净沙·秋思,http://em.21dtv.com/songs/60150676.mkv
董贞+崔琰-飞羽,http://em.21dtv.com/songs/60150675.mkv
苏富权-爱情是美酒还是毒药,http://em.21dtv.com/songs/60150671.mkv
苏富权-曾经的誓言,http://em.21dtv.com/songs/60150670.mkv
苏富权-再无人打动我心扉,http://em.21dtv.com/songs/60150669.mkv
苏仨-他还在,http://em.21dtv.com/songs/60150668.mkv
简迷离-太阳系小孩,http://em.21dtv.com/songs/60150665.mkv
符泷飞-SHAKY PARTY,http://em.21dtv.com/songs/60150664.mkv
涓子-寂寞人生谁与共,http://em.21dtv.com/songs/60150663.mkv
毛妮卓玛-长大,http://em.21dtv.com/songs/60150662.mkv
林奕匡-咫尺,http://em.21dtv.com/songs/60150661.mkv
林奕匡-冥王星,http://em.21dtv.com/songs/60150660.mkv
林奕匡-GOODMAN,http://em.21dtv.com/songs/60150658.mkv
杨钰莹-爱你就是真心喜欢你,http://em.21dtv.com/songs/60150656.mkv
李敏镐-疼痛爱情,http://em.21dtv.com/songs/60150655.mkv
李敏镐-WITHOUT YOU,http://em.21dtv.com/songs/60150654.mkv
李敏镐-STALKER,http://em.21dtv.com/songs/60150653.mkv
李敏镐-PARADISE IN LOVE,http://em.21dtv.com/songs/60150652.mkv
李敏镐-MY EVERYTHING,http://em.21dtv.com/songs/60150651.mkv
李敏镐-BURNING UP,http://em.21dtv.com/songs/60150650.mkv
崔子格+阿雅-福星高照,http://em.21dtv.com/songs/60150647.mkv
崔子格-电子男友,http://em.21dtv.com/songs/60150646.mkv
崔子格-欣赏,http://em.21dtv.com/songs/60150645.mkv
崔兰花-缠绕的夜晚,http://em.21dtv.com/songs/60150643.mkv
家家-牙关,http://em.21dtv.com/songs/60150642.mkv
安东阳+樊桐舟-情为何物,http://em.21dtv.com/songs/60150640.mkv
好妹妹乐队-关联,http://em.21dtv.com/songs/60150630.mkv
品冠-言外之意,http://em.21dtv.com/songs/60150629.mkv
刘珂矣-月满弦,http://em.21dtv.com/songs/60150628.mkv
刘惜君-我爱我存在,http://em.21dtv.com/songs/60150627.mkv
刘惜君-就算了吗,http://em.21dtv.com/songs/60150626.mkv
刘惜君-伦敦1801,http://em.21dtv.com/songs/60150625.mkv
刘广伟-你不要再说谎,http://em.21dtv.com/songs/60150624.mkv
刘品言-说好以后,http://em.21dtv.com/songs/60150623.mkv
刘品言-大男人大女人,http://em.21dtv.com/songs/60150620.mkv
刘品言-亲爱的晚安,http://em.21dtv.com/songs/60150619.mkv
刘品言-SISTA,http://em.21dtv.com/songs/60150618.mkv
刘品言-FIGHTING GIRLS,http://em.21dtv.com/songs/60150617.mkv
刘力扬-属于你的歌,http://em.21dtv.com/songs/60150616.mkv
冷漠-情歌越唱越心酸,http://em.21dtv.com/songs/60150615.mkv
何龙雨-不是因为你美丽我才爱上你,http://em.21dtv.com/songs/60150614.mkv
TK FROM 凛として時雨-UNRAVEL,http://em.21dtv.com/songs/60150613.mkv
TIMEZ-氧气,http://em.21dtv.com/songs/60150611.mkv
TIMEZ-时光,http://em.21dtv.com/songs/60150610.mkv
TFBOYS-青蛙也会变王子,http://em.21dtv.com/songs/60150609.mkv
TFBOYS-蒲公英的约定,http://em.21dtv.com/songs/60150608.mkv
TFBOYS-时光机,http://em.21dtv.com/songs/60150607.mkv
TFBOYS-掌声响起来,http://em.21dtv.com/songs/60150606.mkv
ROY KIM-匹诺曹,http://em.21dtv.com/songs/60150605.mkv
EXO-流星雨,http://em.21dtv.com/songs/60150602.mkv
EXO-变形女,http://em.21dtv.com/songs/60150601.mkv
鱼干+胖虎-胖是一种罪,http://em.21dtv.com/songs/60150600.mkv
鱼大叔-郭小花,http://em.21dtv.com/songs/60150599.mkv
鱼大叔-走过这条街,http://em.21dtv.com/songs/60150598.mkv
鱼大叔-可是我们不再年轻,http://em.21dtv.com/songs/60150597.mkv
顺鹏-枕头下的纸,http://em.21dtv.com/songs/60150595.mkv
顺鹏-平凡最伟大,http://em.21dtv.com/songs/60150594.mkv
雨霏-爱情的童话,http://em.21dtv.com/songs/60150593.mkv
雨霏-幸福的鱼,http://em.21dtv.com/songs/60150592.mkv
雨柔-经不起的爱,http://em.21dtv.com/songs/60150591.mkv
赵华-无情人,http://em.21dtv.com/songs/60150590.mkv
谢霆锋-异想天开,http://em.21dtv.com/songs/60150589.mkv
许富凯-缝梦,http://em.21dtv.com/songs/60150587.mkv
许富凯-疼你会入心,http://em.21dtv.com/songs/60150586.mkv
许书豪-失恋是生命的常态,http://em.21dtv.com/songs/60150585.mkv
袁咏琳-你想娶我吗,http://em.21dtv.com/songs/60150583.mkv
翁大涵-百忧解,http://em.21dtv.com/songs/60150582.mkv
箱子君-新鲜感,http://em.21dtv.com/songs/60150581.mkv
王莱+蔡茗淇-爱情万万岁,http://em.21dtv.com/songs/60150580.mkv
王梓云-梦想燃烧成火,http://em.21dtv.com/songs/60150579.mkv
王冬雨-草原风,http://em.21dtv.com/songs/60150578.mkv
王冬雨-家乡的小河,http://em.21dtv.com/songs/60150577.mkv
爽子+SBAZZO+王晓鸥-一黑到底,http://em.21dtv.com/songs/60150576.mkv
温兆伦-善变的情人,http://em.21dtv.com/songs/60150575.mkv
泽旺多吉-又见格桑花,http://em.21dtv.com/songs/60150574.mkv
沈梦辰-追梦星城,http://em.21dtv.com/songs/60150573.mkv
沈丹丹-我做主角,http://em.21dtv.com/songs/60150572.mkv
杨雪晴-这样爱你不是我的错,http://em.21dtv.com/songs/60150571.mkv
杨雪晴-今生不能没有你,http://em.21dtv.com/songs/60150570.mkv
朱虹+王达-我爱香格里拉,http://em.21dtv.com/songs/60150569.mkv
望海高歌-云端晓月,http://em.21dtv.com/songs/60150568.mkv
晓月-离人泪,http://em.21dtv.com/songs/60150567.mkv
晓月-天边的思念,http://em.21dtv.com/songs/60150566.mkv
晓依-月夜青荷月夜开,http://em.21dtv.com/songs/60150565.mkv
晓依-一千次一千年,http://em.21dtv.com/songs/60150564.mkv
施文彬+安苡葳-苑里情歌,http://em.21dtv.com/songs/60150563.mkv
施文彬-失恋懒人包,http://em.21dtv.com/songs/60150562.mkv
张靓颖-LADY KILLER,http://em.21dtv.com/songs/60150561.mkv
张贤赫-爱太久,http://em.21dtv.com/songs/60150560.mkv
张贤赫-IF YOU,http://em.21dtv.com/songs/60150559.mkv
帅霖+郭飞宏-他说对你很好,http://em.21dtv.com/songs/60150557.mkv
小甜瓜-西口情,http://em.21dtv.com/songs/60150556.mkv
小月-玫瑰天涯,http://em.21dtv.com/songs/60150555.mkv
小斐鱼+亮声OPEN-广东十年爱情故事,http://em.21dtv.com/songs/60150554.mkv
李歌也+张弩-小小临湘,http://em.21dtv.com/songs/60150553.mkv
孙艳-谁来牵我的手,http://em.21dtv.com/songs/60150551.mkv
孙艳-秋风慢慢冷,http://em.21dtv.com/songs/60150550.mkv
孙艳-爱累了心碎了,http://em.21dtv.com/songs/60150549.mkv
孙艳-爱你到永远,http://em.21dtv.com/songs/60150548.mkv
孙艳-有谁能懂我的心,http://em.21dtv.com/songs/60150547.mkv
孙艳-最美的等待,http://em.21dtv.com/songs/60150546.mkv
孙艳-心碎的红颜,http://em.21dtv.com/songs/60150545.mkv
孙艳-如果爱我成了你的负累,http://em.21dtv.com/songs/60150544.mkv
子苏-勇者没意见,http://em.21dtv.com/songs/60150543.mkv
唐禹哲-寻找爱的冒险,http://em.21dtv.com/songs/60150540.mkv

歌曲之九第十二段,#genre#
周祥-笑各购,http://em.21dtv.com/songs/60150539.mkv
周兴哲+许玮宁-黏黏,http://em.21dtv.com/songs/60150536.mkv
周兴哲-我知道要微笑,http://em.21dtv.com/songs/60150535.mkv
佚名-劝孝歌,http://em.21dtv.com/songs/60150533.mkv
乌兰图雅-草原情怀,http://em.21dtv.com/songs/60150532.mkv
ROBYNN AND KENDY-第十行星,http://em.21dtv.com/songs/60150531.mkv
ROBYNN AND KENDY-海阔天空,http://em.21dtv.com/songs/60150530.mkv
ROBYNN AND KENDY-有了你,http://em.21dtv.com/songs/60150529.mkv
ROBYNN AND KENDY-或许,http://em.21dtv.com/songs/60150527.mkv
ROBYNN AND KENDY-小明星,http://em.21dtv.com/songs/60150526.mkv
ROBYNN AND KENDY-到你,http://em.21dtv.com/songs/60150525.mkv
ROBYNN AND KENDY-公主病死了,http://em.21dtv.com/songs/60150524.mkv
ROBYNN AND KENDY-今天只讲笑,http://em.21dtv.com/songs/60150523.mkv
MI2-记得那一年,http://em.21dtv.com/songs/60150522.mkv
MI2-你将看到,http://em.21dtv.com/songs/60150521.mkv
EXO-BEAUTIFUL,http://em.21dtv.com/songs/60150515.mkv
ELLA-有事吗,http://em.21dtv.com/songs/60150514.mkv
ELLA-WHY NOT,http://em.21dtv.com/songs/60150513.mkv
ALIN-假娃娃,http://em.21dtv.com/songs/60150512.mkv
齐秦-可惜了,http://em.21dtv.com/songs/60150511.mkv
齐晨-照顾好自己,http://em.21dtv.com/songs/60150510.mkv
齐晨-朋友身份,http://em.21dtv.com/songs/60150509.mkv
齐晨-大小姐,http://em.21dtv.com/songs/60150508.mkv
鲁向卉-也罢,http://em.21dtv.com/songs/60150505.mkv
马文-平庸时代,http://em.21dtv.com/songs/60150504.mkv
马思唯-REFRESH,http://em.21dtv.com/songs/60150503.mkv
顾峰+斯琴高丽-爱是唯一,http://em.21dtv.com/songs/60150502.mkv
雨霏-要爱就爱光头强,http://em.21dtv.com/songs/60150501.mkv
陆飞扬-对话孤独,http://em.21dtv.com/songs/60150500.mkv
门丽-就是这个范儿,http://em.21dtv.com/songs/60150499.mkv
金玟岐-如果世界没有海,http://em.21dtv.com/songs/60150498.mkv
邵明明-怂,http://em.21dtv.com/songs/60150497.mkv
邱小龙-兄弟我陪你,http://em.21dtv.com/songs/60150496.mkv
蒙面哥+谢宏-钟无艳荣耀之锤,http://em.21dtv.com/songs/60150495.mkv
萌萌哒天团-红尘恋,http://em.21dtv.com/songs/60150494.mkv
萌萌哒天团-心碎,http://em.21dtv.com/songs/60150493.mkv
莫小娘+小右+Xun-别离开好吗,http://em.21dtv.com/songs/60150492.mkv
群星-大爱无疆,http://em.21dtv.com/songs/60150491.mkv
群星-名声在外,http://em.21dtv.com/songs/60150490.mkv
群星-为梦鼓掌,http://em.21dtv.com/songs/60150489.mkv
美妍-你在北京过得好吗,http://em.21dtv.com/songs/60150488.mkv
罗娟-我拥有的,http://em.21dtv.com/songs/60150486.mkv
罗中原-长夜里跑步,http://em.21dtv.com/songs/60150485.mkv
罗中原-明日复明日,http://em.21dtv.com/songs/60150484.mkv
秦洋-恶意,http://em.21dtv.com/songs/60150483.mkv
祁隆-雨中的思念,http://em.21dtv.com/songs/60150480.mkv
琉璃瓦-致亲爱的,http://em.21dtv.com/songs/60150479.mkv
[Group]
groupName=十六万歌曲MV等 - 121
王莱-莎酷啦情歌,http://em.21dtv.com/songs/60150478.mkv
潘长江+韩兆-一辈子的兄弟,http://em.21dtv.com/songs/60150477.mkv
潘紫妍-她是你的,http://em.21dtv.com/songs/60150476.mkv
洛天依-干物女,http://em.21dtv.com/songs/60150475.mkv
沈波-贴心,http://em.21dtv.com/songs/60150474.mkv
毛星-我心中的唐河,http://em.21dtv.com/songs/60150473.mkv
毛不易-无问,http://em.21dtv.com/songs/60150472.mkv
欧阳朵-许愿森林,http://em.21dtv.com/songs/60150471.mkv
梅朵-我在想你你在哪,http://em.21dtv.com/songs/60150468.mkv
梁凡-妹子,http://em.21dtv.com/songs/60150467.mkv
柳石明-双脚踏上幸福路,http://em.21dtv.com/songs/60150466.mkv
柳佳佳+李娇-小宝贝,http://em.21dtv.com/songs/60150465.mkv
林翠萍-春风,http://em.21dtv.com/songs/60150464.mkv
林玉英-淡淡情愁,http://em.21dtv.com/songs/60150463.mkv
林玉英-山庄姑娘,http://em.21dtv.com/songs/60150462.mkv
林妙可-老师,http://em.21dtv.com/songs/60150461.mkv
林吟蔚-凶手,http://em.21dtv.com/songs/60150460.mkv
林吟蔚-All Night,http://em.21dtv.com/songs/60150459.mkv
林可昕-大雨中,http://em.21dtv.com/songs/60150458.mkv
林可昕-别问,http://em.21dtv.com/songs/60150457.mkv
林俊杰-黑夜问白天,http://em.21dtv.com/songs/60150456.mkv
李鑫玲-刺眼逆光,http://em.21dtv.com/songs/60150455.mkv
李遇-稻田,http://em.21dtv.com/songs/60150454.mkv
李炎妍-月空城,http://em.21dtv.com/songs/60150453.mkv
李晓峰-是初恋,http://em.21dtv.com/songs/60150451.mkv
李文亮-她不喜欢你,http://em.21dtv.com/songs/60150450.mkv
李子森-还有呼吸就爱你,http://em.21dtv.com/songs/60150449.mkv
李天平-在我的天空,http://em.21dtv.com/songs/60150448.mkv
李佟-中国少年强,http://em.21dtv.com/songs/60150447.mkv
李佑晨-等待,http://em.21dtv.com/songs/60150446.mkv
权振东-穷小子,http://em.21dtv.com/songs/60150445.mkv
曲肖冰-该,http://em.21dtv.com/songs/60150444.mkv
曲肖冰-无情,http://em.21dtv.com/songs/60150443.mkv
曲肖冰-回不去了,http://em.21dtv.com/songs/60150442.mkv
排骨教主-别有天,http://em.21dtv.com/songs/60150441.mkv
慕容天宝-失去你我还能爱谁,http://em.21dtv.com/songs/60150440.mkv
彭筝-寂寞人,http://em.21dtv.com/songs/60150439.mkv
彭昱畅+孙雪宁-爱刚刚好,http://em.21dtv.com/songs/60150438.mkv
廖昌永-潇湘花月谣,http://em.21dtv.com/songs/60150437.mkv
廖昌永-多情的秋,http://em.21dtv.com/songs/60150436.mkv
廖昌永-向往,http://em.21dtv.com/songs/60150435.mkv
廖庭毅+孔雀眼-大梦初醒,http://em.21dtv.com/songs/60150434.mkv
尚芸菲-假的,http://em.21dtv.com/songs/60150433.mkv
南拳妈妈-奇迹,http://em.21dtv.com/songs/60150432.mkv
南征北战-Happy扭腰,http://em.21dtv.com/songs/60150431.mkv
力豪-来到重庆,http://em.21dtv.com/songs/60150430.mkv
刘键-盼空,http://em.21dtv.com/songs/60150429.mkv
刘珂矣-渡风,http://em.21dtv.com/songs/60150428.mkv
刘浩航-坏男人,http://em.21dtv.com/songs/60150427.mkv
刘有名-为谁在等待,http://em.21dtv.com/songs/60150426.mkv
刘晓-北京的桥,http://em.21dtv.com/songs/60150425.mkv
刘星宏-好事多磨,http://em.21dtv.com/songs/60150424.mkv
刘子聪-东方家人,http://em.21dtv.com/songs/60150422.mkv
刘增瞳-飘雪的季节,http://em.21dtv.com/songs/60150421.mkv
刘增瞳-一个人喝醉,http://em.21dtv.com/songs/60150420.mkv
冯提莫-慢慢来,http://em.21dtv.com/songs/60150419.mkv
倪尔萍-伤雨,http://em.21dtv.com/songs/60150418.mkv
你样哥-平底锅吃鸡摇,http://em.21dtv.com/songs/60150417.mkv
任然+小来哥-雀跃,http://em.21dtv.com/songs/60150416.mkv
任然-外愈,http://em.21dtv.com/songs/60150415.mkv
七朵组合-相思诀·荣耀红颜,http://em.21dtv.com/songs/60150414.mkv
BBF-裂痕,http://em.21dtv.com/songs/60150412.mkv

歌曲之九第十三段,#genre#
龚玥-东边太阳西边雨,http://em.21dtv.com/songs/60150411.mkv
