精彩漫画小说（1171个听书）推荐,#genre#
🎉玄幻爽文🤞《胎穿女帝腹中，出生即巅峰镇压万族！》EP1~677  穿越到玄幻世界，还成了一个未出生的胎儿！很快他就发现，自己这一世的老妈，居然是一尊盖世女帝！玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=Wt_Wb8OvOrI
【完结】🎉玄幻爽文🤞《灵气枯竭三百年，我靠睡觉长生无敌！》你看过灵气浓郁，万族雄起，天骄如天上繁星的鼎盛万世。但可曾经历过灵气枯竭，万法凋零，大道横死？玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=q1th1v4Wrzs
🎉玄幻爽文🤞《全球猎杀穿越者？我靠复制登顶异界！》EP1~365  秦铭穿越到一个诛杀穿越者的诡异世界。穿越者一旦被发现，必遭无穷追杀，死无葬身之地！玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=pGjAADNaz2M
🎉都市爽文🤞《网游人生：无限合成系统带我飞 》EP1~350 江白只想打金，开局却获得了无限合成系统。当别人还在辛辛苦苦的为一件垃圾白装奋斗时。江白却已经合成了传说神器都市  爽文 小說 小说,https://www.youtube.com/watch?v=AyhHp6HtUFk
🎉玄幻爽文🤞《东北天才：我奉军横扫天下》EP1~354  李彻穿越大庆王朝，成为皇帝最不受宠的皇子。太子诬陷他，皇帝冷眼旁观，堂堂皇子被逼的当众撞柱自杀！玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=OqacI84iFVA
🎉玄幻爽文🤞《赘婿觉醒：从废柴到逆天伐神》EP1~374  秦君邪以天才身份入赘苏家，不料造化弄人，让他修为全无，直到十年后一朝觉醒，踏上一条逆伐之路。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=6-iymVXZARU
🎉都市爽文🤞《驭龙师：开局SSS级天赋，召唤巨龙碾压魔神》EP1~495  70年前，游戏降临现实，为了抵抗凶兽入侵，每个人都要选择职业转职，疯狂升级，成为强者。都市  爽文 小說 小说,https://www.youtube.com/watch?v=u4Iym8UbiUk
🎉都市爽文🤞《怪物收容监狱：开局碾杀一切妖魔》EP1~417   陆鼎大一暑假，本想趁着这个时间去实习一下，顺带赚点生活费，谁知道实习的工地挖出了一颗会流血的石头。都市  爽文 小說 小说,https://www.youtube.com/watch?v=UnJLfwKnmGs
🎉都市爽文🤞《高武世界：觉醒时空圣法，碾压一切》EP1~479   高一学生将迎接自己人生最重要的转折点，异能觉醒，成功觉醒异能，至此成为人上人，翻云覆雨，只手遮天都市  爽文 小說 小说,https://www.youtube.com/watch?v=CrzSKu-AQbk
🎉都市爽文🤞《神笼游戏》EP1~578 科技璀璨的未来，强大降临，自称神明，主宰世间，一切沦为神的游戏。神来统治一切！神来创造游戏！神来制定规则！都市  爽文 小說 小说,https://www.youtube.com/watch?v=ohYWIB02a2w
🎉玄幻爽文🤞《熟练度系统：拳法大成才出新手村》EP1~153  纪一川一觉醒来穿越到了野蛮残酷的古代，成为了一名最底层的农夫。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=GNA0Ji2CsHc
🎉玄幻爽文🤞《镇路司：我是提灯人》EP1~101  罗宏作为一名胆大的法医，成功被一具没有五脏六腑的尸体吓死了。穿越到了一个诡异妖魔横行的恐怖世界，成为一名提灯人。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=hnQY47bwj_E
【完结】🎉都市爽文🤞《我扮演教父，开局收一千万保护费》书柜忽而刷新出了第一封情报，在这一封情报里，记录着关于高高在上的冰冷女总裁所有的秘密…都市  爽文 小說 小说,https://www.youtube.com/watch?v=kUAtvVH8oxo
🎉玄幻爽文🤞《我还没攻略呢，你们好感度全满了》EP1~235  穿越玄幻世界的楚歌，终于在十八年后觉醒了系统。只是系统的名字，令他稍微有些绷不住。反派写日记打卡签到系统玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=BKUe-aGuby0
🎉都市爽文🤞《神话星卡师，爱收藏不爱摊牌》EP1~86 那一年，面对异族联军，邪神使徒，无垠兽潮……一名路过的星卡师，叹气取出一打七彩卡牌摊开。都市  爽文 小說 小说,https://www.youtube.com/watch?v=WMr6M9iV3PI
🎉都市爽文🤞《快逃！死他手里会失去一切！》EP1~374 当一款神秘诡异的游戏《众生》降临，所有生灵被强制拉入游戏之中，怪物是玩家，玩家亦是怪物。都市  爽文 小說 小说,https://www.youtube.com/watch?v=hqNpFKePRlo
🎉玄幻爽文🤞《九龙吞天诀》EP1~712  三年前，林家七盏魂灯同时熄灭，震惊青石城。一个少年从龙渊中走出，他身负圣龙之体，修九龙吞天诀，强势归来，势要整个世界颤抖！玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=6MrvizgybZQ
🎉玄幻爽文🤞《杂役逆袭！我疯狂加点，一天一个新境界！》EP1~147  穿越天武大陆，觉醒废武魂，沦为宗门最底层的苦累杂役。张扬激活情绪加点系统！玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=EqgAlbOfiko
【完结】🎉都市爽文🤞《全家惨不忍睹后，你们才想起我？》前世的秦铭出生丢失，在孤儿院长大。长大后被寻回秦家，原本以为自己幸福生活即将到来的时候，秦家却没有一个人喜欢他。都市  爽文 小說 小说,https://www.youtube.com/watch?v=XnASwdMQ-ro
🎉玄幻爽文🤞《焚天炼气诀 》EP1~491  神渊秘境，亘古长存，无人知其来历，仅晓内藏无上机缘。天风皇都第一天骄林凡意外进入神渊，遭魔女强行双修数载，修为尽数榨干。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=MESXGeU1X1g
🎉玄幻爽文🤞《我一个卖茶的，会算卦很合理吧》EP1~92  一两银子一分卦。周铭的卦，只有你想不到，没有他算不到。出的起卦钱，这一方天地皆在罗盘内。飞仙路的位置。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=hCc7ONDL2FY
【完结】🎉都市爽文🤞《鉴宝神瞳：从奢侈品识别开始》父亲得了尿毒症医院催着交天价医药费，妹妹被婆家抛弃赶回了娘家，女友嫌穷跟了有钱人……都市  爽文 小說 小说,https://www.youtube.com/watch?v=TfkDNjhxI9o
🎉玄幻爽文🤞《炼气抢婚大帝，你当这里是女频？》EP1~175  陆渊穿越到玄幻世界，成为了万化魔帝独子。凭借气运系统，开局就苟在魔域，成为最年轻的魔帝。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=AEYUKfZAHfE
🎉动漫衍生🤞《海贼：摸鱼大将，开局写轮眼》EP1~83 累死的牛马沐辰穿越海贼世界开启《摸鱼系统》，只要摸鱼就能兑换写轮眼、八门遁甲、霸气、恶魔果实。爽文 小說 小说,https://www.youtube.com/watch?v=upP2ViU5xKk
【完结】🎉都市爽文🤞《冲一元送一万，黑丝校花爱意狂涌 》秦枫有钱之后，曾经的美女校花闹着要和他私奔。可可爱爱的女主播想给他生孩子。高冷御姐想当他的姐姐。都市  爽文 小說 小说,https://www.youtube.com/watch?v=l3sCgsD7PvM
🎉玄幻爽文🤞《收徒，为师真的和你天下第一好》EP1~316 穿越到修仙世界，楚星尘觉醒收徒系统，看清徒弟词条!从零开始打造最强宗门。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=64kQ2xpih_4
【完结】🎉玄幻爽文🤞《大秦：开局监国，赐死胡亥》秦枫来到大秦世界，得到了一张生命卡片。取他人性命，取其钱财！玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=auFx2YAIBjg
🎉玄幻爽文🤞《我一凡人，为啥都叫我圣地老祖？》EP1~253 我叫林凡，我现在很急，没修为，没计谋，没人脉的我忽然被当成了圣地老祖，背负人类存亡，这剧情有点不对劲吧！玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=uAP2ofmwBp8
🎉都市爽文🤞《身在怪异世界，却加载了恋爱游戏》EP1~259 时也穿越《以太之风》游戏世界，本以为靠着丰富的游戏知识可以如鱼得水，却没想开局弱到拉低广大穿越者的平均水平都市  爽文 小說 小说,https://www.youtube.com/watch?v=Np211KagVb0
🎉都市爽文🤞《抢我S天赋？我杀成军神你怕了？》EP1~234 给我一个F级天赋还把我逐出家族？那我可要开挂了！都市  爽文 小說 小说,https://www.youtube.com/watch?v=5gkZRwgtGoc
🎉都市爽文🤞《高武：穿越后舔狗变成了杀神！》EP1~206 王权穿越到了高武平行世界。原主给他的遗产很不错，是个妥妥的天才！但是，原主竟然是舔狗？都市  爽文 小說 小说,https://www.youtube.com/watch?v=YFrZH-2Vv3k
🎉玄幻爽文🤞《长得这么好看，你还想退婚？》EP1~409 上古剑神为保六道安宁，不惜与魔祖同归于尽，而后逆世重修。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=PJ4UyAGchao
🎉玄幻爽文🤞《葬仙棺》EP1~198 女大三亿，盘古是我弟。陆天命本为昆仑圣子，却被未婚妻陷害，道骨被抽，成为圣地最低级的杂役弟子，受尽唾弃。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=1hucO1PcvLE
🎉玄幻爽文🤞《叛出家族后，转身投靠魔族女帝》EP1~458 为了让家族晋升不朽世家，叶楚尘不惜与魔族女帝林书望大战，拼得筋脉尽毁，神体破碎，修为尽失。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=tMZRs3dJP-E
🎉都市爽文🤞《盗贼只能开锁？可我能无限偷技能》EP1~756 谦谦公子，温润如玉，可惜职业却是一个盗贼。而他这个盗贼与其他只会开宝箱的盗贼不同，他多了一个唯一的技能。都市  爽文 小說 小说,https://www.youtube.com/watch?v=qoawI8ps2gM
🎉玄幻爽文🤞《开局接济道兄妻妹，我在修仙界长生万古》EP1~374 许欢穿越仙侠世界，因资质平平，只能苟了十年，战战兢兢，如履薄冰。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=vmU0icyXLuE
【完结】🎉都市爽文🤞《装备无限叠加！我用新手装备斩神》所有人都嫌弃的垃圾新手装备，林炎却要加价回收，并且回收十万件！别人都以为林炎脑袋有坑，殊不知这就是他变强的方法。都市  爽文 小說 小说,https://www.youtube.com/watch?v=eRmlS9bG30g
🎉都市爽文🤞《末日星晶：我有一个契约兽军团》EP1~531 一场陨石雨降临，整个世界崩塌毁灭，大多数人变成了可怕的怪物，动物、植物不再是幸存者的资源，而是成为了猎手。都市  爽文 小說 小说,https://www.youtube.com/watch?v=dhyc5J3EKLk
【完结】🎉都市爽文🤞《高武：从踩死一只变异鸟开始无敌》这是一个灵气复苏，凶兽遍野，武道盛行的世界，世人做梦都想成为武者。都市  爽文 小說 小说,https://www.youtube.com/watch?v=rgrF1qnHgyM
🎉都市爽文🤞《相亲当天，豪门继承人拉着我领证》EP1~539 相亲当天，海彤就闪婚了陌生人。本以为婚后应该过着相敬如宾且平凡的生活没想到闪婚老公竟是个粘人的牛皮糖。都市  爽文 小說 小说,https://www.youtube.com/watch?v=U_Xq89o6HTk
🎉都市爽文🤞《系统bug：卡里只剩三十六块九》EP1~265 系统出bug了，杨智文的银行卡余额只有三十六块九！充会员十万，余额三十六块九……都市  爽文 小說 小说,https://www.youtube.com/watch?v=6jlNuHzWo3o
🎉都市爽文🤞《男主抢我未婚妻，我直接偷家》EP1~480 周云成了一本小白文里的舔狗男配！周云的人设是顶尖富二代，对未婚妻女主死心塌地，言听计从，变着花样为女主花钱。都市  爽文 小說 小说,https://www.youtube.com/watch?v=c6IOPzqSR8g
【完结】🎉玄幻爽文🤞《无敌宗主：开局魅魔弟子伤痕累累》陈叶，原本是个十分温柔的师尊，对待身边人极好，但却突然性情大变，开始四处树敌。没过多久，他便失去了一切。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=BJ7_WJZckNM
【完结】🎉都市爽文🤞《演员：不是哥们，你真当过皇帝啊》杜晨穿越平行世界，成了一个没名气的群演。费尽心力报名参加热播综艺《演员的诞生》，。都市  爽文 小說 小说,https://www.youtube.com/watch?v=dy-cQSkRxyE
🎉玄幻爽文🤞《我，血魔老祖？一拳超人！》EP1~170 现代大学生潘元穿越了，开局从天而降不小心砸死了一个老头，却被魔宗道门误当作了转世老祖。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=9QO8oXPtt1E
【完结】🎉都市爽文🤞《头七这天，校花把我召唤出来》鬼气复苏，鬼怪肆虐人间，每日都有不计其数的人死于鬼怪手中。都市  爽文 小說 小说,https://www.youtube.com/watch?v=c2VXMCCx4VA
🎉都市爽文🤞《我是刻纹师，随身带把刀很合理吧》EP1~483 几百年前，地星被宇宙深处的力量引动，灵气复苏。一切，并没有人类想象的那般美好。都市  爽文 小說 小说,https://www.youtube.com/watch?v=rO6pJ6bmLq8
🎉玄幻爽文🤞《万倍返还：徒弟筑基我直接成仙》EP1~433 钟青穿越成平江宗座下七峰之一的小峰主，本想坐吃等死，闲鱼一生，无奈激活最强羁绊系统。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=5b6B-h8vVMI
🎉玄幻爽文🤞《疯书生无敌剑》EP1~132 有一个青衣书生，成天背着一把破木剑，世人只见其疯疯癫癫，醉生梦死，殊不知，青衣书生的剑，乃世间第一流！玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=E6kPExv0M8s
🎉玄幻爽文🤞《人间武圣，绝世状元郎》EP1~133 一开始，江源只想偷偷做个武林神话。直至遇到白素贞、小青，才发现这方天地不简单。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=uv9TEoE6CqU
🎉玄幻爽文🤞《从河伯野神开始香火证道》EP1~239 张麟穿越到神佛妖鬼纵横的修真世界，并成为了一个河伯野神。野神不被天地认可，没有王朝册封，还会遭到钦天监的抹杀。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=mOlJ_FpccrA
🎉玄幻爽文🤞《被逐出宗门后，美人师尊跪求我原谅》EP1~171 浩然剑宗圣子陈玄，为救师尊与师姐们舍命镇守玉女峰，自爆九品金丹沦为废人。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=H95hRHK06F8
【完结】🎉玄幻爽文🤞《女帝还是小可怜，被我收养》千年前，她还是一个小乞丐。千年后，她却早已经成为了诸天女帝，万族共尊，天下无敌。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=T3f8EwJ1fc8
【完结】🎉都市爽文🤞《疯了！女主播当众自曝她是我舔狗》原本潇洒的公子哥陈江，家道中落，被现实粗暴对待，意外觉醒系统，自此一路狂飙突进，过上了体面的生活。都市  爽文 小說 小说,https://www.youtube.com/watch?v=xSmV4VirJDc
🎉玄幻爽文🤞《只想安静当个小地主，结果女帝送娃上门？》EP1~254 李闲加班猝死后，穿越到了大乾，继承了家中上百亩地。他只想安安静静的当个小地主。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=wejyRLCbRag
🎉都市爽文🤞《镇守边境遭诬陷，我去妖界你哭啥？》EP1~283 十年前异能觉醒，妖兽降临，世间生灵涂炭，作为唯一的S级异能者，林晟独自镇守妖族边境十余载。都市  爽文 小說 小说,https://www.youtube.com/watch?v=0dODoZ8KNZY
🎉玄幻爽文🤞《人到晚年，绝美魔女拿我当炉鼎！》EP1~210 叶不凡身穿修仙世界，成为赵国的一个小小散修，身怀下品阳灵根，直到晚年成为老登都未能筑基。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=wt2T_MO6xHQ
【完结】🎉都市爽文🤞《让你当男技师，没让你勾搭富婆！》林哲是十里八乡出了名的俊后生。人缘更是出奇的好，村长为了村里的声誉，决定把林哲赶出村子。都市  爽文 小說 小说,https://www.youtube.com/watch?v=kXzlxTJqT50
🎉都市爽文🤞《猩红纪元：让你氪命抽奖，你指定奖励？》EP1~384 猩红降临，新的纪元开启！只要击杀猩红兽就能爆出猩红转盘，消耗寿命抽取奖励。都市  爽文 小說 小说,https://www.youtube.com/watch?v=L-62viZXDVM
🎉玄幻爽文🤞《寿元能换宝？无限寿元的我无敌了》EP1~279 穿越到修仙界，陆清安每焚烧一株青草，就能增加一日寿元。他经过多年的积累，已经将寿元积累到十分恐怖的程度。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=n-sswr3TZ4g
🎉都市爽文🤞《重生双花红棍，系统让我以暴制暴》EP1~70  重生平行世界，裴寂成为青龙帮双花红棍，系统却让他以暴制暴，以其人之道，还治其人之身……都市  爽文 小說 小说,https://www.youtube.com/watch?v=RVsYlo8lk3k
【完结】🎉玄幻爽文🤞《人在修仙界，我苟成了修仙大佬 》穿越到了危险无比的修仙世界成为一个小门派的杂役弟子。韩雨本以为一辈子就这样了没有想到脑海里突然多出了个神奇的东西。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=PCBqvkr0OD8
🎉玄幻爽文🤞《神雕杨过：你又双叒叕怀孕了》EP1~254 重生杨过，弥补意难平。黄蓉：杨康之死跟黄蓉有关，为父报仇，各种报复，从原来的抗拒，到态度好转，到离开郭靖。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=ZQ_IHlxEom8
🎉玄幻爽文🤞《女帝天命所归？我带走天道你哭啥》EP1~232 李瀚宇身为国师，为凤瑞国增持国运。十年时间，呕心沥血，耗尽心力，以一人之力，消弭天灾，镇压大妖，驱逐妖族！玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=TXXk3LdI7iQ
🎉玄幻爽文🤞《天命反派：我，拒绝退婚》EP1~503 江玄穿越玄幻世界，成为长生家族的真传弟子，儿时被父母定下的娃娃亲被族内知道，认为此女配不上自己，希望能早日退婚。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=uwYDsIo771I
【完结】🎉都市爽文🤞《驭兽师最弱职业？我契约神兽白虎》穿越到游戏与现实结合的世界，为了抵御异界怪物的入侵，每个人都要进行职业觉醒，打怪变强，开荒副本！都市  爽文 小說 小说,https://www.youtube.com/watch?v=QILJhh_7LIc
【完结】🎉都市爽文🤞《救命！我的千金女友有亿点点霸道》因为抢了千金大小姐的年级第一被强吻是什么体验？当性格懒散的林信邂逅了霸道千金的宁竹雅，会产生怎样的磨蹭？都市  爽文 小說 小说,https://www.youtube.com/watch?v=BTN5j1lqK4A
【完结】🎉玄幻爽文🤞《开局沉睡十万年，苏醒后直接无敌》林潇穿越到天玄大陆后就由于太弱而被系统强制陷入沉睡，当他再苏醒后才发现时间已经过去了十万年之久，而自己突然化身大帝玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=5OqT5FBdpDY
🎉玄幻爽文🤞《穿越成反派，男主被我爆改成女生》EP1~124 穿越到一处玄幻世界当中，苏青的心里是高兴的，可是当他发现自己是反派之后，他的心里是绝望的。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=wwx5npYDCJQ
【完结】🎉火影同人🤞《火影：冒充斑，打造最强宇智波》开局灭族之夜，假冒宇智波斑，带领宇智波一族假死逃出木叶，从此开始复兴宇智波。火影忍者 爽文 小說 小说,https://www.youtube.com/watch?v=ZqSvyYoiA6A
【完结】🎉都市爽文🤞《全球通缉：疯了！你管这个叫逃亡》大财团投资，千亿美金奖励，各路精英参加！城市跑酷，高空跳伞，翼装飞行。一切……只为逃亡！都市  爽文 小說 小说,https://www.youtube.com/watch?v=d85xoVF1aWA
🎉都市爽文🤞《模拟创世：开局打造赛博坦星球》EP1~473 黄庭穿越人人都有可能成为造物主的世界。关键时刻，他激活创世模拟器，可以无限推演世界未来，更能加载超神天赋。都市  爽文 小說 小说,https://www.youtube.com/watch?v=KJP89oC4pqg
🎉都市爽文🤞《从烂仔到黑道枭雄》EP1~109 小时候我爸经常跟我说，江湖路就是一条不归路，这条路很难走，没几个人能有善终，我一直不理解这句话的意思。都市  爽文 小說 小说,https://www.youtube.com/watch?v=Dmo6RhWosFw
🎉玄幻爽文🤞《开局成为天师，岂能放任你西游？》EP1~544 穿越西游，成为唐王帐下谋士李淳风。身为一名神童道士，他深知二圣临朝之时，就是武则天抑道崇佛之日。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=UY3MoIzrcwU
🎉玄幻爽文🤞《洪荒：先天人族，修行成人道至尊》EP1~319 苏寒穿越到洪荒，成为第一批先天人族。人族虽为未来天地主角，但自身孱弱，根本无力反抗仙神。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=ilAp6xOpOOA
🎉玄幻爽文🤞《筋脉尽毁，炼化极道帝兵，吞天噬地！》EP1~249 为了让家族晋升不朽世家，叶楚尘不惜与魔族女帝林书望大战，拼得筋脉尽毁，神体破碎，修为尽失。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=JtctDGEGC3E
🎉都市爽文🤞《邪恶世家：我的家族人均活阎罗》EP1~314 秦家行为规范手册：“第一条：不能做善事，记住，这一条最重要，谁要是做善事，我亲手宰了他！”都市  爽文 小說 小说,https://www.youtube.com/watch?v=VrmgoGrvbXo
🎉玄幻爽文🤞《洪荒，妖尊娘娘是天道家的亲闺女》EP1~131 天道不仁，以万物为刍狗！洪荒大世，以天地为棋盘，以众生为棋子，圣人之下皆蝼蚁！玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=48G71y6d4t4
🎉都市爽文🤞《挖我本命蛊，她们后悔贫血失心疯》EP1~47 炼蛊魔尊——林北，重回少年时期，却惨遭全家人挖蛊！看看这些所谓的家人吧！你们挖我的蛊，我抽你们的血提升资质！都市  爽文 小說 小说,https://www.youtube.com/watch?v=qSqUtGaKTRY
【完结】🎉都市爽文🤞《召唤兽难养？他怎么全是传说级！》转职了召唤师，却被说没钱根本玩不了？注定成为最弱召唤师？叶泽觉醒天赋：每升一级获得一个金色传说级词条！都市  爽文 小說 小说,https://www.youtube.com/watch?v=VqJfupoWkHg
🎉玄幻爽文🤞《逼我剜骨断亲，我选择成为天命大反派》EP1~176 秦轩穿越了，还是穿越到这个跟他同名的倒霉蛋身上。父亲是紫阳帝国列土封疆的秦王。母亲是圣地圣女。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=a4fOxsVev-I
🎉玄幻爽文🤞《玄幻：开局一座万界当铺》EP1~68 一觉醒来，秦亦穿越到了天都界，成为了万界当铺第十任宿主。当铺之中，秦亦天下无敌。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=w68kqbQ7OmA
【完结上】🎉玄幻爽文🤞《道友：身上有灵石否？》要钱不要命的少年，闯入修炼界，搅动风云。集九鼎，抵抗异族，揭万古辛秘，成就人皇果位，打破数百万年来，无人成仙的宿命。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=ZpExhp8xgyQ
【完结】🎉玄幻爽文🤞《家族：无敌老祖你管这叫不能修炼》孟飞白穿越道玄大陆成为孟家开宗老祖。然而孟家老祖已经逝世千年，肉身都已化作枯骨。就在这时觉醒无上老祖系统。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=flRBJwngD8E
【完结】🎉玄幻爽文🤞《女尊：我真是掌门郎君》林清杉作为白玉宗前任掌门的冲喜郎君，嫁进来三天后，就成了鳏夫。接下来的五年时间内，他为宗门殚精竭虑，终于熬到了大小姐的接班。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=Z6VxCv5h17Q
🎉玄幻爽文🤞《武帝：惊天变》EP1~438 万般皆是命，半点不由人？岁数大，根骨差，就得认命，于凡尘中等死？仙人视我为牲畜，我视仙人如囚徒。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=AYYz-5e2wes
🎉玄幻爽文🤞《玄幻：长生神子，何须妹骨证道！》EP1~251 顾长歌一朝穿越中州道域，成为顾家神子，开局长辈要夺妹至尊骨，顾长歌手握系统，何须妹骨证道！玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=DuPPsWwWDls
🎉都市爽文🤞《大学军训，系统逼我摸女教官的脸》EP1~163 常霸！大一新生，军训时觉醒系统。系统第一个任务：摸女神教官的脸，向她表白！都市  爽文 小說 小说,https://www.youtube.com/watch?v=MusL9LxHFJ4
🎉玄幻爽文🤞《九龙殉国，勾栏听曲的我，是老十》EP1~209 鞑虏入侵，九龙殉国，皇朝分崩离析，帝国第一风流公子元子明正在勾栏听曲……本想一曲送葬曲，恭送大魏皇帝上路。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=Tz8vMAvcw08
🎉都市爽文🤞《全民转职：我一辅助屠个神很正常吧》EP1~206 江野穿越了。这是一个妖魔复苏，全民转职的世界。职业千奇百怪，屠龙者、诡术师、毒奶师 收尸人 清洁工等等。都市  爽文 小說 小说,https://www.youtube.com/watch?v=-lfEoS7tLis
🎉玄幻爽文🤞《开局加入魔宗，我能豁免一切代价》EP1~209 大燕王朝，穿越而来的李凡，成为清风观的一名小道童。李凡本以为就要这么平凡的生存下去。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=y2OQZYMowvw
🎉玄幻爽文🤞《败犬女帝，把头发盘起来！》EP1~187 秦牧野穿越到了万妖来朝的盛世。父亲乃雄踞一方的逐夷大元帅、安南节度使，手握重兵，灭国无数，功高震主。 玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=i_JkKcgTPXc
【完结】🎉玄幻爽文🤞《我只是个小妖精啊！》大妖。搬山填海，神力无边者。想要成为大妖，唯有三件事：杀人、夺宝、进化。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=aRktFc_Upjk
🎉玄幻爽文🤞《开局签到如来神掌》EP1~363 苏秦因毫无武道资质，只能成为少林寺藏经阁的一位扫地僧，这个时候，签到系统激活了。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=x36r9oRVXCM
【完结】🎉玄幻爽文🤞《无敌大佬要出世》路一平是个上古修士，亲眼见证了诸神大战中，无数强大的神灵殒落的情景。自此之后，他便隐居远古之森，。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=NiuPi0vKrkA
【完结】🎉都市爽文🤞《八十岁老朽，获得曹贼系统》八十岁老汉将死之时，获得曹贼系统，只要当曹贼就能加寿命，只是扫描了方圆十里地，只有一位美女总裁，拼了！！都市  爽文 小說 小说,https://www.youtube.com/watch?v=aFh_dULn6zk
🎉玄幻爽文🤞《开局混沌帝龙体，龙皇亲自下界来》EP1~100 帝凌穿越了，直接打回原型穿到了一个可以成仙成帝的超级玄幻世界。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=N33uToVauXs
【完结】🎉玄幻爽文🤞《女帝老婆飞升后，逆袭系统才来》季长活了一千年，寿元将尽，半截身子入土。而他的青梅竹马是玄音圣地老祖，青春永驻容颜绝世，即将飞升仙界。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=FVkHYFxrMKQ
🎉都市爽文🤞《断绝关系后，我的召唤兽全是黑暗生物》EP1~191 顾辰穿越到了全民转职的世界。他的父亲是圣剑战士，北境战王；他的弟弟是龙战骑士，稀有职业。都市  爽文 小說 小说,https://www.youtube.com/watch?v=h7lYZCEBzE4
🎉玄幻爽文🤞《练气抢婚元婴？你当这是女频啊！》EP1~201 顾笙歌穿越修仙大世界，身怀至宝，天生重瞳，六岁练气，百日筑基，十岁结丹，十八岁更是突破元婴。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=caivPN4IkhM
【完结】🎉都市爽文🤞《直播：我真不是道门大佬》前世身为道士的秦昊，穿越之后发现这辈子居然还是道士，开局一个破道观，生活全靠大山捡！都市  爽文 小說 小说,https://www.youtube.com/watch?v=wDboG-EOQ8E
🎉玄幻爽文🤞《开局被发配充军，从满级箭术开始》EP1~235 因遭未婚妻算计，宁川惨被发配充军。幸好激活了杀神系统，只要杀敌就能爆奖励，开局就获得了满级箭术精通。玄幻  爽文 小說 小说,https://www.youtube.com/watch?v=TGYPOGVPEOk
🎉都市爽文🤞《嘘！祂们都在打我的主意》EP1~67 被一辆泥头车创翻之后，叶良得到了一个能窥视所有人秘密的系统：【校门口早餐店老板家的包子馅用的都是坏肉，最好不要吃】都市  爽文 小說 小说,https://www.youtube.com/watch?v=t2C5Co4xw0g
