《海阔潮生》| 讲述世界级中国企业,#genre#
嫦娥三号：落月探测阶段先导星！为中国科学家带来月表与地月空间环境的一手资料！《中国探月——科普手册》EP04【CCTV纪录】,https://www.youtube.com/watch?v=u_36g90hZdI
如何应对月球超过300度的温差？玉兔一号“盖上”小被子“睡觉”！《中国探月——科普手册》 EP04【CCTV纪录】,https://www.youtube.com/watch?v=xL_m6z0wUAw
从“嫦娥一号”到“嫦娥五号” “长征”系列运载火箭战无败绩地把月球探测器送入太空 是当之无愧的最佳配角《中国探月——科普手册》 EP01【CCTV纪录】,https://www.youtube.com/watch?v=DaJehk4Ec30
中国的探月规划分为三个阶段 “探”“登”“驻” 第一阶段“探”包括“绕”“落”“回”三步《中国探月——科普手册》 EP01【CCTV纪录】,https://www.youtube.com/watch?v=6_hH0grl8JI
对于在太空中飞行的航天器来说 最怕的就是断电！“嫦娥一号”是依靠自身携带的太阳能电池帆板获得能源 《中国探月——科普手册》EP02【CCTV纪录】,https://www.youtube.com/watch?v=9RS6wE08MFY
在地月飞行过程中 “嫦娥一号”会有约10次变轨 每一次变轨都会耗费推进剂 而总重1.2吨的推进剂还要用于围绕月球旋转《中国探月——科普手册》EP02【CCTV纪录】,https://www.youtube.com/watch?v=hkI4xEhwiw0
“嫦娥三号”着陆在月球北纬44.12度 西经19.51度的预选着陆区 它即将在这里展开科学探索 这也是人类的探测器首次到达这片区域 《中国探月——科普手册》 EP04【CCTV纪录】,https://www.youtube.com/watch?v=L8ogUXKyUhI
“嫦娥三号”是落月探测阶段的先导星 如果任务进行顺利 它将实现零的突破 为中国科学家带来月表和地月空间环境的第一手资料 《中国探月——科普手册》 EP04【CCTV纪录】,https://www.youtube.com/watch?v=QjYDZmZHjYs
“嫦娥二号”卫星不负众望成功实现变轨 由100乘100公里的工作轨道 进入100乘15公里的虹湾成像轨道《中国探月——科普手册》EP03【CCTV纪录】,https://www.youtube.com/watch?v=ns2lZmiKiew
“嫦娥二号”是“嫦娥一号”的备份星 是与“嫦娥一号”同时研制的同型探测器 如果“嫦娥一号”在任务中出现问题 “嫦娥二号”将继续完成绕月探测的任务《中国探月——科普手册》EP03【CCTV纪录】,https://www.youtube.com/watch?v=20EWz9rHX2w
《逐梦》| 逐梦中国强军新征程,#genre#
《逐梦》山东舰穿越台湾海峡画面首公开！加快建设世界一流军队 为祖国繁荣昌盛保驾护航！EP01 【CCTV纪录】,https://www.youtube.com/watch?v=7ExwHilkEUo
《逐梦》外军挑衅滋扰 核潜艇部队即刻出征！铸牢强国强军梦 全军官兵紧紧凝聚在党的旗帜下！EP02【CCTV纪录】,https://www.youtube.com/watch?v=_qKkoz1Eu1Q
《逐梦》海军山东舰女兵逐梦深蓝 “杜凤瑞大队”飞行员直面强敌......来看“90后” “00后”  青年官兵群体建功立业的热血青春！EP03【CCTV纪录】,https://www.youtube.com/watch?v=LFwATr4jF9k
《逐梦》震撼！海空军自由空战对抗 非表演的真实场景展现！ 狮子搏兔 首战即决战！EP04【CCTV纪录】,https://www.youtube.com/watch?v=Oi3hhcIRUpo
《逐梦》世界各国海军面临的三大难题之一！反水雷蛙人的战场 他们如何不畏生死 深入水下排除水雷？EP05【CCTV纪录】,https://www.youtube.com/watch?v=D5R4bMjwqsw
《逐梦》杨根思连：用生命诠释战斗誓言 努力锻造新时代钢刀利刃！EP06【CCTV纪录】,https://www.youtube.com/watch?v=CmiU98ZgQ8I
《逐梦》探访中国察打一体无人机部队！自主着陆 从容稳健 在实战实训中探索无人作战样式！EP07【CCTV纪录】,https://www.youtube.com/watch?v=z8M63ESN23w
《逐梦》看中国海南舰的硬核“打开方式”！两栖攻击舰首舰加快提升战斗力 必将劈波斩浪 决胜深蓝！EP08【CCTV纪录】,https://www.youtube.com/watch?v=VGR59gx9guY
《钢铁脊梁》| 精彩看点,#genre#
辽宁鞍钢：大国重器的钢铁脊梁 钢铁力量托举起强大中国！《钢铁脊梁》EP01【CCTV纪录】,https://www.youtube.com/watch?v=TboD-lqzoDI
我国“一五”期间 重点工程中唯一的特殊钢企业 看中国北满特钢的前世今生！《钢铁脊梁》EP01【CCTV纪录】,https://www.youtube.com/watch?v=SWRPkjY1FpY
工业的“血管”：无缝钢管 掌握核心技术 中国至今仍是无缝钢管第一生产大国！《钢铁脊梁》EP01【CCTV纪录】,https://www.youtube.com/watch?v=6XjYk4Yx8XA
酒钢：挺起西北钢铁工业的脊梁 耸立在“丝绸之路”上的国企之魂！《钢铁脊梁》EP02【CCTV纪录】,https://www.youtube.com/watch?v=sPL1uoHj0jM
亿吨钢铁航母已经启航！中国宝武不仅创造了世界第一 还超越英美2020年钢产量总和！《钢铁脊梁》EP02【CCTV纪录】,https://www.youtube.com/watch?v=Cs6CV8DaB3g
年销售75万辆的奇迹！来看“国民神车”五菱宏光背后的制造故事《钢铁脊梁》EP04【CCTV纪录】,https://www.youtube.com/watch?v=V19jUe3nIQQ
被忽视的“钢中贵族”：1片合格的取向硅钢至少经过1000多个工艺节点！《钢铁脊梁》EP03【CCTV纪录】,https://www.youtube.com/watch?v=WHXj3RzCIRY
“治疗”超重载十字轴式万向连轴器 泰尔重工攻克众多“卡脖子”技术 让中国钢铁产品成为世界产品！《钢铁脊梁》EP03【CCTV纪录】,https://www.youtube.com/watch?v=D_L-q18Uah0
抢占重型H型钢制高点！中国马钢打破垄断 填补国内应用空白！《钢铁脊梁》EP03【CCTV纪录】,https://www.youtube.com/watch?v=8HoMm7altYI
揭秘高强度桥梁缆索钢的秘密！挑战2200兆帕 以钢铁之强 系千钧之重！《钢铁脊梁》EP06【CCTV纪录】,https://www.youtube.com/watch?v=XZoVk1LvOZw
从传统钢企到不锈钢产业链龙头 泰山钢铁如何做到“先人一步”？《钢铁脊梁》EP04【CCTV纪录】,https://www.youtube.com/watch?v=Clfix6tCH_A
中国家电产品钢材用量达到1400万吨！从依赖进口到自主生产  中国钢铁企业实现自给自足！《钢铁脊梁》EP04【CCTV纪录】,https://www.youtube.com/watch?v=o355nxM6OA8
被日本丰田列入管理思想！鞍钢宪法现代高效且人性化的理念 也被美国大型企业争先效仿！《钢铁脊梁》EP05【CCTV纪录】,https://www.youtube.com/watch?v=0O-ucNru1D8
隐匿于大山深处的钢厂 怎样打造隐蔽工程 让烟囱“消失” ？《钢铁脊梁》EP05【CCTV纪录】,https://www.youtube.com/watch?v=QmHLobjajNE
高精尖领域的宠儿：“手撕钢”！中国研发团队产出世界最薄0.02毫米“手撕钢”！《钢铁脊梁》EP05【CCTV纪录】,https://www.youtube.com/watch?v=HcfR04bQr98
赞！中国打破不锈钢“皇冠产品”690U型管技术垄断 全球仅三个国家掌握此技术！《钢铁脊梁》EP06【CCTV纪录】,https://www.youtube.com/watch?v=-901lnqVCZc
《从瑞金出发》| 荡漾红色记忆 传承革命精神,#genre#
《从瑞金出发》为什么这里是中央苏区？苏区精神的历史内涵是什么？解密红色政权与伟大的苏区精神！EP01【CCTV纪录】,https://www.youtube.com/watch?v=I68XUGCSxX8
《从瑞金出发》掀起轰轰烈烈的土地革命！分得土地的农民们又唱出了新民歌！EP02【CCTV纪录】,https://www.youtube.com/watch?v=gKvSdxjPH3o
《从瑞金出发》重温百年党史！红军反“围剿”跌宕起伏  胜利来之不易 EP03【CCTV纪录】,https://www.youtube.com/watch?v=0OFuT8nigeE
《从瑞金出发》三次反“围剿”的胜利换来根据地的稳定！“一苏大”的召开使这座小城迎来前所未有的繁华热闹！EP04【CCTV纪录】,https://www.youtube.com/watch?v=vWdElKQlgB8
《从瑞金出发》 苏区干部好作风 自带干粮去办公！最接地气的政府上线 苏区人民口口相传！EP05【CCTV纪录】,https://www.youtube.com/watch?v=ehvrDrlqK6E
《从瑞金出发》仅外贸出口就赚取1200万大洋！打破“短缺经济”现状  持续增加财政收入 展示中央苏区的进步成果！EP06【CCTV纪录】,https://www.youtube.com/watch?v=GiTKalaWA-s
《从瑞金出发》废旧立新 移风易俗！建立各式各样文艺团体 充分体现党的文化自信！EP07【CCTV纪录】,https://www.youtube.com/watch?v=ml99PIaiwAM
《从瑞金出发》浴血奋战 捍卫祖国人民！为中华民族铺就一条团结抗战 奔向解放的大道！EP08【CCTV纪录】,https://www.youtube.com/watch?v=M7BfNAa86BM
《从瑞金出发》高扬起长征再出发的精神风帆 苏区精神激励我们出发 再出发！EP09【CCTV纪录】,https://www.youtube.com/watch?v=KrFxEApMNd8
《下一站 火星》| 精彩看点,#genre#
火星上是否曾经存在水与生命？硬核技术加持  “天问一号”磁场探测详解！《下一站，火星》EP01【CCTV纪录】,https://www.youtube.com/watch?v=WwQDfvj6jUA
正式启程探索火星之旅！全程记录中国首次火星探测计划“天问一号”飞行历程！《下一站，火星》EP01【CCTV纪录】,https://www.youtube.com/watch?v=C92dlkDWOP0
火星捕获“千里眼”？揭开“天问一号”任务探测器神秘面纱！《下一站，火星》EP01【CCTV纪录】,https://www.youtube.com/watch?v=g4QX-T4wicE
中国人第一次拍摄到超清晰火星景象！ 图片分辨率达到0.65米 我国相机图像质量足够与美国最高分辨率相机媲美！《下一站，火星》EP02【CCTV纪录】,https://www.youtube.com/watch?v=x4yOAnmcbo0
中国火神踏上火星！我国从此成为世界“探火俱乐部”重量级成员 “祝融号”都有哪些黑科技？《下一站，火星》EP02【CCTV纪录】,https://www.youtube.com/watch?v=_KbVPHkm9fs
如何让“天问一号”着陆器在最后降落阶段变得更加灵敏从容？看中国航天人克服火星着陆难题的高光时刻！《下一站，火星》EP02【CCTV纪录】,https://www.youtube.com/watch?v=YZaWuTn5nrE
🎉八一建军节 | 致敬英勇无畏的人民军队,#genre#
《亮剑长空》第1集 三天击落26架美机 美国人惊呼中国一夜之间就成为空军强国 这支刚成立不久的空军部队是如何做到的？【CCTV纪录】,https://www.youtube.com/watch?v=7YvIISbAXYQ
潜艇“掉深”命悬一线 水兵们历经3分钟生死考验 彰显人民海军本色 《壮丽新航程》 EP01【CCTV纪录】,https://www.youtube.com/watch?v=XXsKu-yEMqs
《全球公敌》第1集 神秘危险的世界毒源地金三角 制毒、贩毒、杀人为何屡见不鲜？Enemy of the People【CCTV纪录】,https://www.youtube.com/watch?v=7kMXKDAEevY
《热的雪——伟大的抗美援朝》第一集 王牌与王牌之间的较量 究竟谁能更胜一筹？【CCTV纪录】,https://www.youtube.com/watch?v=gZ8nhegOJgc
《共和国符号》你有去北京看过升国旗吗？你知道国旗上每个五角星的寓意吗？——国旗【CCTV纪录】,https://www.youtube.com/watch?v=9jhv4CViP50
《英雄回家》一刻也不能停 一步也不能错 一天也误不起 EP01——七十年的回家路【CCTV纪录】,https://www.youtube.com/watch?v=dpQHcnJk1Qc
《津门往事》EP01 风暴降至！两千蒙古铁骑蓄势待发 战马嘶鸣杀声震天 英法步兵防不胜防——要塞危急【CCTV纪录】,https://www.youtube.com/watch?v=KLXdxgNVMD4
《隐蔽战线》第1集 让蒋介石胆寒！打入国民党要害部门的铁三角——“龙潭三杰” （上）【CCTV纪录】,https://www.youtube.com/watch?v=pkUCm5ahe9E
《山河岁月》第一集 百年风雨终将照耀历史的天空！追忆无数文人志士走向同一信仰之路的峥嵘岁月 【CCTV纪录】,https://www.youtube.com/watch?v=v1pzU7bPmjo
《隐蔽战线Ⅲ》第1集 潜伏多年成为敌特心腹 “红色特工”钱壮飞的传奇人生！【CCTV纪录】,https://www.youtube.com/watch?v=O3c1V4ok5Y0
《川西历险记》第一集 百岁老人的一生堪称传奇！在那风云动荡的年代他有哪些九死一生的往事？【CCTV纪录】,https://www.youtube.com/watch?v=d67-_jU4OKA
《绝笔》第二季 第1集 雨花台前 上海滩上 英烈之歌化作绝笔铿锵回荡：“未来的世界终归是我们的”【CCTV纪录】,https://www.youtube.com/watch?v=xVlD-2xJktc
《敢教日月换新天》第一集 100年前的中共一大是在这样的时势下召开的 看中国如何开天辟地照亮前进的康庄大道！【CCTV纪录】,https://www.youtube.com/watch?v=7AQCdVnzQ50
《绝境生死书》| 讲述人类探险史上数段波澜壮阔的探险传奇,#genre#
《绝境生死书》他1次拔掉10颗牙齿 为国赴险横穿南极 挖回珍贵“宝藏”！EP01【CCTV纪录】,https://www.youtube.com/watch?v=jiBB9mZMfrg
《绝境生死书》一位未曾登顶的“珠峰英雄”！首次以女儿的特殊视角讲述英雄父亲的感人故事 EP03【CCTV纪录】,https://www.youtube.com/watch?v=DL2ufQVZqAY
《绝境生死书》中国环球航海第一人！遇印度洋连续十二天风暴 环球航行是否就此终结？孤帆之旅将何去何从？ EP04【CCTV纪录】,https://www.youtube.com/watch?v=-wZdMi_5RlU
《定风波》| 致敬千古风流人物苏东坡,#genre#
《定风波》苏东坡的“天堂”与“人间”：以独特视角还原苏轼的“兼济天下”和诗意人生！EP01【CCTV纪录】,https://www.youtube.com/watch?v=2mEeiNN7_V4
《定风波》 原来苏轼划过的湖就叫西湖！感悟冠绝古今的杭州”市歌“ 跨越千年看苏轼与西湖的欣喜邂逅 EP02【CCTV纪录】,https://www.youtube.com/watch?v=BndQtC9SUkA
《定风波》从风波恶到定风波！看“摩羯座顶流”苏轼完成从假豁达到真豁达的超越！EP03【CCTV纪录】,https://www.youtube.com/watch?v=ZvGjU3qjkmQ
《定风波》苏东坡二度为官杭州！驻地抗洪 遏制瘟疫......全面展示苏轼亮眼的政治才干！EP04【CCTV纪录】,https://www.youtube.com/watch?v=L7jO3NtivwU
《定风波》影响苏轼一生的三位伴侣是谁？三位女性既是爱也是希望 她们共塑了苏轼的“人间四月天”！EP05【CCTV纪录】,https://www.youtube.com/watch?v=QucCCKkxUzY
《小柯骑遇》 | 中国这十年”正能量项目内容,#genre#
《小柯骑遇》骑着单车逛故宫是种什么体验？一步一景领略紫禁城新韵 感受中华文明守正与创新的奇妙“碰撞”！【CCTV纪录】,https://www.youtube.com/watch?v=gUCg0A_eNoo
《小柯骑遇》玩也是一种文化？看变形金刚收藏家与资深国漫COSER玩出中国青年新花样 做中国文化传播新使者！【CCTV纪录】,https://www.youtube.com/watch?v=ApqDoJmIx4A
《栋梁之材》| 精彩看点,#genre#
为国产大飞机插上银色翅膀！中铝人打破国外技术垄断 成功生产高性能铝合金材料《栋梁之材》EP01【CCTV纪录】,https://www.youtube.com/watch?v=fm4VUCfsH1A
“钢中之王”轴承钢：钢铁生产业中要求最严苛！解密中国制造“顶流”高端轴承钢 《栋梁之材》EP01【CCTV纪录】,https://www.youtube.com/watch?v=3XpzVkHchVg
“海陆空三栖金属”钛的诞生：访问中国钛谷 来看价格不菲的钛合金是如何炼成的！《栋梁之材》EP01【CCTV纪录】,https://www.youtube.com/watch?v=4jKOKMMjNIg
改变世界的水泥！中国首创“低热水泥”令世界难题迎刃而解 它比天然岩石更加坚不可摧！《栋梁之材》EP02【CCTV纪录】,https://www.youtube.com/watch?v=po2gJwEMwxA
刷新你对陶瓷的认识！中国烧制陶瓷弹簧将挑战25%的世界纪录！氮化硅陶瓷球能满足诸多极限性能要求《栋梁之材》EP02【CCTV纪录】,https://www.youtube.com/watch?v=jAXX7a0xV6Y
我国攻克8.5代TFT-LCD玻璃基板关键技术 实现中国高世代液晶玻璃基板0的突破!《栋梁之材》EP02【CCTV纪录】,https://www.youtube.com/watch?v=RU6szcXq5ho
细如发丝 轻如鸿毛 弹如钢铁！揭秘赫赫有名的“新材料之王”：碳纤维！《栋梁之材》EP03【CCTV纪录】,https://www.youtube.com/watch?v=VuHz_O8QEWY
0.05旦超细纤维！一场细丝的比拼席卷化纤行业 中国人再次打破自己保持的世界纪录！《栋梁之材》EP03【CCTV纪录】,https://www.youtube.com/watch?v=o7ytDv2Xs2g
世界范围内绝无仅有！中国工程师独辟蹊径 找到铝合金制备秘籍！《栋梁之材》EP04【CCTV纪录】,https://www.youtube.com/watch?v=8rlacSLWM-k
中国人在纳米世界创造又一个里程碑！超强吸附性让微球在生物制药领域里无可替代！《栋梁之材》EP04【CCTV纪录】,https://www.youtube.com/watch?v=ZeKc32eRIq4
工具钢是这样炼成的！武装“工业制造的牙齿” 不断提升刀具材料性能是制造强国始终不变的目标《栋梁之材》EP04【CCTV纪录】,https://www.youtube.com/watch?v=JydvH-hesQI
开辟煤炭清洁高效利用新途径！看中国现代煤化工 如何实现从“黑”到“白”的神奇嬗变！《栋梁之材》EP05【CCTV纪录】,https://www.youtube.com/watch?v=_moXeCgIE2g
改变世界的“新材料之王”竟是用胶带撕出来的！揭秘制备石墨烯新方法 成功实现石墨烯晶圆量产《栋梁之材》EP06【CCTV纪录】,https://www.youtube.com/watch?v=vJirHZ0e1iI
新制的高铁轴承钢的疲劳寿命高达1150小时 这个数据是当前国际高端轴承钢的2.5倍！《栋梁之材》EP01【CCTV纪录】,https://www.youtube.com/watch?v=KH7hD_qmalA
包括中国第一颗人造卫星 “神舟”系列飞船 “长征”系列火箭  新一代国产大型运输机在内的众多国之重器上的铝材都出自这里！《栋梁之材》EP01【CCTV纪录】,https://www.youtube.com/watch?v=8ZeP85Dor3k
今天 这里生产的各种尺寸的黑色陶瓷球 被广泛应用于能源化工 航空航天等领域 为我国高端装备发展提供了坚实的材料支撑  《栋梁之材》EP02【CCTV纪录】,https://www.youtube.com/watch?v=QhaE23fiX1M
中国人正在建设一座新的核电站 在这里 水泥又一次被委以重任！这种核电水泥被称作水泥皇冠上的明珠 它由中国自主研制《栋梁之材》EP02【CCTV纪录】,https://www.youtube.com/watch?v=qBkmrMAy9D8
人们常选用它代替金属 并把这种纤维的用量作为衡量一个国家航空航天装备水平的重要标志 《栋梁之材》EP03【CCTV纪录】,https://www.youtube.com/watch?v=GGXhVnOCDXU
原油携带着地球深处的能量 在指引下沿着14公里长的管道秘密转移到炼化装置中 原油将在这里华丽转身！《栋梁之材》EP03【CCTV纪录】,https://www.youtube.com/watch?v=B4Ii8tUq7TQ
这种钢材拥有极高的硬度 耐磨 耐高温 耐腐蚀性能 它更大的用途在工业刀具领域 是制作工业切削刀具的必备材料《栋梁之材》EP04【CCTV纪录】,https://www.youtube.com/watch?v=9fDNZoyxn0E
中国人不仅激活了煤炭做材料的潜能 更拓宽了人类使用材料的边界《栋梁之材》EP05【CCTV纪录】,https://www.youtube.com/watch?v=fjiA2EV5DXQ
在中国 太阳能发电方式已经多到超越想象 不仅为中国新型电力系统和新型能源体系的建设按下加速键 也必将为世界能源转型贡献中国力量《栋梁之材》EP05【CCTV纪录】,https://www.youtube.com/watch?v=2eEedpLRbhI
发端于中国的液态金属冷却技术 有能力解决高端芯片及器件面临的热胀难题 它或将成为高端计算机的标配《栋梁之材》EP06【CCTV纪录】,https://www.youtube.com/watch?v=7G10tC5K_yM
气凝胶：这个材料是目前世界上最轻 导热系数最小的固体材料！它能够承受火星环境下的极端高温《栋梁之材》EP06【CCTV纪录】,https://www.youtube.com/watch?v=d3z0DRB7R2c
核潜艇 是人类工业制造领域最尖端最复杂的装备之一 《强国基石》EP02【CCTV纪录】,https://www.youtube.com/watch?v=V2ccwh4pDmo
世界罕见的5.5米四辊双机架宽厚钢板轧机正马力全开 它顶配超过1万吨的轧制力 足足可将1100毫米厚的钢坯擀薄至440毫米《栋梁之材》EP01【CCTV纪录】,https://www.youtube.com/watch?v=U9E7xO9-yMs
这里是中国第一个大型综合铝加工企业 包括 “神舟”系列飞船 “长征”系列火箭 新一代国产大型运输机在内的众多国之重器上的铝材都出自这里《栋梁之材》EP01【CCTV纪录】,https://www.youtube.com/watch?v=QC5pdaTallg
碳纤维凭借着细如发丝 轻如鸿毛 强如钢铁的优异性能早已在工业领域站稳了脚跟 只是它还贵如黄金 制造难比芯片《栋梁之材》EP03【CCTV纪录】,https://www.youtube.com/watch?v=31g9FQgb5ZY
一个滚轴的细丝重量约5千克 展开大概可以绕地球8圈 这是化学工业创造的从油变丝的传奇《栋梁之材》EP03【CCTV纪录】,https://www.youtube.com/watch?v=0dyzqeURbdQ
全球只有三个国家有能力生产陶瓷弹簧 陶瓷弹簧的秘密在于组分与外形的精巧配置《栋梁之材》EP02【CCTV纪录】,https://www.youtube.com/watch?v=mwiw59M8BbE
这是一座能耗水平世界领先的水泥工厂 今天他们要在这里试制强度高达60兆帕的水泥熟料 挑战工厂生产的理论极限《栋梁之材》EP02【CCTV纪录】,https://www.youtube.com/watch?v=cdl87mOhnME
张豪团队利用喷射成形工艺第一次生产出直径400毫米的铝合金锭坯 打破国外技术垄断 相继用于天和核心舱 天问一号探测器《栋梁之材》EP04【CCTV纪录】,https://www.youtube.com/watch?v=LB2IoPNElKg
抗弯强度和冲击韧性试验数据表明 超硬超韧的基因已经注入钢材 这炉高速工具钢制成的新型刀具可承受超过500摄氏度的高温《栋梁之材》EP04【CCTV纪录】,https://www.youtube.com/watch?v=cQBgx-AV2Wc
被网绊住了脚的空气在气凝胶内无法流动 以致气凝胶的导热率比空气还低 它无可厚非地成为了隔热材料界的超级明星《栋梁之材》EP06【CCTV纪录】,https://www.youtube.com/watch?v=f3hOYslOPTk
这是全球唯一掌握铌钛超导材料制造全流程的团队 他们制造的产品打败了国际上的强劲对手 获准应用在全球最大的核聚变工程实验堆《栋梁之材》EP06【CCTV纪录】,https://www.youtube.com/watch?v=eaDzWfAoiJM
利用PGA可以生产许多塑料制品 阻隔性比传统塑料高10倍以上 使用后的PGA制品还可以在土壤 海水等环境中自然降解《栋梁之材》EP05【CCTV纪录】,https://www.youtube.com/watch?v=fU_nAyt_vI0
眼下炙手可热的太阳能发电新材料：钙钛矿！钙钛矿最有可能颠覆晶硅光伏材料 钙钛矿由此走红并被寄予厚望《栋梁之材》EP05【CCTV纪录】,https://www.youtube.com/watch?v=yHSDcA5lV-o
《成都大运会全球直播特别节目》| 成都成就梦想！,#genre#
《成都大运会全球直播特别节目》成都特色美食巡礼——串串 EP02【CCTV纪录】,https://www.youtube.com/watch?v=HtXLFaQh3Yk
《成都大运会全球直播特别节目》成都特色美食巡礼——蹄花 EP04【CCTV纪录】,https://www.youtube.com/watch?v=LhM_vfS0F_8
《成都大运会全球直播特别节目》成都特色美食巡礼——兔头 EP05【CCTV纪录】,https://www.youtube.com/watch?v=NNqhI-KuNxI
《成都大运会全球直播特别节目》成都特色美食巡礼——肺片 EP03【CCTV纪录】,https://www.youtube.com/watch?v=hu9PcFz7e4I
《成都大运会全球直播特别节目》成都特色美食巡礼——冰粉 EP01【CCTV纪录】,https://www.youtube.com/watch?v=yUoqFOkC-jE
《奋楫扬帆海之南》| 三个层面展现海南发展成就,#genre#
《奋楫扬帆海之南》世界最高水平的开放形态：海南自由贸易港 共享全面深化改革开放红利 欢迎全世界的投资者！EP01【CCTV纪录】,https://www.youtube.com/watch?v=cOqj2FqOUUc
《奋楫扬帆海之南》海口药谷：世界最先进的药械在此地生产！全球一流水准 自贸港速度风驰电掣！EP02【CCTV纪录】,https://www.youtube.com/watch?v=Nxv8Ey9GljY
《奋楫扬帆海之南》5年1300亿元销售额！体验丝滑高效的海南离岛免税 向世界展现一个真实自信 欣欣向荣的自贸港新形象 EP03【CCTV纪录】,https://www.youtube.com/watch?v=BH4f8yjyyos
《巧夺天工》| 精彩看点,#genre#
中国制造马来西亚“米轨列车” 时速120公里 安全运行四年 仅中国能做到！《巧夺天工》EP02【CCTV纪录】,https://www.youtube.com/watch?v=sPbo6HdfSMY
解码Pre5G成功之谜：一颗跳动的“中国芯”！8.9亿用户 299万个基站 世界最大规模的移动互联信息交互系统在中国建设完成！ 《巧夺天工》EP01【CCTV纪录】,https://www.youtube.com/watch?v=mWONQYbuANQ
《巧夺天工》| 带你领略智造中的中国智慧,#genre#
《巧夺天工》第一集 与世界共创 | CCTV纪录,https://www.youtube.com/watch?v=o5I66F7H5sU
《巧夺天工》第二集 与世界共享 | CCTV纪录,https://www.youtube.com/watch?v=oEce4KFMITI
《中国探月——科普手册》| 揭开月球神秘面纱 讲述中国探月故事,#genre#
《中国探月——科普手册》回顾中国“嫦娥”探月梦！全面展示中国探月工程的丰硕成果  EP01【CCTV纪录】,https://www.youtube.com/watch?v=LjoAODOA4Vs
《中国探月——科普手册》世界首幅！中国发布人类历史第一幅高清全月图！“嫦娥一号” 拉开我国探月工程时代序曲 EP02【CCTV纪录】,https://www.youtube.com/watch?v=0Woyh6mTAiU
《中国探月——科普手册》“嫦娥二号”新任务难度有多高？“嫦娥二号”与“嫦娥一号”奔月轨道有何不同？请查收这份登月科普！EP03【CCTV纪录】,https://www.youtube.com/watch?v=DfxhxkVm3nI
《中国探月——科普手册》 “嫦娥三号”落月成功！中国成为世界第三个独立自主实施月球软着陆国家 落月过程720秒超全解析！EP04【CCTV纪录】,https://www.youtube.com/watch?v=St1doiSVsX8
《我们的征途》| 精彩看点,#genre#
中国进入深空探测时代！嫦娥一号豪情奔赴“广寒月宫” 开启中国探月工程的辉煌历程《我们的征途》EP01【CCTV纪录】,https://www.youtube.com/watch?v=GFjTFdq_xrw
从零开始！研制中国制造月球车 看我国航天“揽月”背后的故事！《我们的征途》EP01【CCTV纪录】,https://www.youtube.com/watch?v=H6m7GSzks5M
深空探测：人类航天技术的“皇冠” 中国航天能否担此重任 走向深空？《我们的征途》EP01【CCTV纪录】,https://www.youtube.com/watch?v=OpAmDrVacUE
中国人让月球背面第一次有了信号！“鹊桥”号发射成功 “嫦娥四号”任务进入新阶段《我们的征途》EP02【CCTV纪录】,https://www.youtube.com/watch?v=ou1g_t23x-g
“幽灵”再次现身 “长征五号”复飞计划被迫延迟 中国航天团队能否度过危机？《我们的征途》EP02【CCTV纪录】,https://www.youtube.com/watch?v=YLbJGC9QnJc
火箭发射的“至暗时刻”：“长征五号”遥二火箭发射任务失利 中国航天人如何重新出发？《我们的征途》EP02【CCTV纪录】,https://www.youtube.com/watch?v=DS1_ZN8xkB0
地月往返里程80多万千米 历时20余天！从月球上取土 嫦娥五号有多能干？《我们的征途》EP03【CCTV纪录】,https://www.youtube.com/watch?v=64QYZhr9BiU
揭秘“嫦娥五号”探月之旅！中国首次地外天体采样返回之旅正式开启 《我们的征途》EP03【CCTV纪录】,https://www.youtube.com/watch?v=wiWWXJhovmo
直到今天 “嫦娥二号”还在深空中遨游！也许有一天它会再次来到地球附近 “嫦娥二号”的远行验证了中国的深空测控能力《我们的征途》EP01【CCTV纪录】,https://www.youtube.com/watch?v=iKNnqPZKxDc
肇始于1956年的中国航天事业起初一片空白 仅仅10多年后 中国就成功发射了第一颗人造地球卫星“东方红一号”《我们的征途》EP01【CCTV纪录】,https://www.youtube.com/watch?v=kvNblMHKJww
中国人走向深空的第一步即将点燃！在此之前 人类100多次月球探测活动 成功的只有一半左右 很多国家的第一次都以失败告终《我们的征途》EP01【CCTV纪录】,https://www.youtube.com/watch?v=UbBAvnEOT64
“长征五号”遥一火箭的发射过程也几经波折 但结果是圆满的 发动机的表现也堪称完美 可这一次 同样的发动机 为什么就突然出现这么大的问题呢？ 《我们的征途》EP02【CCTV纪录】,https://www.youtube.com/watch?v=WBk6aMiK99g
此时 遥二失利已经过去了整整21个月 外界的质疑 全世界的目光让研发队伍陷入崩溃的边缘《我们的征途》EP02【CCTV纪录】,https://www.youtube.com/watch?v=LNR9SmeIrtc
转机还是来了！地面试车终于复现了遥二失利的那一幕 发动机里的一个组件出现异常振动 产生了非常细小的裂纹 “幽灵”被抓住了！《我们的征途》EP02【CCTV纪录】,https://www.youtube.com/watch?v=t3cyLjM6c6E
这是一次迟到3年的行程 刚刚运抵的“嫦娥五号”探测器本该在3年前就来到文昌 完成登陆月球取回月壤样品的任务《我们的征途》EP03【CCTV纪录】,https://www.youtube.com/watch?v=mMmz9cLs8Ic
“嫦娥五号”并没有御寒的设计 对它而言 进入月夜就要面临生死考验！如果等待时间过长 月球轨道上的轨返组合体也会燃料告急《我们的征途》EP03【CCTV纪录】,https://www.youtube.com/watch?v=YSSXzQ5yCU4
