短剧预告,#genre#
Deleted video,https://www.youtube.com/watch?v=37Gj4b8JVz4
Deleted video,https://www.youtube.com/watch?v=UzsQJz9Kcns
[MULTI SUB] 「刚退婚，首长亲孙就打了结婚报告」林玉瑶被亲生女儿拔了氧气罐，最后一刻看着冷漠的丈夫在病房娶了寡妇方晴，含恨而死，没想到穿越到了正要和前世丈夫领结婚证明这天短剧 热门短剧,https://www.youtube.com/watch?v=CLf9Vy2XY78
[MULTI SUB] 「督军家的奶团子锦鲤附体了」短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=kCGRFs2KsQY
[MULTI SUB] 《超级萌宝之炮灰變身天道親閨女（81集）袁志穎＆王愷傑》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=wl9r3r0y6IQ
[MULTI SUB] 《再一次熱戀（82集）楊宇斌＆陳露茜》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=nCHECZUM8Ww
[MULTI SUB] 《小龍崽心聲被全家偷聽》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=kiZhk5S1mlA
[MULTI SUB] 《素錦流年》【80集完整版】徐波滴&杨欢（高清全集）短劇 熱門短劇 短劇推薦 愛情 都市 霸總shorts,https://www.youtube.com/watch?v=SxvTo0V1k3U
[MULTI SUB] 【1-100集完整版】全家靠我心声逆天改命,https://www.youtube.com/watch?v=TBvEo1ES4l0
[MULTI SUB] 【完整版结局】裴池是京城有名的纨绔子弟，突然一反常态的答应贵圈子弟最不屑的联姻。众人哗然，阮鸢是只母老虎。裴池喝醉了酒将她堵在墙角，怒道：我喜欢你十六年了，你是不是眼瞎看不见。,https://www.youtube.com/watch?v=_R8OUJnU9k4
[MULTI SUB] 【完整版结局】《相公战死，她养两儿一女冠绝京城》曾乙同＆潘琢玉（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shortsvideo shorts,https://www.youtube.com/watch?v=DUbHX6lDvd8
[MULTI SUB] 《七零养娃日常》王凯沐＆彩彩云（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=IyjLmhy6K4o
[MULTI SUB] 《爱意难歇》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=g_HWwkVvecw
[MULTI SUB] 《竹马影帝总想官宣》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=6do0d0t8k5E
[MULTI SUB] 《认输吧！夫人遍地皆马甲》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=siqIZs7il0U
[MULTI SUB] 《揉碎星光》申浩男&张珊（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=DBIW5lnuvF4
[MULTI SUB] 《首富大佬的小孕妻》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=yFKv5RaoYkE
[MULTI SUB] 《隐婚后我竟成了豪门萌宝的亲妈》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=dQwVFKPU5_U
[MULTI SUB] 《温柔藏不住》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=nSwVhyeuKlk
[MULTI SUB] 《情感》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=C7pgz06miEE
[MULTI SUB] 《捧在心尖的闪婚娇宠》常高明＆李丫丫（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=osx3DlitTTQ
[MULTI SUB] 《穿书勾他上位》蓝博＆彩彩云（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=n0ECyASht9c
[MULTI SUB] 《桑夫人你被套路了》兰博＆姚宇晨（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=l9xFImMa_WA
[MULTI SUB] 《薄爷他父凭子贵啦》李木扬＆赵美旋（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=P9eomqQUhR4
[MULTI SUB] 💕福宝四岁下山啦✨昆仑宗破产，柔柔无奈下山回到亲生父母家~短剧 热门短剧 短剧推荐 爱情 都市 霸总,https://www.youtube.com/watch?v=GlGXXPV-JTc
[MULTI SUB] 💕✨ 宋欣怡的老板陆珩是个恋爱脑，在一次给白月光送花的时候，意外花粉中毒死亡，但宋欣怡却意外生下了陆珩的儿子，为了帮儿子找回爹地，宋欣怡不断穿梭时空拯救恋爱脑老板。drama,https://www.youtube.com/watch?v=U_VYa0PvMy8
[MULTI SUB] 《三胞胎来袭，总裁爹地难招架》萌娃来到肖慕尘公司说自己是他孩子，原来五年前何晓撞见了男友出轨，买醉和总裁肖慕尘发生关系，离开后怀孕生下三胞胎。五年后回归~短剧 drama,https://www.youtube.com/watch?v=N3Gezo3TUoc
[MULTI SUB] 💕✨孟家大小姐孟瑶，隐居5年带儿子小宝回国，为了继承孟家财产，必须给孩子找一个父亲。母子二人恰巧碰到了总裁祁夜，闪婚后祁夜误打误撞的开始了自己的“赘婿”生活短剧 drama,https://www.youtube.com/watch?v=kz7N9CaHQxA
[MULTI SUB] 《单亲妈妈竟是霸总初恋》鹿鹿&刘述（高清全集）SSS级重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总drama shorts,https://www.youtube.com/watch?v=G_fzwt9wPj8
[MULTI SUB] 《一夜情深，四宝爹地是总裁》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总,https://www.youtube.com/watch?v=1Z2Iyd58qck
[MULTI SUB] 《天降三宝，爹地快追她才是妈咪》沈暖暖&付云霆（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=FloZ7KNVZPo
[MULTI SUB] 《苏助理只想带崽跑路》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 大陆短剧 爱情 都市 霸总神豪 shorts shortvideo,https://www.youtube.com/watch?v=4QLZK28o0bY
Deleted video,https://www.youtube.com/watch?v=lyApeiBTSSY
Deleted video,https://www.youtube.com/watch?v=xteSYKI6i68
Deleted video,https://www.youtube.com/watch?v=nAY79_umzDI
Deleted video,https://www.youtube.com/watch?v=D379Sks7PzQ
Deleted video,https://www.youtube.com/watch?v=ndK-5OafVU0
Deleted video,https://www.youtube.com/watch?v=5brDX-KQwUY
Deleted video,https://www.youtube.com/watch?v=VnJnsD4MV5k
Deleted video,https://www.youtube.com/watch?v=uLwgjIuVddU
Deleted video,https://www.youtube.com/watch?v=z53wH9XWQkY
Deleted video,https://www.youtube.com/watch?v=I0YYrTuwCIs
Deleted video,https://www.youtube.com/watch?v=6FBPCOYeC3I
最新短剧全集【霸总、爱情】,#genre#
[MULTI SUB] 「跨时空恋人你的吻救了我」（95集）张宇轩&李灼一短剧 热门短剧,https://www.youtube.com/watch?v=QgwYA_nJGX4
[MULTI SUB] 「来得及说我爱你」（70集）董玥妤&谢鸿鑫|民国乱世，军阀割据。江北地区，督军沈御山为获得绝对权力将大帅孟廷恩一家灭门。短剧 热门短剧,https://www.youtube.com/watch?v=Dp0yB0vV8tk
[MULTI SUB] 「凰权弃旧裳」（83集）|现代暴脾气女兽医穿书成古代被休弃的苏玉婉，原主辛苦供养丈夫沈序高中，却遭休妻谋害。重生后的苏玉婉不再隐忍。短剧 热门短剧,https://www.youtube.com/watch?v=WevonS5seXk
[MULTI SUB] 「这届师妹不好带」（80集）金宁|鹿呦呦因为意外，突然穿到正在看的一本后宫修真文里，为了改变未来结局，每日都在努力让自己变强，成了灵力超强的绝佳修士短剧 热门短剧,https://www.youtube.com/watch?v=biHQ2QqT5vI
[MULTI SUB] 「我在冷宫养崽崽」（92集）陈冠峄＆雷笑语|穿越几世的宁宜臻意外重生到第一世，这一世她是被打入冷宫的废后，身怀龙凤胎即将临盆。重生的她，决定在冷宫好好抚养孩子短剧 热门短剧,https://www.youtube.com/watch?v=89DBJn6SaJ0
[MULTI SUB] 「撩错人攀高门」（73集）王朝阳&桉淇|郁家破产，郁惊画为求助误入明水公馆，错撩谢家家主谢与。许思遥逼债时，谢与救下她并带回庄园。相处中，谢与被郁惊画打动短剧 热门短剧,https://www.youtube.com/watch?v=iHG3caXOlSA
[MULTI SUB] 「 换亲后我顺便换了江山很合理吧」李是侥&至春禾|吕颂梨穿成炮灰原配。被太后赐婚给早死鬼秦晟，嫁入将被流放的秦家后，她努力谋掌天下，最终与秦晟二圣临朝。短剧 热门短剧,https://www.youtube.com/watch?v=_ag6wWreMvo
[MULTI SUB] 「盛夏轻吻你」（72集）苏宇航＆苏语桐|社恐女初羽撞见男友羞辱视频后分手，与洁癖学长沈湮合租。她渴肤症复发误会沈湮是男模。两人终双向奔赴，盛夏轻吻见证圆满。短剧 热门短剧,https://www.youtube.com/watch?v=JS6e-s3i92g
[MULTI SUB] 「谋她一世诰命」（80集）冯伊洋＆杨洛仟|前世景飞鸢被赵灵杰母子害死，重生后反杀赵钱氏，获得《麒麟药典》。她揭露赵灵杰天阉真相，与骄阳郡主斗智斗勇。短剧 热门短剧,https://www.youtube.com/watch?v=XTnLNnU31J0
[MULTI SUB] 「侧妃娇软薄情太子轻点宠」（80集）廖慧敏&蒙恩|新晋女演员穿到书中成为惨死炮灰女配沈梨初，凭借记忆和智慧，攻略冷漠寡情的太子谢怀景，谢怀景逐渐沦陷。短剧 热门短剧,https://www.youtube.com/watch?v=51pWMIZQeG0
[MULTI SUB] 「夺回校花人生」（60集）李艾笑&危梓彤|陆清本是全能校花，但她没想到，自己的亲哥哥跟青梅竹马，却为了贫困生陈思思，在她身上绑定减肥系统，她越减肥陈思思就越瘦，陆清决定反击,https://www.youtube.com/watch?v=EpsOqGBmQYU
[MULTI SUB] 「问君几许」（91集）刘承林|现代医学博士姜柠穿书成为1970年代替嫁新娘，嫁给沈墨。她想离婚，但在相处中逐渐被沈墨吸引。最终，姜柠揭穿姜婷的阴谋，与沈墨喜结连理。,https://www.youtube.com/watch?v=z-EOI6sggsQ
[MULTI SUB] 「我本微末凡尘」（91集）黄浩雯&郭宇欣|十六岁的沈珠楹，对穿白衬衫的少年傅斯灼一见钟情。此后八年，她的爱意都藏在一次次错过里。直到第十一年春，傅斯灼才看到那封迟到五年的情书。,https://www.youtube.com/watch?v=Xvog7jpTRD8
[MULTI SUB] 「娇肆为饵钓你入怀」（88集）张屹杨&王煜可晴|姜郁为在宋家生存装疯卖傻，外公死后立遗嘱赠其家产反遭虐待。为复仇，她设计攀上金州太子爷贺敛；贺敛识破却甘当利刃短剧 热门短剧,https://www.youtube.com/watch?v=JCleYMIStgY
[MULTI SUB] 「周教授我们结婚吧」（82集）卡戎&龚芳妮|辛知遥意外和自己的大学教授周霁共度一夜并怀孕，正当她忐忑无助之时，周霁提出了结婚，两人开启了分房而居的隐婚生活。短剧 热门短剧,https://www.youtube.com/watch?v=BSOx_HoVj5U
[MULTI SUB] 「 急我养成过的穷鬼变储君了」（87集）陈云廷&杨馥羽|短剧 热门短剧,https://www.youtube.com/watch?v=xA5RKazV86k
[MULTI SUB] 「抽卡后气运之子都缠上来了」（75集）张静＆艾克力亚|短剧 热门短剧,https://www.youtube.com/watch?v=iegId8hsdq8
[MULTI SUB] 「应是明月归）（93集）李佑霖&金璐莹|短剧 热门短剧,https://www.youtube.com/watch?v=nRQG82NsHSE
[MULTI SUB] 「傅先生你追的有点紧哦」（95集）于伦豪＆陈思澈|短剧 热门短剧,https://www.youtube.com/watch?v=zmLAqQAeGrw
[MULTI SUB] 「替身正妻的计中计」（77集）宋彧佳&王禹翰|短剧 热门短剧,https://www.youtube.com/watch?v=Yy57QK7eYcA
[MULTI SUB] 「偏惹枭雄」（82集）李若洵＆周凌丰＆林秋奈|短剧 热门短剧,https://www.youtube.com/watch?v=-iGHV2U1eEs
[MULTI SUB] 「九十八次日落」（80集）张莉&刘辰锦|。短剧 热门短剧,https://www.youtube.com/watch?v=iMklyPU6zx8
[MULTI SUB] 「暗夜星河」张涵&张婉悦|沈星晚为完成奶奶的遗愿和傅霆夜闪婚，闪婚后发现不近女色的傅霆夜原来是个离不了老婆的忠犬，婚后沈星晚不断展现自己，两人的感情日渐深厚。短剧 热门短剧,https://www.youtube.com/watch?v=MZrGDSqNNUE
[MULTI SUB] 「司小姐的马甲又掉了」许丹|短剧 热门短剧,https://www.youtube.com/watch?v=R9FS_EFM4X8
[MULTI SUB] 「美人无心情爱少帅自我攻略」王昱凯&杨帆|短剧 热门短剧,https://www.youtube.com/watch?v=iuRTQ_NlmHg
[MULTI SUB] 「他栖春山」郑千亦&于伦豪|短剧 热门短剧,https://www.youtube.com/watch?v=crKzwfLDOSk
[MULTI SUB] 「偏妄与你」马千欢&陈思澈|为植物人姐姐复仇，调香师沈清芜伪装情人接近权贵贺妄，试探中假戏真做，联手惩治真凶，终跨越猜忌成眷属。短剧 热门短剧,https://www.youtube.com/watch?v=vVSAlCSdYV4
[MULTI SUB] 「重生后假千金无处可逃」孟佳辉&孙露鹭|短剧 热门短剧,https://www.youtube.com/watch?v=-kSZHjqjmlI
[MULTI SUB] 「训光于笼」王蔼玲&刘兰博|短剧 热门短剧,https://www.youtube.com/watch?v=8rD_KPRura4
[MULTI SUB] 「骄棠」沈国洋&丁紫含|港城世家富家女祝京棠被一夜情情人靳泊谦找上门一直讨要名分。短剧 热门短剧,https://www.youtube.com/watch?v=D7LFVRaxKj0
[MULTI SUB] 「引他入梦来」尚希醉酒误与狼人首领辜闻结合后逃离。四年后，他们的狼人孩子突发骨骼痛，被迫重逢。短剧 热门短剧吸血鬼狼人,https://www.youtube.com/watch?v=k7zoFjkDoJQ
[MULTI SUB] 「老公是哑巴，别慌我是喇叭」王浩翔＆徐波滴|桑鹿是言情小说恶毒女配，嫁哑巴封砚却嫌弃他，因嫉妒女主而坏事做尽，遭无视与耳光。觉醒后她改讨好封砚短剧 热门短剧,https://www.youtube.com/watch?v=ZARuREU0-rQ
[MULTI SUB] 「一见钟情」陈辞&崔曦允|温绪对前台周烈一见钟情，殊不知他是自己要躲的联姻对象！直到后来，周烈正要摊牌身份时却被爷爷生病的电话打断离开。两人错过，追妻火葬场短剧 热门短剧,https://www.youtube.com/watch?v=eG6rjDc-ZVE
[MULTI SUB] 「他不驯」刘宇航＆谭盐盐|影后沈漾自杀未遂穿越到成囚禁江烬的恶人。她放江烬自由，却在纠缠中渐生情愫。经历失忆、误会与阴谋，两人互揭创伤。最终江烬跨时空寻她短剧 热门短剧,https://www.youtube.com/watch?v=B4NtsUkeD20
[MULTI SUB] 「只对你装乖」钟正&杨舒予|晋城商贵圈内人尽皆知，贺京准有三宗罪—克老婆。江宝瓷拍胸脯对贺老太太说：“死有穷可怕？您放心。”贺京准冷面无情，江宝瓷笑盈盈叫老板短剧 热门短剧,https://www.youtube.com/watch?v=ox56K6gtQws
[MULTI SUB] 「引火焚身」短剧 热门短剧 爱情,https://www.youtube.com/watch?v=CWCis0rT1NM
[MULTI SUB] 「你是我的蓄谋已久」短剧 热门短剧 爱情,https://www.youtube.com/watch?v=wF8KVNvDg28
[MULTI SUB] 「婚色烟烟」许烟与秦冽因家族联姻结婚，但婚姻中误会与矛盾重重。心灰意冷的许烟提出离婚，可离婚后秦冽对许烟仍有占有欲。短剧 热门短剧,https://www.youtube.com/watch?v=H92cnLYhLyA
[MULTI SUB] 「玫瑰炙野」短剧 热门短剧,https://www.youtube.com/watch?v=OaPtXID86hs
[MULTI SUB] 「掌心沦陷」短剧 热门短剧,https://www.youtube.com/watch?v=_INXQGwR9T0
[MULTI SUB] 「故纵」许薇与白擎煜这对协议结婚的夫妻，在婚后各自放纵，却在一系列事件中逐渐发现彼此的真心。最终，两人选择了彼此，走向了幸福的结局。短剧 热门短剧,https://www.youtube.com/watch?v=sDKqHX5m-Rc
[MULTI SUB] 「风起时请吻我」京北高材生宋宜珠为调查姐姐“自杀”真相，伪装接近游艇派对上的嫌疑人。她周旋于富家公子之间，引起邵寅辞的注意。两人从互相试探到情愫短剧 热门短剧 爱情,https://www.youtube.com/watch?v=WiJ0fLV3CSg
[MULTI SUB] 「栩栩」戚栩，将前来看肾的林宥谦做了一次男科术前检查。戚栩哀求林宥谦放自己一码。被逼婚的林宥谦提出让戚栩做自己女朋友。戚栩为了毕业答应下来~短剧 热门短剧 爱情,https://www.youtube.com/watch?v=ZLEbRsvnqxk
[MULTI SUB] 「见软」阮流苏因家庭变故急需用钱。斯见微得知暗恋对象阮流苏窘境，故意发布一则招聘公告诱其上钩。阮流苏成为了斯见微的私人保姆短剧 热门短剧 短剧推荐 爱情 都市 霸总,https://www.youtube.com/watch?v=LB5e8PZJgBE
[MULTI SUB] 「蔷薇之恋」梁清妍和男友陆泽参加聚会，收到宋原野发的露骨消息。殊不知她早已落入他的圈套短剧 热门短剧 短剧推荐 爱情 都市 霸总short,https://www.youtube.com/watch?v=DBSh5K5Oa1Q
[MULTI SUB] 「临渊逐鱼」裸辞做保姆，她成上流社会香饽饽短剧 热门短剧 短剧推荐 爱情 都市 霸总short,https://www.youtube.com/watch?v=Bfw9NDMoZeI
[MULTI SUB] 「贪恋盛夏时光」桑藜高三时主动搭讪转校生陆庭赫，以为同是特招生，直到高考前看到他被劳斯莱斯接走，默默藏起表白信短剧 热门短剧 短剧推荐 爱情 都市 霸总short,https://www.youtube.com/watch?v=wiAR1XuyOyE
[MULTI SUB] 「孝子贤孙都跪下我是你们太奶奶」短剧 热门短剧 短剧推荐 爱情 都市 霸总short,https://www.youtube.com/watch?v=gy8dqJoNV2g
[MULTI SUB] 「陆总别傲了，简小姐和顾总订婚了」简瑶因未婚夫陆承泽为白月光抛下自己，心灰意冷下醉酒邂逅京圈太子顾知衍，冲动提出订婚短剧 热门短剧 短剧推荐 爱情 都市 霸总,https://www.youtube.com/watch?v=r1rDkhkhHp4
[MULTI SUB] 「让我心动的人」祝穗岁前世对丈夫陆兰序一见钟情，痴恋二十年却未得真心，重生后她決心放弃卑微的爱情~短剧 热门短剧 短剧推荐 爱情 都市 霸总short,https://www.youtube.com/watch?v=tAtEBmSjk3g
[MULTI SUB] 「笙歌」上一世，笙歌死后发现不良少年周夜竟为自己殉情，而她对他的印象，只有轻浮散漫。重活一世，笙歌主动靠近~短剧 热门短剧 短剧推荐 爱情 都市 霸总short,https://www.youtube.com/watch?v=SZu9O_wv1c4
[MULTI SUB] 「别惹他的小可怜」短剧 热门短剧 短剧推荐 爱情 都市 霸总short,https://www.youtube.com/watch?v=_4-DbJMqgDo
[MULTI SUB] 「重生后：我带儿女华丽逆转」好消息，重生了！坏消息，18岁的自己穿到儿子十七岁了！！短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=MoIQUiEIJ7c
[MULTI SUB] 「寻野&好一个乖乖女」短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=LWTWXDw-JVU
[MULTI SUB] 「暗夜微光」短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=bDiHQQcYe1Q
[MULTI SUB] 「爱如繁星」短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=hPcKPPOG_zc
[MULTI SUB] 「玻璃婚约」短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=AohoFeoGTTk
[MULTI SUB] 「亲亲就能说话＆声控男友使用手册」短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=0owOEe3rdck
[MULTI SUB] 「乔小姐的顶级白月光」在乔星叶遭受未婚夫的背叛，家人的伤害时，养大乔星叶的男人杀到港城为他做主，轰动上流社会短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=h6AEwpqj-ts
[MULTI SUB] 《云渺》千年修仙大佬云渺失忆成黄泉摆渡人，来到周家，曾是奴人的周苍山弥留相见。云渺发现孙莹背后有老太太求助，葬礼上质问孙家人。,https://www.youtube.com/watch?v=HzqmjGr7zys
[MULTI SUB] 《谢教授你太直球了》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=D3NoMQtAI2c
[MULTI SUB] 《再一次熱戀（82集）楊宇斌＆陳露茜》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=nCHECZUM8Ww
[MULTI SUB] 《真愛成癮》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=-f1EZoKeDKI
[MULTI SUB] 《重生80，我偏要嫁紈絝》（高清全集）短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=mUR3a8nlwiM
[MULTI SUB] 《六零空間：辣媳的開掛人生》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=O2odqLEkF9I
[MULTI SUB] 《第七次心跳》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=LUPtRxWsOI8
[MULTI SUB] 《被偷聽心聲後，傅先生追著我寵》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=6mvDDWnddYo
[MULTI SUB] 《盛夏滿分暗戀（83集）》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=OO8p3mNJd-Y
[MULTI SUB] 《穿到八零家属院老公又红温啦》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=AwvBS8uKHoE
[MULTI SUB] 《攻心計》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=dPx6i6QEyXM
[MULTI SUB] 《災荒年，我商場通古代救全城百姓》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=MoXBry3ni8I
[MULTI SUB] 《難哄，許枝俏談個戀愛吧（100集）》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=FiMUEdORscc
[MULTI SUB] 《容我棲在你心上（99集）》女厨神穿越到80年代嫁给军官（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=jvT00djFi2s
[MULTI SUB] 《為活命每天穿到皇帝寢宮吸龍氣》（高清全集）短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=B5cM7ji-cS4
[MULTI SUB] 《雲深情淺時》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=PaHyGl7SRKQ
[MULTI SUB] 《相愛遙遙可期》 （高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=4HOj2uYH5Ng
[MULTI SUB] 《他獨寵》為躲避姐夫騷擾，陸惜與公司總裁傅南洲閃婚。 （高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=39Q8mQM_GfY
[MULTI SUB] 《素錦流年》【80集完整版】徐波滴&杨欢（高清全集）短劇 熱門短劇 短劇推薦 愛情 都市 霸總shorts,https://www.youtube.com/watch?v=SxvTo0V1k3U
[MULTI SUB] 《晚晚辭舊歲》【78集完整版】（高清全集）短劇 熱門短劇 短劇推薦 愛情 都市 霸總shorts,https://www.youtube.com/watch?v=RqBFAduDrbQ
[MULTI SUB] 《钓系娇娇小美人在修罗场求生》一群疯批（高清全集）重磅推荐短剧  爱情 都市 霸总,https://www.youtube.com/watch?v=mQ6aYaItV8s
[MULTI SUB] 《貴妃如此多嬌》庶女宋昭清醒狠辣、不擇手段。入宮便目標明確要當皇后，憑美貌步步為營，扮豬吃老虎（高清全集）短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=4TnHs0hqjho
[MULTI SUB] 《執掌》三年裡雲卿執掌，用自己的嫁妝支撐起了搖搖欲墜的國公府。三年後手撕賤女踹渣男（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=lX5KUqiKaG8
[MULTI SUB] 《苦盡甘來遇見你》聞檀以散心的名義替閨蜜去大學代課，對地質教授明濯一見鍾情，卻不料明濯早在多年前就見過她，默默喜歡着她（高清全集）重磅推荐短剧  爱情 都市 霸总,https://www.youtube.com/watch?v=rgilisZ9GOU
[MULTI SUB] 《西門禮臣獨寵我》江晚栀與前任西門禮臣三年後重逢，西門禮臣成了江晚栀未婚夫的小叔叔。知曉江晚栀婚約後，西門禮臣瘋狂糾纏索取。（高清全集）重磅推荐短剧  爱情 都市 霸总,https://www.youtube.com/watch?v=s2VOAlAacho
[MULTI SUB] 《於春日熱戀》喬知漾為掙脫家庭操控，從港城逃至京北，慌亂間壁咚岑晝。本以為是巧合，實則岑晝蓄意接近（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总,https://www.youtube.com/watch?v=dzxoVBsOYCM
[MULTI SUB] 《夜色微光》容嫣意外與遲景淵有了交集並懷孕，兩人在公司隱藏關係，卻誤會不斷。（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=Rg4lyCZSxQ4
[MULTI SUB] 《病嬌反派又被她撩紅了耳朵》你的一切都是我的，不要對別人笑的那麼開心，不然殺了你喲。（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=yZMv1Kg0ZXk
[MULTI SUB] 《花落見流瑩》重生回到成婚前一天，我再次來過浴火重生（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=ZJqiQIfZZr0
[MULTI SUB] 《暗恋回响》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=C2T8hOb-LAA
[MULTI SUB] 《妖妃駕到》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=EBbMCyvBif8
[MULTI SUB] 《讀心術：救命！太子妃你爹太難撩》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=Tc6wQAbc_eM
[MULTI SUB] 《蜜色难抵》（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=4_uftSNnB0k
[MULTI SUB] 《绮梦归七零》（95集全）张旋&王思齐（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=TSO9VWiNrFU
[MULTI SUB] 《且把爱意寄流光》（100集）张旋&王思齐（高清全集）重磅推荐短剧 热门短剧 短剧推荐 爱情 都市 霸总shorts,https://www.youtube.com/watch?v=RmkEoVSevjI
