 金戈铁马（骑兵篇）,#genre#
诗歌爱情 7 两情若是久长时  【  20160310】超清版,https://www.youtube.com/watch?v=fMw4q_S07Zs
诗歌爱情 8 莫道不销魂  【 20160311】超清版,https://www.youtube.com/watch?v=suoq4Ped4JM
诗歌爱情 9 与伊深怜低语  【  20160312】超清版,https://www.youtube.com/watch?v=VbTjVW9fUIw
诗歌爱情 10 问世间情是何物  【 20160313】超清版,https://www.youtube.com/watch?v=EOLOiMGOYJU
 诗歌爱情（第二部） 1 君问归期未有期 李商隐夜雨寄北里所寄托的相思之苦 20190304,https://www.youtube.com/watch?v=h9q2snFBxzU
 诗歌爱情（第二部） 2 团团似明月 班婕妤一生的爱情 都写进了怨歌行 20190305,https://www.youtube.com/watch?v=6bt8UG0QSAE
 诗歌爱情（第二部） 3 东邻婵娟子 白居易的痴情绝恋 20190306,https://www.youtube.com/watch?v=XVv_UiOhpaA
 诗歌爱情（第二部） 4 卿自早醒侬自梦 带您了解纳兰性德的爱情故事 20190307,https://www.youtube.com/watch?v=oqWEoU3c42I
 诗歌爱情（第二部） 5 你侬我侬 管道昇一首我侬词就打消了丈夫纳妾的念头 20190308,https://www.youtube.com/watch?v=V8hv7LtfHTA
 诗歌爱情（第二部） 6 难得有心郎 鱼玄机对自己坎坷爱情路的总结 20190309,https://www.youtube.com/watch?v=tN_7icFo8Y4
 诗歌爱情（第二部） 7 十年生死两茫茫 苏轼与王弗一段神仙眷侣般的美满姻缘 20190310,https://www.youtube.com/watch?v=OFgj0Sui72M
 诗歌爱情（第二部） 8 清辉玉臂寒 杜甫与妻子在艰难中相互取暖 20190311,https://www.youtube.com/watch?v=cJdLQc83STA
 诗歌爱情（第二部） 9 拼得一命酬知己 董小宛的未知命运 20190312,https://www.youtube.com/watch?v=kSGMeusrHyA
 诗歌爱情（第二部） 10 谁复挑灯夜补衣 贺铸对亡妻的思念 20190313,https://www.youtube.com/watch?v=EWj432VCIgE
 清案探秘,#genre#
清案探秘（第一部） 1 顺治去哪儿了 20150118,https://www.youtube.com/watch?v=mEzIY9eR2H4
清案探秘（第一部） 2 决定康乾盛世的那一夜 20150119,https://www.youtube.com/watch?v=rzRpTq9wuIY
清案探秘（第一部） 3 乾隆长寿之谜 20150120,https://www.youtube.com/watch?v=O8tze708ir8
清案探秘（第一部） 4 英使觐见之谜 20150121,https://www.youtube.com/watch?v=BN8Flv75gUE
清案探秘（第一部）5 垂帘听政之谜 20150122,https://www.youtube.com/watch?v=p6KtZR4g_WM
清案探秘（第一部）6 光绪死亡之谜 20150123,https://www.youtube.com/watch?v=gZl8ElOxIRo
清案探秘（第一部）7 晚清太监之谜 20150124,https://www.youtube.com/watch?v=G6We9EjfMmw
清案探秘（第二部）01 吴三桂降清之谜（1080P版）20150512,https://www.youtube.com/watch?v=u4kE1fhmlXo
清案探秘（第二部）02 康熙江南科场案（1080P版）20150513,https://www.youtube.com/watch?v=abuzO20lG-o
清案探秘（第二部）03 年羹尧 隆科多案（1080P版）20150514,https://www.youtube.com/watch?v=VlkJ0F_Yj_8
清案探秘（第二部）04 甘肃通省冒赈捐监案（1080P版）20150515,https://www.youtube.com/watch?v=Dxdz4uTjQ7M
清案探秘（第二部）05 和珅倒台之谜（1080P版）20150516,https://www.youtube.com/watch?v=Mq5wbwXipw4
清案探秘（第二部）06 钦差离奇之死（1080P版）20150517,https://www.youtube.com/watch?v=phglVAex_iA
清案探秘（第二部）07 林则徐禁烟之谜（1080P版）20150518,https://www.youtube.com/watch?v=kAw65HzHxMQ
清案探秘（第二部）08 杨乃武与小白菜之谜（1080P版）20150519,https://www.youtube.com/watch?v=wjFRJE36liQ
清案探秘（第二部）09 大清世界首富的兴衰之谜（1080P版）20150520,https://www.youtube.com/watch?v=K4J-sRWkhb0
清案探秘（第二部）10 康熙闭关之谜（1080P版）20150521,https://www.youtube.com/watch?v=cBshO6leUNk
清案探秘（第二部）11 晚清地产大王的财富之谜（1080P版）20150522,https://www.youtube.com/watch?v=LFTHK1xLoYs
系列之清案探秘（第二部） | 1080P版 12 红顶商人胡雪岩的成败之谜,https://www.youtube.com/watch?v=CaVTlq4gr-k
系列之清案探秘（第二部） | 1080P版 13 一代宗师霍元甲之谜,https://www.youtube.com/watch?v=sEzPF-UQanU
系列之清案探秘（第二部） | 1080P版 14 大刀王五之谜,https://www.youtube.com/watch?v=cEngTCwrrng
 大宋词坛,#genre#
从“伶工之词”到“士大夫之词” 探秘千古词帝李煜的悲凉人生 大宋词坛1 李煜 20230813,https://www.youtube.com/watch?v=4KYXXQSN8sw
一介白衣却“专辑”畅销！“天选”音乐人柳永的词魅力究竟有多大？大宋词坛2 柳永 20230814,https://www.youtube.com/watch?v=pVPgGbu9L1A
提拔范仲淹、造就大宋“盛世之音”、又为帝王师 “文坛盟主”晏殊在创作之中有着怎样的独到之处？大宋词坛3 晏殊 20230815,https://www.youtube.com/watch?v=EIPOo4Oy6ak
金句大王、豪华朋友圈 就连欧阳修、苏轼都是他的粉丝 张先究竟有何特别之处？大宋词坛4 张先 20230816,https://www.youtube.com/watch?v=TtLPc5KRMrc
文坛领袖欧阳修为啥在北宋词坛只是个配角？由词入情 细品“醉翁之意” 大宋词坛5 欧阳修 20230817,https://www.youtube.com/watch?v=Bz61Rqki38s
苏轼发“狂”为哪般？从“寒蝉凄切”到“大江东去” 宋词究竟发生了怎样的变化呢？大宋词坛6 苏轼 20230818,https://www.youtube.com/watch?v=1y1__Hh0T7M
诗歌书法无一不精 黄庭坚因何被称为北宋词坛上的“奇葩”？大宋词坛7 黄庭坚 20230819,https://www.youtube.com/watch?v=_fAEYIOPJnk
超越苏轼 胜过柳永 “零争议”词人秦观之词究竟胜在何处？大宋词坛8 秦观 20230820,https://www.youtube.com/watch?v=5U2kvS6MRd4
明明可以拼爹 却偏要靠才华！晏殊之子晏几道 如何混成宋代贾宝玉？大宋词坛9 晏几道 20230821,https://www.youtube.com/watch?v=AMpmU3YypNc
“我很丑，可是我很温柔”！“词坛异类”贺铸经历了哪些坎坷？大宋词坛10 贺铸 20230822,https://www.youtube.com/watch?v=fbaT6sv66GI
一口气看完周邦彦！词中杜甫、宋徽宗情敌 偷听写的词却流传千古 大宋词坛 11 周邦彦 20230823,https://www.youtube.com/watch?v=7hMTfFtxqRQ
“整个宋朝欠她一个拥抱” 千古才女李清照到底有多“愁”？大宋词坛12 李清照 20230824,https://www.youtube.com/watch?v=R6T3K8MQJqo
朱敦儒：原谅我这一生不羁放荡爱自由！靖康之难对于宋词的发展造成了怎样的影响？大宋词坛13 朱敦儒 20230825,https://www.youtube.com/watch?v=Wfq_6YvZ2C4
“还记得年少时做过的梦吗？” 钢铁诗人陆游：曾想仗剑北上抗金 奈何坎坷一生终成空 大宋词坛14 陆游 20230826,https://www.youtube.com/watch?v=wXabQpY3XU8
可上马杀敌 可写词明志 解读“豪放派”词人辛弃疾的诗剑人生 大宋词坛15 辛弃疾 20230827,https://www.youtube.com/watch?v=o70FeG8U_GY
流落江湖 四处碰壁 刘过为啥拒绝偶像辛弃疾邀约？大宋词坛16 刘过 20230828,https://www.youtube.com/watch?v=BpjKupYmZkA
苦旅一生、终身不仕！那个穷得连恋爱都谈不起的姜夔为何能与辛弃疾齐名？大宋词坛17 姜夔 20230829,https://www.youtube.com/watch?v=gTQtZ86dJzA
词坛巨擘还是肤浅书生？饱受诟病的吴文英 居然在宋词三百首中排名第一 大宋词坛18 吴文英 20230830,https://www.youtube.com/watch?v=5DMkRns0VDw
“要把所有说不出来的话都唱给你听”！解读遗民词人王沂孙感时伤事的咏物词 大宋词坛19 王沂孙 20230831,https://www.youtube.com/watch?v=1_GlobuP1wQ
一口气看完蒋捷：宋末词坛最“另类”词人，文化沙龙的缺席者，三场雨道尽一生悲欢 大宋词坛20 蒋捷 20230901,https://www.youtube.com/watch?v=ERMPduEDt0s
 浮生共追忆,#genre#
如果贾宝玉和林黛玉结婚会怎样？浮生六记给出了答案 浮生共追忆1 醉袖迎风受落花 20230802,https://www.youtube.com/watch?v=Q0janbO3t_A
夫妻俩都是“有趣的灵魂”！来看沈复和陈芸如何把“苦日子”过得“美”？浮生共追忆 2 醉袖迎风受落花 20230803,https://www.youtube.com/watch?v=bM7zKs2wCVc
本是脱俗之人却难逃家庭纠纷 陈芸究竟为何两次被逐出沈家的家门？浮生共追忆 3 我为女子其命如斯 20230804,https://www.youtube.com/watch?v=jKWwr6NAy98
“晚清小红楼梦”浮生六记是怎么重见天日的？缺失的两记出现后为何却被普遍认为是伪作？浮生共追忆 4 书里书外话浮生 20230805,https://www.youtube.com/watch?v=YGNJ_TqoCzs
曾仕强教授课程大合集 | 国学大家毕生的智慧结晶全在这里了,#genre#
易经的奥秘 （一） 何为易经 | 曾仕强讲易经,https://www.youtube.com/watch?v=yh-VjluS7t4
易经的奥秘（二）何为阴阳 | 曾仕强讲易经,https://www.youtube.com/watch?v=EJbCwtevshI
易经的奥秘（三）何为太极 | 曾仕强讲易经,https://www.youtube.com/watch?v=nC3RSFSueJk
易经的奥秘（四）何为八卦 | 曾仕强讲易经,https://www.youtube.com/watch?v=ya9GI1QatEY
易经的奥秘（五）八卦成图 | 曾仕强讲易经,https://www.youtube.com/watch?v=xqjsnrzBRM0
易经的奥秘（六）易有三义 | 曾仕强讲易经,https://www.youtube.com/watch?v=T7w-NsjBohw
易经的奥秘（七）善易不卜 | 曾仕强讲易经,https://www.youtube.com/watch?v=OZUB1SYXj44
易经的奥秘（八）卦有何用 | 曾仕强讲易经,https://www.youtube.com/watch?v=vamdmNyFRzs
易经的奥秘（九）解读乾卦 | 曾仕强讲易经,https://www.youtube.com/watch?v=K2ZzimkabXk
易经的奥秘（十）解读坤卦 | 曾仕强讲易经,https://www.youtube.com/watch?v=rHSDr9BFMPQ
易经的奥秘（十一）乾坤人生 | 曾仕强讲易经,https://www.youtube.com/watch?v=ErrjMRYKMsQ
易经的奥秘（十二）破解命运 | 曾仕强讲易经,https://www.youtube.com/watch?v=k2Royl_K8Mo
易经的奥秘（十三）易经与家庭 | 曾仕强讲易经,https://www.youtube.com/watch?v=iovHhk-3IP4
易经的奥秘（十四）卦的象数理 | 曾仕强讲易经,https://www.youtube.com/watch?v=gu2VuRdOBTM
易经的奥秘（十五）超越吉凶 | 曾仕强讲易经,https://www.youtube.com/watch?v=FPGe4agklD4
胡雪岩的启示1 德行定终生 从放牛娃到晚清首富 胡雪岩是如何做到的？| 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=DswZtNJ9_q4
胡雪岩的启示2 诚信为本 幼年丧父 家境贫寒 身处逆境的胡雪岩是如何抓住翻盘机会的？| 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=I8ZrQucfyvU
胡雪岩的启示3 随机应变 传奇巨商胡雪岩的人生第一桶金 是如何挣来的？| 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=ihN81QVljN4
胡雪岩的启示4 患难见真情 萍水相逢 胡雪岩为什么要资助王有龄？| 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=dwpgUS2Sz5k
胡雪岩的启示5 福祸相依 对王有龄来说 认识胡雪岩是福还是祸呢？| 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=qGUSjeb3Quk
胡雪岩的启示6 重在朋友 杭州危难之时 胡雪岩最后到底有没有完成王有龄的重托呢？| 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=CiXX1iM1T6Q
胡雪岩的启示7 以诚取信 胡雪岩为完成王有龄遗志 冒死求见左宗棠 | 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=v4jTWibNooI
胡雪岩的启示8 大意留祸根 为早日收复杭州 胡雪岩贷款购军火 却埋下了没落祸根 | 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=L4Mcsopnf2U
胡雪岩的启示9 为富要仁 左宗棠收复杭州城 一夜暴富的胡雪岩都做了哪些事情？| 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=FLcp16tbpa4
胡雪岩的启示10 先义后利 胡雪岩如何在帮左宗棠同时 发展自己事业的呢？| 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=-lbYwpfJaOs
胡雪岩的启示11 盛名难副 为进京面见慈禧太后 胡雪岩都做了哪些准备？| 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=d5EkixHs9x0
胡雪岩的启示12 德业传百年 胡庆余堂这个百年老店 为何到今日还能做到真不二价？| 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=CAqNWzrf6G0
胡雪岩的启示13 阴沟能翻船 “倒左先倒胡” 李鸿章是如何一步步整垮胡雪岩的？| 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=7ncziALGOsM
胡雪岩的启示14 冷静收残局 倾家荡产 大难临头 胡雪岩究竟是怎样收拾残局的？| 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=0NGvEmfq4e0
胡雪岩的启示15 自作自受 从富可敌国到一贫如洗 胡雪岩的一生对我们有什么启示呢？| 曾仕强说胡雪岩 CCTV官方频道,https://www.youtube.com/watch?v=G8_LjZeUxSU
大唐群星璀璨！带你了解长安三万里中的诗人李白、杜甫、高适、王昌龄、岑参等,#genre#
感受长安三万里同款李白的万丈豪情 跨越千年与“诗仙”共鸣 诗说唐朝13 天生我材必有用 20230727,https://www.youtube.com/watch?v=i4P84w2Wwb8
李白的想象力有多绝？奇幻之作蜀道难令贺知章叹为观止 品读中华经典诗文（第二季）5 一唱三叹蜀道难20230707,https://www.youtube.com/watch?v=oINtaw7C-qM
“偶像去哪里我就去哪里”！杜甫与李白的寻仙环游记 诗说唐朝9 高山流水觅知音 20230723,https://www.youtube.com/watch?v=KxgeUaTFQQE
天命之年迎来开挂人生 功勋封侯的边塞诗人高适 其一生有多么传奇？大唐诗旅8 燕赵悲歌 20230501,https://www.youtube.com/watch?v=O4D2YguOGQQ
边塞诗人的田园山水梦在高适和岑参的诗词里有了模样 唐诗里的山水意境（第一部）15 田园山水访高岑 20230222,https://www.youtube.com/watch?v=36-9XPq7Tts
将进酒你真的读懂了吗？放荡不羁的李白 真有那么洒脱吗？品读中华经典诗文4 大唐的自信与快意 20220411,https://www.youtube.com/watch?v=IjLyI66OtJs
李白为何会对大海如此着迷？在诗词中感受“诗仙”李白的海洋气质 乘风破浪五千年12 李白一生爱大海 20221006,https://www.youtube.com/watch?v=7PVewprD5ek
李白笔下的青山绿水是什么样子的？见证了他怎样的心境与境遇呢？唐诗里的山水意境（第一部）16 一生好入名山游 20230223,https://www.youtube.com/watch?v=qiv4npbasnM
李白为什么酷爱庐山？望庐山瀑布这首千古佳作又为何会出现两种态度迥异的评价？20230315 语文课里的古诗文 4 庐山瀑布,https://www.youtube.com/watch?v=hAFeQbLzBzw
李白夜宿山寺中可触星月、直插云霄的高楼到底位于哪座山寺？20230317 语文课里的古诗文 6 独宿山寺,https://www.youtube.com/watch?v=hcEmRiYuxPY
贵妃研磨、力士脱靴 这些到底是真是假？历史上真实的李白是啥样的？大唐诗旅3 梦游天姥 20230426,https://www.youtube.com/watch?v=tdM80uzPMKk
贺知章“酒驾”、李白最狂！八大盛唐“酒中仙”你知道几个？杜甫一首诗全告诉你 诗说唐朝7 盛世长安八仙图 20230721,https://www.youtube.com/watch?v=msCwimWmagc
住漏雨草房 儿子被活活饿死 唐朝“新闻记者”杜甫有多惨？品读中华经典诗文（第二季）6 安得广厦千万间 20230708,https://www.youtube.com/watch?v=oxF_7SioEDs
究竟是单相思还是双向奔赴？揭秘傲娇李白与悲情杜甫的神仙友情 诗歌故人心（第三部）1 思君若汶水 20230621,https://www.youtube.com/watch?v=X6cEalpTskE
一封家书何以“抵万金”？杜甫春望告诉你大唐的这个春天到底有多少别离 杜甫这辈子（上部）10 西京春望 20230620,https://www.youtube.com/watch?v=6GvVphgtsis
是诗圣也是情圣 杜甫到底是怎么花式秀恩爱的？杜甫这辈子（上部）9 望月怀人 20230619,https://www.youtube.com/watch?v=hTJF9qPLI7A
十年找不到工作 科举考试场场不过 杜甫为啥还辞官？杜甫这辈子（上部）8 奉先咏怀 20230618,https://www.youtube.com/watch?v=KiIB1L_ivew
二战科举 杜甫再次落榜 揭秘历史上最荒唐的科举考试 杜甫这辈子（上部）7 野无遗贤 20230617,https://www.youtube.com/watch?v=rV00y_HepPI
年轻的杜甫有多“狂”？望岳何以一“望”成经典？杜甫这辈子（上部）5 齐鲁望岳 20230615,https://www.youtube.com/watch?v=m5f5kdaz13U
为何唐朝“流行”漫游？背包客杜甫吴越之游都收获了什么？杜甫这辈子（上部）4 漫游吴越 20230614,https://www.youtube.com/watch?v=MaqyeWQ4u_g
听演唱会 看画展 少年杜甫就是妥妥的一枚“富二代”小鲜肉  杜甫这辈子（上部）3 开元少年 20230613,https://www.youtube.com/watch?v=Ql_mDBgOC14
探秘杜甫小时候那些你不知道的事儿 七岁就写出第一首诗！杜甫这辈子（上部）2 苦乐童年 20230612,https://www.youtube.com/watch?v=HSst2GSnyQU
杜甫是如何成为“诗圣”的？他的诗到底有怎样的魅力？大唐诗旅4 成圣之路 20230427,https://www.youtube.com/watch?v=Kuq0qG6BZMA
杜甫流落成都发生了哪些事？绝句为何能流传千古？语文课里的古诗文12 两个黄鹂 20230323,https://www.youtube.com/watch?v=wTLa15jiPew
舌尖上的历史（第二部）7 杜诗里的传奇美味 随杜甫穿越古今 看“舌尖上的”诗和远方 20220123,https://www.youtube.com/watch?v=YvdjFV2ZSuE
隋唐百姓的日常生活（下部）9 身弱无忘国忧 传说杜甫是吃牛肉撑死的 揭秘杜甫的离世之谜 20211010,https://www.youtube.com/watch?v=MEzMOrQUzCE
一口气看完王维一生 佛系美男子 年少成名的他有多深情？大唐诗旅11 道中送别 20230504,https://www.youtube.com/watch?v=WWmz3ybpAdU
贵族出身、状元及第 大唐才子王维因何痴情于山水？唐诗里的山水意境（第一部）11 诗中有画画中诗 20230218,https://www.youtube.com/watch?v=tJI8NH9oARA
“诗家夫子”王昌龄因何死于非命？探秘诗词界旅游博主岑参的传奇人生 诗歌故人心（第三部）6 为君啸一曲 20230626,https://www.youtube.com/watch?v=cmWMMqUA3kc
岑参的偶像是谁？这位真正踏足西域的诗人 他笔下的边塞有多美？诗说唐朝10 汉家大将西出师 20230724,https://www.youtube.com/watch?v=8J1Etd6vNXk
跟着岑参西行出塞 浸风沙渡飞雪 感受边塞诗歌之美 大唐诗旅7 轮台之雪 20230430,https://www.youtube.com/watch?v=c7XqTGVvbug
贺知章有多“狂”？杜甫饮中八仙歌第一个描写的就是他 李白曾为他写追悼诗 语文课里的古诗文9 细叶谁裁 20230320,https://www.youtube.com/watch?v=pgtjD3UYQf8
“拾遗”究竟是否是杜甫哭来的？这个官阶并不高的职位对杜甫的人生又有何深远影响？杜甫这辈子（中部）1 白头拾遗 20240117,https://www.youtube.com/watch?v=QxqHnYBx3Vg
 诗说唐朝,#genre#
隋炀帝：不做皇帝只做诗人 也是影响唐宋诗风的一代大家 诗说唐朝1 人归落雁后 20230715,https://www.youtube.com/watch?v=UXR3Trv40r4
唐诗之祖、炒作天才！从纨绔子弟到文坛大佬 陈子昂有着怎样的人生？诗说唐朝2 念天地之悠悠 20230716,https://www.youtube.com/watch?v=BpxwtestVjQ
唐朝长安城是什么样的？跟随卢照邻畅游长安 感受这座梦中古都的奔放与豪迈 诗说唐朝3 长安大道连狭斜 20230717,https://www.youtube.com/watch?v=qYcp3-S58YA
千年前大唐上元节有多热闹？梦回大唐 感受千年前的上元盛景 诗说唐朝4 火树银花游洛阳 20230718,https://www.youtube.com/watch?v=vQ_7O4-l2eI
唐朝大明宫竟是故宫的4.5倍！千年前的繁华令你无法想象 诗说唐朝5 九天阊阖开宫殿 20230719,https://www.youtube.com/watch?v=jDACCaSo1R0
荒唐的孟浩然：一生毁在两顿饭上 一顿没了官 一顿要了命 诗说唐朝6 舌尖上的田园梦 20230720,https://www.youtube.com/watch?v=9UNDJZ5cC2o
贺知章“酒驾”、李白最狂！八大盛唐“酒中仙”你知道几个？杜甫一首诗全告诉你 诗说唐朝7 盛世长安八仙图 20230721,https://www.youtube.com/watch?v=msCwimWmagc
快来追唐代版军旅剧 看一出雪夜鏖战追亡逐北的好戏 诗说唐朝8 塞下长歌雪满弓 20230722,https://www.youtube.com/watch?v=z09STaNbLnM
“偶像去哪里我就去哪里”！杜甫与李白的寻仙环游记 诗说唐朝9 高山流水觅知音 20230723,https://www.youtube.com/watch?v=KxgeUaTFQQE
岑参的偶像是谁？这位真正踏足西域的诗人 他笔下的边塞有多美？诗说唐朝10 汉家大将西出师 20230724,https://www.youtube.com/watch?v=8J1Etd6vNXk
唐代最火热的春游“打卡地”在哪？杜甫丽人行带你领略唐朝贵族有多“壕” 诗说唐朝11 长安水边多丽人 20230725,https://www.youtube.com/watch?v=BYMg-9iZs98
三年憋出两句诗！“苦吟诗人”贾岛写诗究竟有多认真？诗说唐朝12 十年磨剑侠客行 20230726,https://www.youtube.com/watch?v=tRYtXNM0LRc
感受长安三万里同款李白的万丈豪情 跨越千年与“诗仙”共鸣 诗说唐朝13 天生我材必有用 20230727,https://www.youtube.com/watch?v=i4P84w2Wwb8
唐诗榜单Top1是哪首？穿越千年 到大唐盛世看一场风花雪月 诗说唐朝14 边关绝唱凉州词 20230728,https://www.youtube.com/watch?v=zg3ozgGQIFY
年少成名、却沦为最倒霉考生 走近天才少年李贺短暂而浓烈的一生 诗说唐朝15 快走踏清秋 20230729,https://www.youtube.com/watch?v=Q84fxPZ0F5c
一口气看完孟郊：庙堂太高、江湖太远 寒门学子到底能有多穷？诗说唐朝16 一日看尽长安花 20230730,https://www.youtube.com/watch?v=0yqTwtnSrKM
盛唐春色有多迷人？韩愈“劝游诗”成千古名篇 诗说唐朝17 天街小雨润如酥 20230731,https://www.youtube.com/watch?v=hwBnjpCE_hU
读杜牧题乌江亭 了解“西楚霸王”项羽的传奇故事 诗说唐朝18 卷土重来未可知 20230801,https://www.youtube.com/watch?v=3aafjcA4Tsg
一口气看完系列🔥 | 值得N刷的经典讲坛 超长合集看过瘾！,#genre#
从艺术青年到一国之君再到阶下囚 宋徽宗赵佶的错位人生是如何开始的？盛极一时的北宋王朝为什么会灭亡？北宋的灭亡能完全归罪于宋徽宗吗？宋徽宗之谜| CCTV官方频道,https://www.youtube.com/watch?v=QN7VcSYTczA
崇祯皇帝真的像人们说的那样是一个昏庸无能的亡国之君吗？四百年前的那段历史究竟发生了什么？了解崇祯皇帝和大明王朝最后的风雨飘摇 崇祯那些年（第二部）| CCTV官方频道,https://www.youtube.com/watch?v=AcTmLIKnZxE
信王朱由检是如何登上大明王朝的帝王宝座的？拨开历史的迷雾 重温明末乱世风云 解读崇祯皇帝悲情的一生 崇祯那些年（第一部）| CCTV官方频道,https://www.youtube.com/watch?v=APhpmKdAs4U
唐玄宗与杨贵妃的初会到底是一个浪漫故事 还是一个家族丑闻呢？穿越到繁花似锦的天宝时代 看唐玄宗与杨贵妃的悲欢离合唐玄宗与杨贵妃| CCTV官方频道,https://www.youtube.com/watch?v=rbW1PKSIHc4
多尔衮的母亲阿巴亥被逼殉葬的历史真相是什么？孝庄去世后为何拒绝与皇太极合葬？清朝妃嫔最后的归宿又在哪里？走近神秘的清代帝陵 探索传奇故事背后的宫闱秘闻揭秘清代帝陵| CCTV官方频道,https://www.youtube.com/watch?v=f284gAuops4
吴三桂降清真相是什么？李自成的大顺政权为何短命？多尔衮最终结局如何？顺治帝与董鄂妃的传奇之恋是怎么回事？揭秘清初乱世中的政权更迭与英雄崛起清初往事| CCTV官方频道,https://www.youtube.com/watch?v=PyCX99J7lb0
“治隆唐宋”是否实至名归？“远迈汉唐”究竟有何含义？从“仁宣之治”到“弘治中兴”有着怎样起伏跌宕的历史进程？方志远教授倾情讲述明朝百年传奇过往国史通鉴·明清时代（上部）| CCTV官方频道,https://www.youtube.com/watch?v=JareDvTeQXw
长孙皇后、武则天、上官婉儿、太平公主……她们有怎样的人生轨迹？她们如何丰富了大唐盛世的绚丽多彩？拨开后宫斗争层层迷雾，解读空前绝后红妆时代三八妇女节特辑·隋唐的那些女性| CCTV官方频道,https://www.youtube.com/watch?v=BAOgikdtQP8
蔡京究竟为北宋的灭亡埋下了哪些祸根？女真有着怎样鲜为人知的历史变迁？忽必烈是如何开创大元帝国的？揭秘大辽与南宋两大政权覆灭真相国史通鉴·宋元时代篇（下部）| CCTV官方频道,https://www.youtube.com/watch?v=QSaHZ_PA6BQ
从太祖建国到文天祥被俘 揭示三百年的风云变幻 深入探索宋元时代的中国历史变迁国史通鉴·宋元时代篇（上部）| CCTV官方频道,https://www.youtube.com/watch?v=5cXkSTU1iO0
宋朝究竟是一个怎样的王朝？与之并立的辽、金又有着怎样的特征？深入挖掘这个时代的历史奥秘，探寻其背后的故事国史通鉴·宋辽金元篇| CCTV官方频道,https://www.youtube.com/watch?v=0vajqOUQsS8
从开皇大业到贞观之治、从开元天宝到五代十国，探秘一位位铁血豪情的开国名将传奇人生，在一曲曲激扬奋进的历史交响中感受隋唐五代的壮丽篇章国史通鉴·隋唐五代篇| CCTV官方频道,https://www.youtube.com/watch?v=REMdN7YkWM4
揭秘两晋南北朝历史：西晋王朝为何短命？“八王之乱”背后的真相是什么？“五胡十六国”都有哪些国家？跟随方志远教授一探究竟国史通鉴·两晋南北朝篇| CCTV官方频道,https://www.youtube.com/watch?v=pSZB65IfZYs
强秦为何短命？楚汉争霸，刘邦如何逆袭成功？汉武帝后宫的悲剧是谁造成的？三分天下的局面是怎么形成的？探寻历史的脉络，解读秦汉三国的辉煌与变迁国史通鉴·秦汉三国篇| CCTV官方频道,https://www.youtube.com/watch?v=JR-E6phO6lk
齐桓公引领霸业之巅，楚庄王问鼎中原，魏国逆袭战国七雄之首......群雄逐鹿，百家争鸣，这是英雄与智者的舞台 一窥大变革时代诸侯争霸的历史奥秘国史通鉴·春秋战国篇| CCTV官方频道,https://www.youtube.com/watch?v=sJMeu05hnT8
从云南元谋到北京周口再到陕西蓝田，中国人是怎么进化的呢？上下五千年中华文明的源头又在哪里？解读华夏民族形成的深刻历史渊源国史通鉴·远古先秦篇| CCTV官方频道,https://www.youtube.com/watch?v=kC1Hy4Ul8pA
从独霸一方到吞并六国，他以完成统一大业而名垂千古 从巩固统一到加强集权，他因实施暴政而遭千古骂名 听王立群解读千古一帝秦始皇的功过是非 王立群读史记秦始皇（下部）| CCTV官方频道,https://www.youtube.com/watch?v=6ljMT1EUKDY
从养马立国到变法称王，再到一统天下，秦国是如何一步步崛起的？一口气读懂秦始皇嬴政的一生 王立群读史记秦始皇（上部）| CCTV官方频道,https://www.youtube.com/watch?v=CeIubNvCLUY
如何预防衰老 延长寿命？秋冬季节 人们可以通过哪些方法达到强健体魄的目的呢？翟双庆教授继续解读黄帝内经破解人类长寿的奥秘黄帝内经  第六部养生诊治篇,https://www.youtube.com/watch?v=CTngMiOJ7Xo
五脏调和则百病消！那么五脏该到底怎么调？解读黄帝内经中的养生智慧黄帝内经 第五部长寿篇,https://www.youtube.com/watch?v=qfPoikwQOn0
人的情绪是如何产生的？又是怎样影响身体的？从“情志致病”看黄帝内经的养生智慧黄帝内经 第四部七情篇,https://www.youtube.com/watch?v=XW0C88p-3c0
平时吃什么东西会导致湿气重？“燥”有哪些特点呢？人为什么会上火？从这部凝聚着古代先贤智慧的传世医书中，学到众多治病养生的好方法黄帝内经 第三部六气篇之湿燥火,https://www.youtube.com/watch?v=trNGpEWH4-M
