【感人亲情】,#genre#
【全集完结】《涅槃之倾世谋爱》她前世助齐王登上帝位，却被其灭门而死，重生后，才知道翎王爱慕自己已久，夫妻二人开始携手报复齐王都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=UVu1vK8ZbT0
【全集完结】《父爱开始》雨夜，收破烂的刘大国遇到小女孩，从此孤单的大国和养女相依为命都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=pwgPHugTnQ8
【全集完结】《我不是天下第一》你们问我谁才是世间最强者，那必然是楚然，风华绝代，无敌于世间都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=bpJQdPvurZQ
Deleted video,https://www.youtube.com/watch?v=i3jf2wpfrAg
【全集完结】《致命感染》跑腿专员因感染，为保护妹妹被迫加入卫戍联盟守护地球任务，到底他身上有什么样的秘密呢？都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=dDwQVMlh6JY
【全集完结】《王者归来》失踪多年的儿子终于找到了，就让他继承我的所有财产，登顶巅峰都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=uZxRnDh5Rdc
【全集完结】《老舅除三害》民国时东北奉市，神秘老舅与外甥卖鱼为生。老舅凭经验觉幕后黑手不简单。本想退隐的他决定出手与之较量都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=pACkBApw3_Q
【全集完结】《八龙天尊》一千年前，身受重伤的小伙意外被九大家族的先辈所救，小伙眼见他们都是穷苦之人，为了报恩将九条龙脉的龙首赐予这九人都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=T5H8pX57hjg
【全集完结】《凤归巢踏尽千里花红》为了维护凤朝与煌朝两国的和平，凤朝长公主一朝嫁入煌朝，与煌朝太子皇满联姻，却没想到竟发现了更惊为天人的秘密都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=V97-GsdQHDw
【全集完结】《重生影后夫人又美又飒》上一世顾柒爱梵爵爱得死去活来，却被顾家无情榨干，重生归来，她看透一切，果断要离婚都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=qjXFcQlPRys
【全集完结】《小小神厨救全村》特级厨师意外穿书，开局就遭到天灾全家逃荒，救下了身负重伤的皇子，靠着收集物资和高超的厨艺在逃荒路上征服众人都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=Sflg_SM7vAY
【全集完结】《家有萌宝之降龙九掌》她本是武学世家，却为了和渣男在一起不惜叛逆家门，生下萌宝，多年后，萌宝习成掌法归来，天下无敌都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=-_lK2oIL9GI
【全集完结】《梦回九零》亿万总裁在决定捐赠全部资产后，因愧疚选择自杀，却意外重生。他创业致富，带领村民共同富裕，赢得尊敬都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=PMR9g-PxA8k
【全集完结】《渴》龙王之女爱上农村穷小子，且看他们如何一步步解谜，问鼎巅峰都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=YLU5On_2Cww
【全集完结】《不愿再错过》他们分手四年后再次相遇，两人你来我往，都不愿意做做爱情里的输家，与对方相知相守都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=wom1IWZZSMQ
【全集完结】《神婿天尊》他是村里的守村人，在关键时刻苏醒，保护妻子，天下无双都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=XXvQP9KczSU
【全集完结】《神力萌娃助爱攻略》他救下了女总裁，命运的齿轮开始转动，神龙珠在这一刻进入了沈洛的体内，孕育出了神龙珠化身的小女孩沈小小都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=tSefZw5iQi8
【全集完结】《打工风云》曾经被很多人瞧不起的他，靠自己的双手走上世界巅峰，打脸所有人都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=hxqUhyWofVM
【全集完结】《神女降临》她意外穿越到古代神秘国度，并结识了身处绝境的少年将军。他们携手迎战，展开一段跨越时空的爱情都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=QX4vTWTRZZU
【全集完结】《山海再无相逢》相爱四十年的妻子，一直和白月光暗中来往，他气急攻心一命鸣呼再醒来时，却发现自己重生在了四十年前结婚的当天都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=TycErZbpKNI
【全集完结】《巅峰之婿》嗜血殿主vs冷面总裁，殿主觉醒，无敌于世间都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=c0Z0rn_mMV4
【全集完结】《不要相信鳄鱼的眼泪》她经过九死一生，看清了老公的虚伪面目。她千辛万苦才逃出牢笼，重获新生都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=DPTR7inOmcU
【全集完结】《刀客就在龙门客栈》龙门客栈里混迹着形形色色的江湖人士。这天，声名显赫的双刀姐妹花来到这里，她们目的是追捕臭名昭著的采花大盗都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=8WenW595oaI
【全集完结】《比武招亲》城主为审美跑偏的乐瑶郡主举办比武招亲，闺蜜凌寒、芷鸢为了保护乐瑶并且帮她找到真命天子暗中调查各路选手都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=JfK7WwSSxxU
【全集完结】《绝世神尊》工地机械损坏，老板发出重金悬赏，小伙为了家中孩子九死一生后终于修好机器，却不料被戏耍都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=SYR2lovA42M
【全集完结】《向善之人有福报》流落街头的他偶遇首富沈家走失的幼女，他不犹豫地伸出援手，将其视为己出，悉心照料。一家人终于摒弃前嫌，共享天伦之乐都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=eXWi3VGsMlM
【全集完结】《他似晚风入梦》她死掉的那天，碰巧赶上裴云霄和孟清然结婚。她本是首富千金，却识人不清，父亲过世后，将公司给裴云霄都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=-4RlPH4jv30
【全集完结】《小院时光》村花与民宿一哥因一场游戏相识，从共同兴趣爱好到彼此扶持，一起携手度过余生都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=4LBCqPLsA7g
【全集完结】《三毛西瓜钱》他为村子付出颇多，却毫无功劳还被赶出村，转头去到另一个村子发家致富，后悔也没用了都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=q4OARsE7bKk
【全集完结】《历尽磨难的爱千疮百孔》曾经相爱的两人再次见面时，身份却截然不同了，爱又该何去何从都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=ZKIdVVO46_U
【全集完结】《重生后一路逆袭》上一世，他不学无术，他郁郁而终，重活一回他发誓救女儿并挽回妻子的心。都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=0yM89gA3dcg
【全集完结】《错嫁之未婚夫变路人》她为报答救命之恩，选择嫁给总裁。她真正的救命恩人却是白月光。她该作何选择都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=0z8P-okFTiM
【全集完结】《夜月花朝》重生归来的男人，不仅轻松拿捏两人，还俘获了千金小姐的芳心都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=Ykqu6AwPW-k
【全集完结】《学霸妹妹不好惹》18岁时她终于被接到了蒋家，蒋天安排她和养女一起在贵族高中读书，养女对她满怀恶意都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=AF8fOihP5W0
Deleted video,https://www.youtube.com/watch?v=rYJCAPRU5NQ
【全集完结】《我靠仙器纵横都市》仙帝为了再见到自己的爱人，费尽力气回到千年前，财力雄厚的楚傲天和他开启一场赌约都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=c2YzdTaH9og
【全集完结】《妈妈没人比我更爱你》妈妈起早贪黑，做牛做马，爸爸却在外面有了别的女人......都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=RapgZ7Hdj28
【全集完结】《星光歌王涅槃重生》我才是蒙面歌神，你的一切都是我给的，再次重生，我要你身败名裂都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=DEHA0uFf83I
【全集完结】《我的超能力特埋汰》所有人都觉得我的超能力特别拉胯，那是你们不懂它的威力！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=AtqQ79_Yh10
【全集完结】《泡沫之绊》她是个不折不扣的女强人，管理着价值万亿的公司，由于忽视家庭，就连自己的老公林文轩在子公司包养女秘书，开后宫都不知道都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=o0WRpOH2OyY
【全集完结】《逆局医神》小伙靠系统成为神医后救治了三千人，幸好美女总裁良心未泯救他出狱，从此他开始浪迹都市都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=hrOAAEk3V1s
【全集完结】《霍爷每天在线养崽》她是唐家真千金的替代品，找到真千金的那一天，唐妍就被养父母强迫嫁给瘸腿，霍家老夫人强势抢孙媳妇都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=L4EIv4kuW-o
【全集完结】《你惹她干嘛》我好心求父母收养了他，还把宝贵医术传给他！但他忘恩负义！我意外觉醒黄金瞳，势必要拿回属于我的一切都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=WaBQWp8pECg
【全集完结】《冬雨又逢春》她在丈夫意外去世后，被他的母亲接回家中，并与他的弟弟之间发生了一系列情感纠葛都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=dN7IjzcWdx8
【全集完结】《告白消散》订婚之日他接到白月光的电话，毅然取消订婚，许星染在绝望中决定分手，和竹马沈淮川结婚都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=Yp0mUCE4k24
【全集完结】《今夜神明降临》他久经沙场，但被叛徒陷害，惨遭杀害成了不死不灭之身，胸口永远插着那把剑。只有凌瑶公主的转世才能看见这把剑，拔出剑他才能解脱都市男频玄幻短剧热血高清神云爽剧,https://www.youtube.com/watch?v=BZQdQxIzoS8
【全集完结】《明月再无归处》成婚三年，侯夫人意外发现宠她入骨的侯爷私下暗里养了外室。心灰意冷下，侯夫人决定成全这对佳人，黄泉碧落，不复相见都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=7vpN8q2sOsQ
【全集完结】《谁用相思酿苦酒》二十年前，她和丈夫带着和合酒夺冠后，遭遇意外失踪失忆，幸好在不久之后的一次宴会上，恢复了记忆，真相大白都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=jnbTFNyZwII
【全集完结】《双生错爱》他们本应该是彼此最亲密的人，却因为这一场意外从此再无交界线都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=lNTJ9tswWKI
【全集完结】《璀璨审判》她们同时在同一家医院生下孩子，她将两个掉包，还发誓不让她好过都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=NO7eqBqxca0
【全集完结】《天降锦鲤救全家》她被师傅领养带到山上，几年下来学会了各种法术和本领，并且力大无穷，食量惊人都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=OemQG6KkhxM
【全集完结】《恩师如父》他大学毕业后，与同窗赴乡村支教，面对80年代教育困境，同学纷纷离去，他选择坚守，培养众多学子走出大山都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=7txY-CadacE
【全集完结】《寒山仙尊》他穿越到了古代一处客栈的浴池中，慌忙逃出后，挺身而出救下美女，并对她一见钟情。发现了新的商机，成为首富‌，获得美人芳心都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=gPt0Yj8Gkrc
【全集完结】《再次告白》美艳活泼小网红因家中着火，对前来救援的消防员队长一见钟情，随即制定了一个“攻陷沈知南计划”都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=80GAQVYbMW4
【全集完结】《野火灼情》新人导演遭男友背叛，受此打击后决心重新开始，主动接触他人。但因涉世未深，她在感情里撩错人都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=Y_1BWQuYT8E
【全集完结】《婚姻四十年梦终散》她弥留之际，女儿几番拨打父子俩的电话皆未打通，许月娥抱憾而终都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=peEG7xibO0I
【全集完结】《完蛋霍少又把夫人弄丢了》他们因为婚约闪婚，可两人并不相识，匆匆一夜后姜颂怀孕，生下孩子霍桉后姜颂要出国离开六年都没回来都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=-OZ5VsnwlD8
【全集完结】《龙殿尊主威震天下》他曾在龙殿历经重重阻碍后成为殿主，后在工地上干活时，被前来的人告知要与大夏第一女战神履行婚约都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=BiYz2TS-fJk
【全集完结】《十二次亲密接触》单身的夏天得到神奇巧克力，吃后开启系列爱情奇遇，却总错过良缘。最后一颗巧克力招来初恋高捷，可他重病在身都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=1Ybj1lppUws
【全集完结】《偷偷打工我是认真的》他没有显赫的背景或特别的身份，他只是千千万万打工族中的一员。在打工过程中，他经历了各种情感变化都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=IQcEGFbXhto
【全集完结】《谢先生拼个婚》前世，她误以为姜与晖是自己的救命恩人，却最终被他所害，重生后，她果断给上辈子的联姻对象打电话：谢先生，我们拼个婚都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=PXr6kYyYdGo
【全集完结】《除夕夜人不归》他在暴雪中车祸被陆硕所救，陆硕死去。林逸向妻子赵南一求助，却遭冷漠拒绝，最终赵南一主动提出离婚，并送给林逸一份大礼都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=hNy-XES_bC4
【全集完结】《情深必悔》他们本是恩爱眷侣，却因意外，夫妻感情关系破裂，多年过后，秦轩出狱，两人的恩怨再次燃起，而这是一场误会都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=vD8KbYh9wYE
【全集完结】《男闺蜜》他得知自己一直被老婆和男闺蜜背叛，孩子不是他的，他老婆就只是为封家财产而来，他计划和报复，现在开始收网都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=k8X60rDwIQo
【全集完结】《正义来临》农民工下班回家路上在路边救了一个女孩，由于手机没电，女孩情况紧急，只能先将女孩送到医院抢救，却被诬陷都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=DPMechTUicY
【全集完结】《他从废墟中走来》特战部队秦氏继承人在最后一次执行任务中遭遇飞机失事，被战地医生江夏救下都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=qf1ae-z7V9A
【全集完结】《月照黎明》她满怀期待回国赴闺蜜10年之约，没想到亲眼目睹闺蜜跳楼，她决心潜入明辉集团调査真相都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=RzFYRSadu9E
【全集完结】《今夜之遥不可及的爱人》她救豪门少爷，他留玉佩当迎娶信物，却被闺蜜夺走冒名入冷家都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=-lcShPLK2Qg
【全集完结】《千金为婢三年后整个侯府求我原谅》三年后她强势回归，整个侯府都仰望都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=EouDturJLDY
【全集完结】《金言玉谎》三年前，她亲眼目睹爸爸死亡， 三年后，她与首富傅家订婚，顶替秦水茵的身份，嫁入傅家，用秦家大小姐的身份，让秦家血债血偿都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=SgraHaZJiWk
【全集完结】《萧先生不好了神医竟是少夫人》她因吃不起饭下山嫁给体弱多病的萧氏集团总裁，谁知三年后成为她的病患都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=N8u18X8ZyuM
【全集完结】《万里高空梦与你》在那充满青春活力与梦想的学生时期，她却遭遇不幸。但他如同一道闪耀的光芒挺身而出都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=ww65NyS2iu4
【全集完结】《请守护我吧夏先生》回头看，爱你的人永远会为你守候都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=sz-P3Uw5nWQ
Deleted video,https://www.youtube.com/watch?v=uDEFQ8EYmm8
【全集完结】《断绝关系后她们后悔哭惨了》他重生后经历诸多波折，凭借前世信息获利创业，在事业上升期与家庭果断断亲都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=HTpUAS1sA2s
【全集完结】《得意相负失意悔》她去找渣男对质时，却得知自己是祥恒集团唯一继承人，心碎撕毁文件并亮明身份，却遭嘲讽都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=aFVFE_Uv3bM
【全集完结】《愿得安宁司南情》只愿得一人心，白首不相离都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=YCZapFwmla4
【全集完结】《温情医馆》小伙的逆袭人生，身边美女环绕，美哉都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=W9QMu_vR9d8
【全集完结】《美梦终成空》上一世，母亲阻止了儿子和假首富千金结婚，导致儿子怀恨在心，这一世，母亲重生后，她决定不再像上一世那样阻止儿子都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=8QzL5hS__XQ
【全集完结】《财阀老公是我的》落魄干金被众人拉踩，为了代表林氏谈判生意，她随手包养了一个帅哥假装财阀老公，只是他怎么越装越真了，财阀是真的都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=YORwShenuL8
【全集完结】《裴总夫人又被你开除了》她本是黎氏集团的大小姐，却总想着自力更生，于是她应聘到了他的公司当行政都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=8-icG9XgAcE
【全集完结】《新：逆风翻盘》这一次我凭借着上一世的记忆成功翻盘，逆袭人生，登顶巅峰都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=YR4GF3xo_k4
【全集完结】《团宠妈咪带娃寻爹》她被师门丢下山，没收财产禁止师兄姐们接济且又被亲妈逼婚，只能带儿子流浪，去找孩子父亲要抚养费，结果被认成乞丐都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=pzDiZ-PbtWA
【全集完结】《缘来就是你》舞会上奇葩男频现，直至黎氏总裁登场，他因儿子多年前走失，隐瞒身份寻子，遭女嘉宾抨击，唯有她不嫌都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=c654vN3yX8Y
【全集完结】《龙尊君主》他表面是出租车司机，实际是龙门君主，为报答妻子的救命之恩，暗中将她提携为女将军都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=oJX_GofcDyQ
【全集完结】《无你不欢》秦桑在酒吧与盛煜重逢。此时的盛煜已是权贵圈的巅峰人物。盛煜误以为秦桑是陪酒女，生气将秦桑带回家中，两人发生关系都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=1yJeXCaCsSk
【全集完结】《无证婚姻》做夫妻四十年，她唯一的心愿就是和他领证。然而这个小小的要求却无数次被拒绝都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=3n6KdllgcCA
Deleted video,https://www.youtube.com/watch?v=gJ_0mVVO_8U
Deleted video,https://www.youtube.com/watch?v=bbK1j4Ti0TA
【全集完结】《心火燎原》她遭继妹算计与总裁春宵一夜，未婚产龙凤胎，孩子被抱走一个还扣上不忠贞罪名。数年后，她带娃回国，开启虐渣、打脸、夺家业都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=Gnm3ZaQ0CFY
【全集完结】《山河图卷》他穿越到了过去，成为了苟十三，他决心帮助苟十三改变命运，也要让过去的原主不再面临悲剧的人生都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=Lxx2mLODEuU
【全集完结】《神王逆天》红袍集团大总裁与傻子的较量，且看谁能笑到最后都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=dQW-R5JBt6o
【全集完结】《老公得了脑癌错把我认成白月光》结婚五年，相敬如宾，不料他却意外出现记忆错乱，岂料在照顾老公的过程中，他竟误把她当成白月光都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=KdtUDob20Tk
【全集完结】《夫人她不走寻常路》她是古代女尊国大夏的“妻主大人”，率兵一统疆土春风得意之际，却被“奴夫”暗算而死，意外穿越到现代都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=iu0vo8XKcrg
【全集完结】《偏偏他在等》她偶然间遇到了谈则序，仅仅是那一眼，便对他一见钟情都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=XoArgJTNE3I
【全集完结】《本宫太受欢迎了怎么办》她长大后，她因心脏病不能工作，只能靠捡垃圾为生，最终晕倒。南家找到她，认回，面临五个男人追求都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=EVljf-_0wpk
【全集完结】《贪慕月光悔错朝阳》重生归来的林泽见到未婚妻徐若熙和孟天浩在酒吧亲密，被人羞辱，冷静离开。第二天婚礼前接婚婚车上不待见徐家人和徐若熙都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=ZsDCsESyw5Y
【全集完结】《谢娘恩》良知当报三春晖，孝悌当存百世碑。黄翠兰无私的母爱滋润了石头的一生，也滋润了整个世界都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=6uNyzTOgDVA
【全集完结】《白茶清欢无别事》修仙三年，她成为无敌大佬，下山游历红尘，只为破除心中魔障都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=XqiTJhJ0kII
【全集完结】《她比星辰更闪耀》她阴差阳错闪婚了谢氏集团总裁，为完成师父遗愿，她每晚都闯到谢瑾言的房中，为他治病都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=cb4jAKV2eHM
【全集完结】《我终于带领全村走上致富路》虽是一场意外，但却收获颇多，我带全村发家致富！掘金师林辉寻找多年，终于勘测到金矿，带领村民挖金致富都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=63msEpoVFHM
【全集完结】《破茧之妻》欧珊与曾受她帮助的王凤英联手布局，伪造证据，策划假死，最终让贺书彦和徐琳入狱，二人平分保险金开启新生活都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=-fcoMGn-pO0
【全集完结】《混世魔童》他出世了，谁敢欺负我父亲！小女孩竟身懷絕世神力都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=0OwymXkZhPI
【全集完结】《锦鲤千金旺全家》神机妙算小玄仙，怒怼恶毒假千金，救全家于水火，惊艳所有人都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=B1UB3y-86Cw
【全集完结】《重回五年前》他付出了所有，换来的却是老婆的背叛，重生五年前，立刻离婚，再也不回头都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=U6gkcHMjQRU
【全集完结】《在你的年代救赎你》她穿越到八零年代，原主是个恋爱脑，生了三个白眼狼儿子，竟活活累死！她未来走向，妥妥的搞钱时代都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=5hEyzVOpxOM
【全集完结】《逆流而上》穿越时空，逆流而上，只为了能与你共此生都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=lEjm4lYN59U
【全集完结】《无名行善万人欺》他是商业奇才，本想靠一己之力带动乡村经济，却被村民们无故怀疑，他心冷后村民们却后悔了都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=Ewp1mOLpt14
【全集完结】《爱在大梦初醒时》前世被渣男毁了一辈子，重生归来，看她任何复仇，逆转局势夺回一切！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=8pFSAuj-dwI
【全集完结】《卖瓜风波后，他在农村翻了身》他老实本分卖西瓜，却被其他人说赚差价，去到隔壁村后，逆袭了都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=-FVoAr-Bxbs
【全集完结】《末日多子多福》意外激活救世主系统，娶妻就能收货奖励？都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=6fQ_9YmTjc4
【全集完结】《染染星辰》江染下山被师姐暗害失身产女，功力受损。她带女行骗，冒充顾总心上人入府。入府后，江染救好他，解除顾家煞气，还找出真凶都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=Q95yulSO_WM
【全集完结】《爱在万米高空》恋爱多年反被背叛，面对帅机长的追求，她果断放弃渣男，奔向属于自己的幸福都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=GdcUkDxVN8I
【全集完结】《我真不是仙人啊》被师傅一掌拍下山，只因师姐看上我，罢了下山寻找良人，可为什么都说我是神仙？我真不是啊！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=ZMIzRJ_Iag8
【全集完结】《教子需有方》饭局被熊孩子大闹一场，他亲手教他做人都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=d88d1EZsiew
【全集完结】《蒙萌的梦境奇缘》天尊萌娃下凡，带着全家人逆袭人生，有人欺负老爹？斩！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=7K3RRwWUtH4
【全集完结】《恨相逢》她以仇人血易容，周旋两皇子间，惊天反转揭开灭门真相都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=algj5_nR4Zo
【全集完结】《唯妻不负》上一世含冤而死，重生后的她在内宅朝堂翻云覆雨，向渣男复仇！都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=pnRyVCPO82o
【全集完结】《车不外借》他最大的爱好就是收集各种汽车模型，对车有着近乎痴迷的热爱。然而，生活中的一次意外彻底打破了他的平静都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=DBUtUQtuxKE
【全集完结】《都市炼气九千层》一次意外的车祸后，他在昏迷中遇到一位神秘的老人，将气功心法传授给他，并告诉他这部心法共有九千层，修炼到极致可通神都市男频玄幻短剧热血高清神云爽剧熱播短劇,https://www.youtube.com/watch?v=nNo8R-gWJwI
