災變論,#genre#
神奇的靜電塗裝.....|自說自話的總裁,https://www.youtube.com/watch?v=8akfhyImrVA
點燃柳絮......|自說自話的總裁,https://www.youtube.com/watch?v=xKvjRB5AyWY
水刀VS手|自說自話的總裁,https://www.youtube.com/watch?v=W3NCd0WckPo
太空第一發明咖啡杯|自說自話的總裁,https://www.youtube.com/watch?v=7De2cWUOou0
印度魔法火焰果|自說自話的總裁,https://www.youtube.com/watch?v=eiTUGVpG2oY
死亡谷自走石|自說自話的總裁,https://www.youtube.com/watch?v=Zuo03Bl3eHo
火山爆發的秘密......|自說自話的總裁,https://www.youtube.com/watch?v=Lm3IyCB4WFo
抗火菠蘿皮......|自說自話的總裁,https://www.youtube.com/watch?v=r6NG_uWnTG0
手持火箭……|自說自話的總裁,https://www.youtube.com/watch?v=hOgdEjveHLY
神秘泥巴……|自說自話的總裁,https://www.youtube.com/watch?v=FTcrc-Yh6Co
來自火山的問候……|自說自話的總裁,https://www.youtube.com/watch?v=F2Lvb-6Y8y8
這是什麼？| 自說自話的總裁,https://www.youtube.com/watch?v=z7449LtXrxE
來自秘魯的魔法......|自說自話的總裁,https://www.youtube.com/watch?v=p3AbqgloTj8
泰坦尼克的遺憾......|自說自話的總裁,https://www.youtube.com/watch?v=nJfo2rGDSRo
沒有垃圾的國度......|自說自話的總裁,https://www.youtube.com/watch?v=ScJim0NTGS4
靈性的軍馬......|自說自話的總裁,https://www.youtube.com/watch?v=Ctp23Jc15zE
彩弹枪的秘密......|自說自話的總裁,https://www.youtube.com/watch?v=O0QZlJxPB2I
菲律賓的貼地飛行......|自說自話的總裁,https://www.youtube.com/watch?v=_AgrHMshHLU
高難度砍樹......|自說自話的總裁,https://www.youtube.com/watch?v=8Ipog1SLj9A
酸奶刨冰......|自說自話的總裁,https://www.youtube.com/watch?v=yjei-4gWZCs
鹹水洗羊......|自說自話的總裁,https://www.youtube.com/watch?v=VLoC3MJjT2Q
掏空松鼠糧倉......|自說自話的總裁,https://www.youtube.com/watch?v=sSGj5Qz4qBc
育兒袋裡有什麼......|自說自話的總裁,https://www.youtube.com/watch?v=RwNCNXo2p3Q
迷幻雪蜜蜂......|自說自話的總裁,https://www.youtube.com/watch?v=9EIKHfBYNlk
邊牧的實力......|自說自話的總裁,https://www.youtube.com/watch?v=r_K6o9myes0
狗豹之爭......|自說自話的總裁,https://www.youtube.com/watch?v=RjLrK4m_SQc
大熊貓昭美|自說自話的總裁,https://www.youtube.com/watch?v=bITjcQmSFak
柴犬......|自說自話的總裁,https://www.youtube.com/watch?v=PJnl8nyREoc
神秘電石燈......|自說自話的總裁,https://www.youtube.com/watch?v=kALb6-vpznw
蛇行bug|自說自話的總裁,https://www.youtube.com/watch?v=WTh6rG1qUpw
慈禧的生活......|自說自話的總裁,https://www.youtube.com/watch?v=G9GcalW1IIQ
韓國平昌，恐怖事件......|自說自話的總裁,https://www.youtube.com/watch?v=uWBjUJDGQJo
穿越的證據……|自說自話的總裁,https://www.youtube.com/watch?v=rci1t1_44Qw
穿越的證據……|自說自話的總裁,https://www.youtube.com/watch?v=OpEdi6AZh_4
佛州奇葩法律……|自說自話的總裁,https://www.youtube.com/watch?v=KsC8oIn4Foo
貓薄荷......|自說自話的總裁,https://www.youtube.com/watch?v=DZowIUgItF8
樓裡有什麼？|自說自話的總裁,https://www.youtube.com/watch?v=5fzvNDnx8A8
騎自行車穿越時空......|自說自話的總裁,https://www.youtube.com/watch?v=ccld3Aq_wsM
镓针|自說自話的總裁,https://www.youtube.com/watch?v=n3GcN8zx_NE
誰撞開了南極冰牆？|自說自話的總裁,https://www.youtube.com/watch?v=RIXEuvJKLF8
瞬間癒合朮......|自說自話的總裁,https://www.youtube.com/watch?v=xYwRScNbxJ8
瞬移彈塗魚|自說自話的總裁,https://www.youtube.com/watch?v=YVg_iuSnXz4
手持磚頭紅綠燈......|自說自話的總裁,https://www.youtube.com/watch?v=OwbUgn9PiHU
96歲戰鬥飛行員|自說自話的總裁,https://www.youtube.com/watch?v=CNo0fTD0HLQ
最迷你的山......|自說自話的總裁,https://www.youtube.com/watch?v=jlGPQf9i9MY
神奇的通草…|自說自話的總裁,https://www.youtube.com/watch?v=W7XSQhl7AGs
仙人掌結辣椒？|自說自話的總裁,https://www.youtube.com/watch?v=6CcmLHgN4I4
喝蘑菇......|自說自話的總裁,https://www.youtube.com/watch?v=YRF3JYzhoRc
泰坦尼克號最機智的人......|自說自話的總裁,https://www.youtube.com/watch?v=X7w772bnJrQ
雪地哈士奇|自說自話的總裁,https://www.youtube.com/watch?v=0pq-UVh3bY4
當電池點燃鋼絲......|自說自話的總裁,https://www.youtube.com/watch?v=CAJmQF9rJB0
非遺拉糖|自說自話的總裁,https://www.youtube.com/watch?v=d8sybKyljrI
彩虹的盡頭|自說自話的總裁,https://www.youtube.com/watch?v=UIoNrtmUIMA
牧羊人之跳|自說自話的總裁,https://www.youtube.com/watch?v=QCUBdiw9VcI
最扯淡的文物......|自說自話的總裁,https://www.youtube.com/watch?v=48BhGmRe0Qw
用砲彈點火......|自說自話的總裁,https://www.youtube.com/watch?v=wVbSs8ZWzOE
蜘蛛能御電飛行？|自說自話的總裁,https://www.youtube.com/watch?v=uDvdveBWpFs
走在河床上|自說自話的總裁,https://www.youtube.com/watch?v=rgUsiIf7JSU
整狗大賽|自說自話的總裁,https://www.youtube.com/watch?v=-utotc6OJwQ
最可愛的饅頭蛙|自說自話的總裁,https://www.youtube.com/watch?v=M98zBzvQx3U
螞蟻大腦......|自說自話的總裁,https://www.youtube.com/watch?v=sAiTcxjQtRk
黑洞中的星盤......|自說自話的總裁,https://www.youtube.com/watch?v=3JP3KB071t0
狗尾草爆米花|自說自話的總裁,https://www.youtube.com/watch?v=OHMX-046YCI
冰箱破解人類起源之謎|自說自話的總裁,https://www.youtube.com/watch?v=jgO7gk3pcZk
甘道夫煙花|自說自話的總裁,https://www.youtube.com/watch?v=2RiNsn6Z5II
bug兔子|自說自話的總裁,https://www.youtube.com/watch?v=BvbyLdzJ1oE
拓撲學揭示宇宙真相|自說自話的總裁,https://www.youtube.com/watch?v=4CSgXy_exz4
變異雞蛋？|自說自話的總裁,https://www.youtube.com/watch?v=l3aRwOUlfzE
鐵路急剎車......|自說自話的總裁,https://www.youtube.com/watch?v=UOxYh92F2SY
葫蘆娃的真相......|自說自話的總裁,https://www.youtube.com/watch?v=4a1BGdCgJVg
導電切冰的原理......|自說自話的總裁,https://www.youtube.com/watch?v=ugqwuLYJ6c4
點燃水蒸氣......|自說自話的總裁,https://www.youtube.com/watch?v=DyI8O6E3DA8
與劫匪合影......|自說自話的總裁,https://www.youtube.com/watch?v=stewdyCGdNE
克格勃禁書......|自說自話的總裁,https://www.youtube.com/watch?v=JCksJ0RRk8o
被鯨魚吞過的人......|自說自話的總裁,https://www.youtube.com/watch?v=-vJWdstg2l0
超級大狗|自說自話的總裁,https://www.youtube.com/watch?v=90VRmbIDzI8
鱷魚擬人|自說自話的總裁,https://www.youtube.com/watch?v=FM4iIVc5GVM
恐怖死水......|自說自話的總裁,https://www.youtube.com/watch?v=Yng5uUxhm_s
沙漠石|自說自話的總裁,https://www.youtube.com/watch?v=DO25ZJSjpss
沈香之殤|自說自話的總裁,https://www.youtube.com/watch?v=1iPsGZ2VGJI
石塊視覺差|自說自話的總裁,https://www.youtube.com/watch?v=wyKnVW3lRx8
雪地救援|自說自話的總裁,https://www.youtube.com/watch?v=ibCDO3o2tI8
賽車撕膜......|自說自話的總裁,https://www.youtube.com/watch?v=cPCWLsPyPjY
貓貓站立之謎......|自說自話的總裁,https://www.youtube.com/watch?v=lC2tbcrjM88
回答我！|自說自話的總裁,https://www.youtube.com/watch?v=JBufMSvmur8
珊瑚瑪瑙|自說自話的總裁,https://www.youtube.com/watch?v=lNA_wDmAxEI
漫步龍捲風|自說自話的總裁,https://www.youtube.com/watch?v=FaAnL2Ke_JA
核爆芭蕾|自說自話的總裁,https://www.youtube.com/watch?v=JXj9V5utD8E
冰塊洗鍋|自說自話的總裁 #food #美食 #cooking,https://www.youtube.com/watch?v=4ndMDfBYQnY
硬核盤子|自說自話的總裁,https://www.youtube.com/watch?v=8FQX6QHTsUU
請勿模仿……|自說自話的總裁 #fishing #carpfishing #carp #fishinglife,https://www.youtube.com/watch?v=Shaq3sL9eMU
哀牢祕技——鬼臉蛛網衣|自說自話的總裁,https://www.youtube.com/watch?v=dl8NpZ6O3eg
可食用蟑螂......|自說自話的總裁,https://www.youtube.com/watch?v=B9dG8hDDnLI
古羅馬月烏龍|自說自話的總裁,https://www.youtube.com/watch?v=Rp5KbSLbqQw
水族：上班吃個同事......|自說自話的總裁,https://www.youtube.com/watch?v=npAYL8j5GBU
鱷魚的偽裝|自說自話的總裁,https://www.youtube.com/watch?v=62Sk7UDYvSg
吊床|自說自話的總裁,https://www.youtube.com/watch?v=YSYK0lqt9eI
鼻孔氣球按摩|自說自話的總裁,https://www.youtube.com/watch?v=d6i6110WdW8
迪拜空中滑梯|自說自話的總裁,https://www.youtube.com/watch?v=uHyhMYpzOMg
鍋中賽車|自說自話的總裁,https://www.youtube.com/watch?v=I4BF-vscu-g
管子補蛇|自說自話的總裁,https://www.youtube.com/watch?v=pqnxgiPieUI
推理系列,#genre#
日本前十的本格推理，史上最神反轉，看作者如何用兩句話，把言情故事反轉成驚天推理……|自說自話的總裁,https://www.youtube.com/watch?v=k2hBLDfqlKw
【推理系列2-1】月球上發現5萬年前人類尸體，然後，一個驚天推理故事漸漸浮出了水面……|自說自話的總裁,https://www.youtube.com/watch?v=dYqlCen4h20
【推理系列2-2】月球、人類以及上古歷史，最宏偉的猜想……|自說自話的總裁,https://www.youtube.com/watch?v=TIyPsfBtXVE
【繁体字幕】【推理系列2-1】月球上發現5萬年前人類尸體，然後，一個驚天推理故事漸漸浮出了水面……|自說自話的總裁,https://www.youtube.com/watch?v=Z7AORNLxNOw
最完美的反轉：作者用最後一個詞，讓你在現實中體驗《盜夢空間》，故事層層反轉折疊，結尾一瞬間重回現實——原來是這樣的結局……|自說自話的總裁,https://www.youtube.com/watch?v=mH1sp_DIFqU
圍棋史話,#genre#
《圍棋史話》之一：1984年，一位棋如匕首的大俠曾經掀起過一陣圍棋的旋風，不知道還有多少朋友記得這個故事……|自說自話的總裁,https://www.youtube.com/watch?v=3Q8CBPz5l0o
《圍棋史話》之二：圍棋AI到底有多强？圍棋之神又是什麽？爲什麽說圍棋的變化遠遠大於已知宇宙？這集故事中，我們來聊聊這些話題……|自說自話的總裁,https://www.youtube.com/watch?v=oyuGkvR5EQo
《圍棋史話》之三：旷世难得的天才少年，却在85年的擂台赛上留下了一段让人唏嘘的往事……|自說自話的總裁,https://www.youtube.com/watch?v=QzbSsTr6BPQ
《圍棋史話》之四：這是一個被圍棋吞噬靈魂的故事，為什麼說棋盤上的搏殺也會看得讓人腎上腺素飆升？因為，棋手之前也都是拳拳到肉的真實搏殺……|自說自話的總裁,https://www.youtube.com/watch?v=8WZT-TE-PYY
《圍棋史話》之五：聶衛平爲什麽是棋聖？85年，在擂臺賽上連勝三大日本高手，背後的秘密究竟是什麽？|自說自話的總裁,https://www.youtube.com/watch?v=xy4nL5tCAcc
《圍棋史話》之六：為什麼說中日擂臺賽，是圍棋美學的終結，後來半島上的韓國人帶來了暴力圍棋，再到前些年，西方人有用勝率徹底摧毀了圍棋之美，為什麼我們總能聽到這些聲音？|自說自話的總裁,https://www.youtube.com/watch?v=oKZQUMZfVYk
山岳傳說,#genre#
亞特蘭提斯神族曾在西藏建立象雄國？象雄國和苯教來自史前神族？《象雄大藏經》就是史前神族的高科技檔案？|自說自話的總裁,https://www.youtube.com/watch?v=jzTl056yMRc
《山海經》：崑崙山究竟在哪裡？埃及？新疆？青藏？也許它就在離我們最近的地方，一直在隱藏，直到有一天我們意識到神山並不遙遠……|自說自話的總裁,https://www.youtube.com/watch?v=ORlyc0FqFPQ
梅里雪山：為什麼是人類的禁區？只有6740米人類為什麼至今還未登頂？原來，真實的故事比傳說更加震撼……|自說自話的總裁,https://www.youtube.com/watch?v=ZHxpIU8faNk
1993年，一群年輕人闖入蒙古妖山，遭遇詭異山難，唯一的倖存者直到2019年，才講出當年的可怕細節……|自說自話的總裁,https://www.youtube.com/watch?v=28gF-cQST6g
山就在那裡，這句話的背後是一座遍佈著300多具遺體的聖母峰⋯⋯|自說自話的總裁,https://www.youtube.com/watch?v=Yx_S40vPryU
98年前，珠峰（聖母峰）上驚現離奇失蹤案，無人生還，口供、物證、理論分析，各條線索充滿了矛盾，98年後，這樁懸案的幕後真相，正在一點點浮出水面……|自說自話的總裁,https://www.youtube.com/watch?v=9Tr9S0d_XYY
如何從占星術推導出微積分，我們來看看牛頓當年是如何做到的……|自說自話的總裁,https://www.youtube.com/watch?v=z2mcYiGM0Kk
營口追龍：一個懸疑了88年的傳奇案件，龍到底存不存在？|自說自話的總裁,https://www.youtube.com/watch?v=II3snFe6pos
喜馬拉雅山的盡頭，有一座十分美艷的妖山，它被藏民預言為末日神山，它被《國家地理》評為十大名山之首，它身下有一片可怕的蟲谷，直到1991年，人類才首次繪製出它四周的地圖……|自說自話的總裁,https://www.youtube.com/watch?v=ZE0wUZJHqCM
50年前，她們組成了人類首支全女性登山隊，然後闖入了那片號稱「人類禁區」的地帶 ……|自說自話的總裁,https://www.youtube.com/watch?v=x8M3xSsTsMg
『我們被誤導了65年』調查者99.9%確認，這就是佳特洛夫（迪亞特洛夫）事件的真相……|自說自話的總裁,https://www.youtube.com/watch?v=E8W-5lISeNA
秦始皇陵專輯,#genre#
秦始皇陵中的黑科技：為什麼兵馬俑會塗裝藍色超導材料？兵馬俑真的是用活人燒成的嗎？為什麼說他們的兵器都是穿越的黑科技？細節當中，我們竟然讀出這麼多不可思議的黑科技故事……|自說自話的總裁,https://www.youtube.com/watch?v=QamXrTW5z4Q
秦始皇陵已開挖的部分：我們發現了來自西歐的修陵人，發現了秦始皇家族的復原頭像，還發現了兵馬俑、銅車馬背後的秘密……|自說自話的總裁,https://www.youtube.com/watch?v=7fi4CuCIsec
秦始皇陵：水銀、祭壇、陰兵……2002年考古學家全面勘探了秦始皇陵，五個驚奇浮出水面……|自說自話的總裁,https://www.youtube.com/watch?v=pLxs6WclNMw
秦始皇的武器：考古學家挖出8尊從未見過的兵馬俑，發現了他們手中的武器，原來，這才是秦始皇統一中國的秘密……|自說自話的總裁,https://www.youtube.com/watch?v=Byn6PdLxN6E
秦始皇究竟在與誰作戰？30年前，有人推理層層細節，挖出千年遺物，終於讓我們看到了秦始皇的真面目……|自說自話的總裁,https://www.youtube.com/watch?v=s8gMPsTmKek
2023年4月，最的秦陵考古發現，似乎挖出了我們从未見過，也沒有想過的驚奇真相，比如這尊栩栩如生的秦俑頭像……|自說自話的總裁,https://www.youtube.com/watch?v=e5LVuX1D6AU
秦始皇的故事，竟然揭示出韓國女團的秘密，你為什麼喜歡女團舞蹈？很可能這背後隱藏著一個巨大的上古史詩……|自說自話的總裁,https://www.youtube.com/watch?v=4krnhDNOycA
秦始皇為何修建地宮？為何東海巡遊？甚至為何統一六國？原來，只為滿足一個目的：與他相見，然而，他是誰？秦始皇又是否見過他？真實的故事，讓人唏噓………… | 自說自話的總裁,https://www.youtube.com/watch?v=tUFQAF4w2K0
秦始皇為什麼祭拜蚩尤？荊軻難道成功刺殺了秦始皇？一切謎團和答案，也許藏在很深很深的水下……|自說自話的總裁,https://www.youtube.com/watch?v=MBhoSHrqMbw
《易經》能否預知未來？從古墓裡挖出失傳的《易經》還意外破解了秦始皇的秘密……|自說自話的總裁,https://www.youtube.com/watch?v=07iM2W8pYeo
秦始皇陵挖出『金駱駝』，它揭示著秦始皇的『全球眼界』？專家們從秦始皇陵中挖出『三座金字塔』，這是秦始皇在述說他的眼界與理想……|自說自話的總裁,https://www.youtube.com/watch?v=i4pDQGmIBpY
科幻故事,#genre#
會員專享：3000光年外，遇見真神，這是一種什麼樣的體驗？|自說自話的總裁,https://www.youtube.com/watch?v=cHxv7Q0sj5s
會員專享：為什麼說我們的世界一定是虛擬的？這背後的哲學邏輯，不僅誕生了神作——《黑客帝國（The Matrix）》，也誕生了這個更加原點的故事……|自說自話的總裁,https://www.youtube.com/watch?v=rVWtHEfPwgo
會員專享：虛擬世界的答案——熵|自說自話的總裁,https://www.youtube.com/watch?v=7LwfuvNiNmY
會員專享：真的有一個東西隱藏在宇宙的背後，正在觀察我們這個虛擬世界嗎？如果是這樣，那我們改如何讓它們現身？這是一個有關虛擬宇宙最硬核的故事……|自說自話的總裁,https://www.youtube.com/watch?v=AZkypWn0aus
這是一個33年前的故事……|自說自話的總裁,https://www.youtube.com/watch?v=mvZOMmQfCrk
元宇宙、虛擬現實、盜夢空間？原來33年前，早就有人描繪過這一切的未來……|自說自話的總裁,https://www.youtube.com/watch?v=L1A1fPCdg-M
是魔鬼的陰謀？還是人類的歸宿？這是一個70年前的預言……|自說自話的總裁,https://www.youtube.com/watch?v=JatH43VkVos
上傳意識，這真的是人類的未來嗎？那我們又要用什麼樣的方式讓意識生存到芯片當中呢？這是一個浪漫又恐怖的未來故事……|自說自話的總裁,https://www.youtube.com/watch?v=66Iq7tYr7kI
會員專享：如果未來可以上傳意識，你願意拋棄肉體嗎？人類集體上傳意識以後，世界會是什麼樣子？|自說自話的總裁,https://www.youtube.com/watch?v=uEeDyhOUH-k
棱鏡：一種能讓你看到平行世界的儀器……|自說自話的總裁,https://www.youtube.com/watch?v=Y_nO9KsjMPE
《降臨（異星入境）》究竟講了啥？當我們翻開原著小說，原來，一種全新時空理論浮出了水面……|自說自話的總裁,https://www.youtube.com/watch?v=zXvRo4T57QE
大乘佛VS二乘佛：為什麼終極智慧一定要你死我活，他們究竟在爭什麼？這是一個能讓人讀懂佛典的神奇故事……|自說自話的總裁,https://www.youtube.com/watch?v=Lw7xq8C7a8Y
集體潛意識的海床到底有多深？也許這個故事能讓你有重新的認識……|自說自話的總裁,https://www.youtube.com/watch?v=eQwZPCt_ix0
會員專享：回溯心靈，我們生命的原點究竟是什麼？|自說自話的總裁,https://www.youtube.com/watch?v=SEhEQEWESm4
你願意相信，你身邊也有一個人，潛意識能與地球相連，擁有30億年的物種記憶嗎？|自說自話的總裁,https://www.youtube.com/watch?v=j0Ejuwtq0b0
早在《天能》之前30年，就有人探討過回溯時間的時空旅行方式，這種技術設定的背後到底會產生什麼樣的故事？在故事之外又會有一個什麼樣更宏偉的時空邏輯？|自說自話的總裁,https://www.youtube.com/watch?v=qZZZVcRXgC0
《24個比利》究竟是事實還是小說？也許這個故事的背後就隱藏著比利的真相……|自說自話的總裁,https://www.youtube.com/watch?v=STdFTel2dPI
假如你獲得重生，但只有肉體變回了幼年，那這是一種恩賜還是懲罰？|自說自話的總裁,https://www.youtube.com/watch?v=8sHemVEjIuM
當一群螞蟻擁有智能，我們又將從中發現什麼更加驚奇的秘密？|自說自話的總裁,https://www.youtube.com/watch?v=_6ZBcvSSmlA
已經謀劃了40年？日本人真的打算在2110年把整個東京都裝入一座金子嗎？這個瘋狂的想法到底是真是假？|自說自話的總裁,https://www.youtube.com/watch?v=x5LqRzeTL-M
1932年，赫胥黎寫下這本曠世預言書，91年後，我們還能從中發現哪些恐怖的未來……|自說自話的總裁,https://www.youtube.com/watch?v=jcMGUOuhPoQ
概率爆炸：這就是意識改變物質的原理……|自說自話的總裁,https://www.youtube.com/watch?v=-GBNIwnNw1k
宇宙的黑暗真相：現實or虛幻？原來，科學家們早已發現了坐在山巔上的玄學家，而這一切故事，我們從400年前的一顆光子説起……|自說自話的總裁,https://www.youtube.com/watch?v=wLizHf8VqSk
3024年，人類將迎來何種宿命？也許，這是一部寫透人類的預言之書……|自說自話的總裁,https://www.youtube.com/watch?v=1rFSoCpDtIM
1964年，『祂們』早已為人類撰寫好未來100年內的發展劇本，我們目前按部就班……|自說自話的總裁,https://www.youtube.com/watch?v=I0W4GTg59I8
蘆屋府的倒塌：也許這是一個來自快子宇宙的美麗科幻故事，想必快子宇宙真的存在吧……|自說自話的總裁,https://www.youtube.com/watch?v=Olb2VZJWeEA
中醫故事,#genre#
會員專享：最貴族的中醫流派——補土派，這是一個有關貴族公子的醫學故事……|自說自話的總裁,https://www.youtube.com/watch?v=l2LdmbXhK60
會員專享：與飢餓作戰的古代醫生，看中醫如何對抗慢性病和亞健康……|自說自話的總裁,https://www.youtube.com/watch?v=a6D24C5BnbI
會員專享：李東垣VS蒙古生化戰的故事告訴我們四個字……|自說自話的總裁,https://www.youtube.com/watch?v=aUOObDX2sI0
會員專享：一本上古巫師醫書，一段東海尋仙的傳奇故事，這背後，有一個現實中的神仙醫生，你一定吃過他的藥方……|自說自話的總裁,https://www.youtube.com/watch?v=02OcWTkJavo
會員專享：中醫中最像魔法的理論是什麽？這背後可能隱藏著一個超越人體的解剖學原理……|自說自話的總裁,https://www.youtube.com/watch?v=UP4ll3UPPeA
會員專享：中醫歷史上真的有神仙下凡寫醫書的故事？原來，這位神仙還開創了世界上最早的女科醫學，理論到今天依舊適用……|自說自話的總裁,https://www.youtube.com/watch?v=bmAXLpGkmaU
會員專享：大明達芬奇，會武功、懂經濟，是洪門創始人，也是文人領袖，能從滿清死牢脫身，還能開創中醫女科……|自說自話的總裁,https://www.youtube.com/watch?v=6UaYZHNo7KM
會員專享：隱藏在山西的寶藏，你也許還能發現它們，這背後的故事竟然是一個遠古區塊鏈的悲劇……|自說自話的總裁,https://www.youtube.com/watch?v=EYrL9T1hmuM
【修正版·傅青主3】會員專享：隱藏在山西的寶藏，你也許還能發現它們，這背後的故事竟然是一個遠古區塊鏈的悲劇……|自說自話的總裁,https://www.youtube.com/watch?v=4KA6lAnCBXg
會員專享：魔法一樣的中醫門派，現在流傳於日本，為什麼說人人都能成為中醫？曾經歷史上就出現過這樣一個人人讀醫書的時代……|自說自話的總裁,https://www.youtube.com/watch?v=ngNnegOH3KM
會員專享：經方派、秘方派，這是一個有關醫生和秘方的故事……|自說自話的總裁,https://www.youtube.com/watch?v=GlHEUp0Bqok
中醫理論的奠基人張仲景，竟然有可能並不存在？為什麼醫書上說他是三國時代的長沙太守，史書上卻並無記載？這個神秘人究竟如何奠定了中醫邏輯，而這套邏輯為什麼又至今管用？一切都是謎團……|自說自話的總裁,https://www.youtube.com/watch?v=Hawh501PW-I
成都挖出扁鵲墓，失傳千年的上古扁鵲醫書重見天日？是炒作還是事實？還原10年前的挖掘故事，原來，這本後還隱藏著一個有關項羽的故事……|自說自話的總裁,https://www.youtube.com/watch?v=R_snLe_9D4c
中醫究竟如何治病？也許這三個故事可以讓你看清中醫的真相……|自說自話的總裁,https://www.youtube.com/watch?v=46X5EX3o14o
針灸：一個差點失傳的上古秘術，它究竟是如何傳承下來的？挖掘這背後的故事，我們竟然發現了現實中的《瑯琊榜》，一個搶救上古秘籍的男人浮出了水面……|自說自話的總裁,https://www.youtube.com/watch?v=ME7qOCqdq0E
核子危機,#genre#
U-70核事故：最不可思議的故事，被高能粒子爆頭，輻射劑量超標數十萬倍，竟然倖存，還獲得了半張不老容顏……|自說自話的總裁,https://www.youtube.com/watch?v=uCrZWoxPIgo
惡魔核心的真實故事：科學家用手掰開原子彈，這不是笑話……|自說自話的總裁,https://www.youtube.com/watch?v=9MzcKz_CsMY
海底核彈：哥吉拉寓言背後的故事，海底原來有很多顆人類遺失的核彈……|自說自話的總裁,https://www.youtube.com/watch?v=YT4OodQtydE
人類歷史上最驚險的10個小時，誰在保護人類？|自說自話的總裁,https://www.youtube.com/watch?v=7Yho-n-auvQ
會員專享：100年前，醫生把核物質加入到保健品中，然後多了一段不堪回首的黑歷史，而今天可能還在重演……|自說自話的總裁,https://www.youtube.com/watch?v=WzuSpiL0uh0
會員專享：日本東海村JCO核事故，惡魔核心配套視頻……|自說自話的總裁,https://www.youtube.com/watch?v=AzpYF8DSmhY
用核彈滅火：挖水庫、開運河、造軍港，瘋狂的核彈時代就在十幾年前……|自說自話的總裁,https://www.youtube.com/watch?v=FQjxNHIjr6g
象腳：切爾諾貝利/車諾比的尸體，它又在重新燃燒起來了……|自說自話的總裁,https://www.youtube.com/watch?v=tQZI9HW2chA
哥吉拉（哥斯拉）不是杜撰，它的墳墓位於太平洋的一座小島上，這裡即將被淹沒，而在它被淹沒前，我們來分享一個你可能還不知道的故事……|自說自話的總裁,https://www.youtube.com/watch?v=tipT8zHQt54
《奧本海默》是《哥吉拉》前傳？為何奧本海默總是滿眼內疚？或許，有關那段毀滅人類的完整故事，我們要從五個1900後說起……|自說自話的總裁,https://www.youtube.com/watch?v=DG7d5lV7IS8
宇宙故事,#genre#
時間是幻覺嗎？宇宙是宿命嗎？時間謎團的背後，存在著哪些細思極恐的真相……|自說自話的總裁,https://www.youtube.com/watch?v=-hWfFxF34FA
平行宇宙：平行宇宙有四重，每一重都足夠燒腦……|自說自話的總裁,https://www.youtube.com/watch?v=aak_73N3LnI
宇宙的黑暗真相：現實or虛幻？原來，科學家們早已發現了坐在山巔上的玄學家，而這一切故事，我們從400年前的一顆光子説起……|自說自話的總裁,https://www.youtube.com/watch?v=wLizHf8VqSk
登月真偽？40年前，一位美國調查此事，結果卻發現了更黑暗的秘密，他說，這只是官方故意流出話題，旨在轉移視線……|自說自話的總裁,https://www.youtube.com/watch?v=YnKi52Ulm_I
深挖：監視人類13000年的衛星？人類搜尋外星人的SETI計劃因它而起，7億光年外的巨大宇宙空洞因它而現，120年前，特斯拉首次在物理世界中發現了它，而如今它正在成為一段消失的真相……|自說自話的總裁,https://www.youtube.com/watch?v=3wSv2g-Rdxo
飛出太陽系？從大氣層邊緣出發，我們發現了一樁樁宇宙未知事件，以及可怕的太陽系冰火之墻……|自說自話的總裁,https://www.youtube.com/watch?v=i3ApTQMJ5HY
土星：星環內發現了一架飛梭？為何說它是太陽系內最詭異的一顆星球？它是《太空漫遊》中的黑石板故鄉，它是科學家眼中，最可能孕育生命的地方，它也是人類觀天史上一個繞不過去的存在……|自說自話的總裁,https://www.youtube.com/watch?v=6Yu61_VSN0Y
他是馬斯克的前世靈魂？1924年，就寫出了回收火箭的方案？畢生致力於送人類進入太空？就連阿波羅登月，都採用了它的『蝸牛線路』？可他卻在110年前，全憑大腦完成了這一切……|自說自話的總裁,https://www.youtube.com/watch?v=zm4AYmSuHd8
『我』：究竟是什麼？20年前，一位奇才用神經學為《金剛經》做註解，帶我們看清了『我』的真相……|自說自話的總裁,https://www.youtube.com/watch?v=aZv-Isnwh4U
商業內幕,#genre#
牛油果：30年前還是垃圾食品，為什麼突然成了完美神果？這背後的故事，超出你的想象……|自說自話的總裁,https://www.youtube.com/watch?v=H3Mvva7rYzc
金槍魚：從一文不值到拍賣至天價，努力的進化最終還是成為了美味，它經歷了什麼……|自說自話的總裁,https://www.youtube.com/watch?v=iO_5T4eVv2c
煙草：謝謝你抽煙，來為這場黑暗內幕埋單，為什麼要禁煙和戒煙……|自說自話的總裁,https://www.youtube.com/watch?v=kVUozTLEBm8
阿努納奇留給人類的禮物，就在你我身邊……|自說自話的總裁,https://www.youtube.com/watch?v=Qxp4gg8sGO4
你無法戒糖的真正原因：糖比香煙更容易上癮，糖是不會醉的酒精，有人故意讓脂肪幫糖背了50年的黑鍋，這背後的故事觸目驚心……|自說自話的總裁,https://www.youtube.com/watch?v=9vfh85uLz9k
最好吃的海怪們：蛤、蚶、蟶、蠔、蜆有什麼區別？北極貝到底是什麼？象拔蚌又有哪些不可告人的秘密？這是一群美味海怪與人類的故事……|自說自話的總裁,https://www.youtube.com/watch?v=9gqCqmiO1r4
三文魚：真假三文魚？寄生蟲？長白山水怪？黃海冷水團？原來你是這樣的魚……|自說自話的總裁,https://www.youtube.com/watch?v=Qc0gkU6Tphs
