香港频道,#genre# 
Vijay Super,https://smart.pendy.dpdns.org/Smart.php?id=vijaysuper_raj
Vellithirai,https://smart.pendy.dpdns.org/Smart.php?id=Vellithirai

泰国频道,#genre# 
Channel 3 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch3_pat
Channel 5 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch5_pat
Channel 7 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch7_pat
MCOT HD Thailand-1,https://smart.pendy.dpdns.org/Smart.php?id=mcot_pat
PPTV Thailand1,https://smart.pendy.dpdns.org/Smart.php?id=pptv_pat
Thai Thai,https://smart.pendy.dpdns.org/Smart.php?id=thaithai_pat
Amarin,https://smart.pendy.dpdns.org/Smart.php?id=amarin_pat
Ch 8,https://smart.pendy.dpdns.org/Smart.php?id=ch8_pat
GmmOne,https://smart.pendy.dpdns.org/Smart.php?id=gmmone_pat
Mono,https://smart.pendy.dpdns.org/Smart.php?id=mono_pat
Thairath,https://smart.pendy.dpdns.org/Smart.php?id=thairath_pat
tpbs,https://smart.pendy.dpdns.org/Smart.php?id=tpbs_pat
Workpoint,https://smart.pendy.dpdns.org/Smart.php?id=workpoint_pat
Gmm Channel,https://smart.pendy.dpdns.org/Smart.php?id=gmmchannel_pat
Nation,https://smart.pendy.dpdns.org/Smart.php?id=nation_pat
Tnn24,https://smart.pendy.dpdns.org/Smart.php?id=tnn24_pat
Nbt,https://smart.pendy.dpdns.org/Smart.php?id=nbt_pat
New,https://smart.pendy.dpdns.org/Smart.php?id=new_pat
TPTV,https://smart.pendy.dpdns.org/Smart.php?id=tptv_pat

英国频道,#genre# 
BBC 1,https://smart.pendy.dpdns.org/Smart.php?id=bbc1_antik
BBC 2,https://smart.pendy.dpdns.org/Smart.php?id=bbc2_antik
CBBC,https://smart.pendy.dpdns.org/Smart.php?id=cbbc_antik
More4,https://smart.pendy.dpdns.org/Smart.php?id=more4_antik
Freesports,https://smart.pendy.dpdns.org/Smart.php?id=freesports_antik
Pick TV,https://smart.pendy.dpdns.org/Smart.php?id=picktv_antik
itv 1,https://smart.pendy.dpdns.org/Smart.php?id=itv1_antik
itv 2,https://smart.pendy.dpdns.org/Smart.php?id=itv2_antik
Euronews,https://smart.pendy.dpdns.org/Smart.php?id=euronews_antik
Channel 4,https://smart.pendy.dpdns.org/Smart.php?id=channel4_antik
BBC World News,https://smart.pendy.dpdns.org/Smart.php?id=bbcworldnews_antik

越南频道,#genre# 
ANTV,https://smart.pendy.dpdns.org/Smart.php?id=viet_antv
VTV 1,https://smart.pendy.dpdns.org/Smart.php?id=viet_vtv1
VTV 7,https://smart.pendy.dpdns.org/Smart.php?id=viet_vtv7
HTV 7,https://smart.pendy.dpdns.org/Smart.php?id=viet_htv7
HTV 9,https://smart.pendy.dpdns.org/Smart.php?id=viet_htv9
BPTV 2,https://smart.pendy.dpdns.org/Smart.php?id=viet_bptv2
BRT HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_brt
Ca Mau TV,https://smart.pendy.dpdns.org/Smart.php?id=viet_camautv
Danang TV1 HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_danangtv1
Danang TV2 HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_danangtv2
HBTV HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_hbtv
PTTH 1,https://smart.pendy.dpdns.org/Smart.php?id=viet_ptth1

韩国频道,#genre# 
Arirang HD,https://smart.pendy.dpdns.org/Smart.php?id=arirang_korea
Yonhap News,https://smart.pendy.dpdns.org/Smart.php?id=yonhapnews_korea
CBS,https://smart.pendy.dpdns.org/Smart.php?id=cbs_korea
EBS 1,https://smart.pendy.dpdns.org/Smart.php?id=ebs1_korea
EBS2,https://smart.pendy.dpdns.org/Smart.php?id=ebs2_korea
EBS Plus2,https://smart.pendy.dpdns.org/Smart.php?id=ebsplus2_korea
SBS Plus,https://smart.pendy.dpdns.org/Smart.php?id=sbsplus_korea
YTN,https://smart.pendy.dpdns.org/Smart.php?id=ytn_korea
KBS World 24,https://smart.pendy.dpdns.org/Smart.php?id=kbsworld24_korea
YTN Science,https://smart.pendy.dpdns.org/Smart.php?id=ytnscience_korea
YTN Korean,https://smart.pendy.dpdns.org/Smart.php?id=ytnkorean_korea
YTN DMB,https://smart.pendy.dpdns.org/Smart.php?id=ytndmb_korea
Apps TV,https://smart.pendy.dpdns.org/Smart.php?id=appongoogle_korea
All the Kpop,https://smart.pendy.dpdns.org/Smart.php?id=allthekpop_korea
J the Kpop,https://smart.pendy.dpdns.org/Smart.php?id=jthekpop_korea
EBS Kids,https://smart.pendy.dpdns.org/Smart.php?id=ebskids_korea
CGNTV,https://smart.pendy.dpdns.org/Smart.php?id=cgntv_korea

日本频道,#genre# 
NHK-総合-2,https://smart.pendy.dpdns.org/Smart.php?id=nhkg_japan
NHK-E,https://smart.pendy.dpdns.org/Smart.php?id=nhke_japan
テレビ朝日 Asahi TV,https://smart.pendy.dpdns.org/Smart.php?id=asahitv_japan
JET 綜合,https://smart.pendy.dpdns.org/Smart.php?id=jettv_japan
テレビ東京 Tokyo TV,https://smart.pendy.dpdns.org/Smart.php?id=tokyotv_japan
TOKYOMX,https://smart.pendy.dpdns.org/Smart.php?id=tokyomx_japan
NHKBS1,https://smart.pendy.dpdns.org/Smart.php?id=nhkbs1_japan
NHKBSプレミア Premium,https://smart.pendy.dpdns.org/Smart.php?id=nhkpremium_japan
BSジャパン 181,https://smart.pendy.dpdns.org/Smart.php?id=bs181_japan
BSフジ BS Fuji,https://smart.pendy.dpdns.org/Smart.php?id=bsfuji_japan
CNA Japan,https://smart.pendy.dpdns.org/Smart.php?id=cna_japan
BS-TBS,https://smart.pendy.dpdns.org/Smart.php?id=bstbs_japan
NHK Oaska,https://smart.pendy.dpdns.org/Smart.php?id=nhkosaka_japan
